event_id,coverage_id,sidx,loss
500171,45,69,19100.56
500171,45,74,17368.20
500171,45,76,35722.19
500171,45,81,7357.75
500171,45,89,30942.66
500171,45,90,19063.11
500171,45,91,63676.82
500171,45,94,18871.91
500171,46,-1,6181.15
500171,46,4,19530.22
500171,46,6,49890.59
500171,46,7,28508.97
500171,46,15,17343.38
500171,46,33,20940.65
500171,46,37,14071.95
500171,46,49,30964.46
500171,46,50,17935.28
500171,46,64,62136.57
500171,46,67,38824.13
500171,46,68,22067.76
500171,46,69,61402.52
500171,46,72,30725.16
500171,46,76,16453.55
500171,46,78,55218.12
500171,46,79,7274.07
500171,46,81,37790.01
500171,46,82,2978.37
500171,46,85,28840.64
500171,46,86,40623.98
500171,46,89,38758.71
500171,46,90,41134.59
500171,46,93,33952.20
500171,46,95,27981.84
500171,46,100,7490.31
500171,47,-1,6181.15
500171,47,1,784.45
500171,47,6,21363.88
500171,47,8,30325.54
500171,47,11,8584.21
500171,47,20,3947.53
500171,47,26,25607.38
500171,47,27,25675.41
500171,47,44,39836.07
500171,47,45,42176.59
500171,47,47,40326.07
500171,47,50,44668.38
500171,47,54,44094.30
500171,47,58,13876.64
500171,47,59,18029.64
500171,47,62,20497.59
500171,47,70,28265.52
500171,47,82,38351.80
500171,47,97,65112.04
500171,48,-1,2634.33
500171,48,9,13216.76
500171,48,20,12319.71
500171,48,36,15275.72
500171,48,42,16708.41
500171,48,46,10266.42
500171,48,63,16085.37
500171,48,64,11754.03
500171,48,69,11556.25
500171,48,74,11262.74
500171,48,76,14257.77
500171,48,81,9595.24
500171,48,89,13505.30
500171,48,90,11550.13
500171,48,91,18294.18
500171,48,94,11518.89
500171,49,-1,2634.33
500171,49,4,11626.44
500171,49,6,16363.22
500171,49,7,13112.87
500171,49,15,11258.46
500171,49,33,11865.78
500171,49,37,10706.30
500171,49,49,13508.79
500171,49,50,11360.52
500171,49,64,18088.53
500171,49,67,14735.72
500171,49,68,12051.39
500171,49,69,17974.73
500171,49,72,13470.46
500171,49,76,11105.85
500171,49,78,17128.46
500171,49,79,9583.02
500171,49,81,14576.92
500171,49,82,8935.53
500171,49,85,13166.37
500171,49,86,15006.40
500171,49,89,14726.04
500171,49,90,15084.12
500171,49,93,13980.93
500171,49,95,13027.84
500171,49,100,9617.16
500171,50,-1,2634.33
500171,50,1,8601.53
500171,50,6,11939.84
500171,50,8,13406.20
500171,50,11,9798.00
500171,50,20,9067.62
500171,50,26,12637.57
500171,50,27,12648.54
500171,50,44,14885.33
500171,50,45,15242.71
500171,50,47,14960.88
500171,50,50,15610.08
500171,50,54,15525.15
500171,50,58,10674.01
500171,50,59,11376.79
500171,50,62,11788.26
500171,50,70,13073.60
500171,50,82,14664.58
500171,50,97,18483.05
500171,51,-1,2452.20
500171,51,1,11891.87
500171,51,2,23561.73
500171,51,5,1463.82
500171,51,7,13084.39
500171,51,10,4611.52
500171,51,21,13415.95
500171,51,26,20104.04
500171,51,27,8248.50
500171,51,33,18255.91
500171,51,34,21734.26
500171,51,45,10708.31
500171,51,49,3359.03
500171,51,61,20449.28
500171,51,73,5901.38
500171,51,77,10943.00
500171,51,78,6336.79
500171,51,80,12335.03
500171,51,91,5558.89
500171,52,-1,2452.20
500171,52,2,2005.01
500171,52,6,14463.66
500171,52,7,15190.77
500171,52,11,12984.01
500171,52,12,16347.31
500171,52,13,8538.85
500171,52,21,13400.75
500171,52,24,8131.05
500171,52,33,8577.81
500171,52,44,1494.68
500171,52,73,8065.25
500171,52,75,22754.35
500171,52,94,12915.97
500171,52,95,14592.41
500171,52,97,11171.17
500171,53,-1,2452.20
500171,53,2,10292.07
500171,53,3,4854.05
500171,53,9,17249.69
500171,53,15,21768.88
500171,53,24,5271.15
500171,53,25,12426.27
500171,53,26,22705.78
500171,53,38,5565.96
500171,53,39,22757.89
500171,53,49,7127.00
500171,53,67,7505.76
500171,53,68,11497.29
500171,53,72,13379.38
500171,53,75,8663.58
500171,54,-1,1781.32
500171,54,1,9026.93
500171,54,2,11974.29
500171,54,5,6105.28
500171,54,7,9351.08
500171,54,10,6963.89
500171,54,21,9439.31
500171,54,26,11139.86
500171,54,27,8005.95
500171,54,33,10688.82
500171,54,34,11539.16
500171,54,45,8700.33
500171,54,49,6612.25
500171,54,61,11230.21
500171,54,73,7332.10
500171,54,77,8765.92
500171,54,78,7458.91
500171,54,80,9148.43
500171,54,91,7232.85
500171,55,-1,1781.32
500171,55,2,6243.90
500171,55,6,9717.56
500171,55,7,9909.68
500171,55,11,9323.94
500171,55,12,10207.15
500171,55,13,8090.73
500171,55,21,9435.19
500171,55,24,7970.92
500171,55,33,8101.19
500171,55,44,6113.19
500171,55,73,7951.30
500171,55,75,11772.20
500171,55,88,4041.35
500171,55,94,9305.55
500171,55,95,9750.85
500171,55,97,8828.65
500171,56,-1,1781.32
500171,56,2,8582.82
500171,56,3,7037.30
500171,56,9,10431.98
500171,56,15,11548.39
500171,56,24,7151.76
500171,56,25,9173.18
500171,56,26,11762.51
500171,56,38,7234.84
500171,56,39,11772.91
500171,56,49,7685.36
500171,56,67,7794.27
500171,56,68,8918.31
500171,56,72,9429.40
500171,56,75,8124.23
500171,57,-1,2285.91
500171,57,19,48478.61
500171,57,20,30068.71
500171,57,56,6843.52
500171,57,77,13327.78
500171,57,92,59688.73
500171,58,-1,2285.91
500171,58,5,27865.56
500171,58,7,61471.07
500171,58,50,42191.89
500171,58,53,6089.49
500171,59,-1,916.97
500171,59,14,1633.12
500171,59,19,15706.73
500171,59,20,11788.17
500171,59,39,3165.88
500171,59,56,6955.30
500171,59,77,8298.92
500171,59,92,18111.66
500171,60,-1,916.97
500171,60,5,11325.88
500171,60,7,18492.38
500171,60,10,5438.12
500171,60,50,14361.21
500171,60,53,6798.73
500171,61,-1,169.45
500171,61,19,4163.10
500171,61,20,1774.19
500171,61,92,5634.54
500171,62,-1,169.45
500171,62,5,1492.41
500171,62,7,5867.89
500171,62,50,3342.08
500171,63,-1,4273.92
500171,63,10,66902.66
500171,63,15,71737.92
500171,63,36,13825.19
500171,63,39,30525.33
500171,63,53,21419.81
500171,63,59,21181.46
500171,63,64,57771.48
500171,63,66,29791.54
500171,63,68,54261.04
500171,63,77,43972.76
500171,63,84,61028.24
500171,63,89,41181.93
500171,63,90,69959.11
500171,64,-1,4273.92
500171,64,10,38356.63
500171,64,11,3382.36
500171,64,28,84170.76
500171,64,39,18074.08
500171,64,47,38676.53
500171,64,50,61342.18
500171,64,63,24824.57
500171,64,72,37975.04
500171,64,78,24918.25
500171,64,98,66354.74
500171,65,-1,4273.92
500171,65,43,42742.11
500171,65,58,58869.99
500171,65,65,49583.48
500171,65,66,14469.71
500171,65,67,51355.84
500171,65,72,10323.58
500171,65,98,32048.05
500171,66,-1,1458.64
500171,66,10,19551.99
500171,66,15,20277.94
500171,66,36,11010.71
500171,66,39,13831.52
500171,66,53,12328.91
500171,66,59,12287.33
500171,66,64,18150.08
500171,66,66,13716.46
500171,66,68,17605.70
500171,66,77,15985.28
500171,66,84,18652.13
500171,66,89,15542.57
500171,66,90,20017.88
500171,67,-1,1458.64
500171,67,10,15090.56
500171,67,11,9073.15
500171,67,28,22130.87
500171,67,39,11754.66
500171,67,47,15140.89
500171,67,50,18701.45
500171,67,63,12897.58
500171,67,72,15030.51
500171,67,78,12913.15
500171,67,98,19468.50
500171,68,-1,1458.64
500171,68,43,15789.91
500171,68,58,18319.96
500171,68,65,16872.00
500171,68,66,11126.82
500171,68,67,17150.25
500171,68,72,10370.64
500171,68,98,14076.60
500171,69,-1,7272.66
500171,69,11,62665.22
500171,69,17,79127.45
500171,69,19,37258.41
500171,69,27,88292.95
500171,69,30,62641.14
500171,69,43,60151.54
500171,69,46,33071.05
500171,69,47,50240.89
500171,69,50,72478.27
500171,69,59,33538.18
500171,69,60,11598.08
500171,69,65,53444.47
500171,69,72,12610.75
500171,69,74,42766.73
500171,69,85,45498.01
500171,69,86,28147.74
500171,69,90,101714.48
500171,69,92,79349.20
500171,70,-1,7272.66
500171,70,2,20529.71
500171,70,7,35120.80
500171,70,10,8938.22
500171,70,26,51832.21
500171,70,29,79484.38
500171,70,32,71960.52
500171,70,35,22634.53
500171,70,38,84870.09
500171,70,43,51651.67
500171,70,45,54217.46
500171,70,56,45131.69
500171,70,78,43589.75
500171,70,91,60477.92
500171,70,96,63729.29
500171,70,99,97057.16
500171,71,-1,1998.01
500171,71,11,14747.91
500171,71,17,16288.95
500171,71,19,12191.84
500171,71,27,17128.80
500171,71,30,14745.64
500171,71,43,14510.14
500171,71,46,11750.78
500171,71,47,13527.20
500171,71,50,15683.44
500171,71,59,11798.98
500171,71,60,9369.15
500171,71,65,13847.37
500171,71,72,9489.22
500171,71,74,12765.24
500171,71,85,13044.98
500171,71,86,11229.78
500171,71,90,18300.96
500171,71,92,16306.84
500171,72,-1,1998.01
500171,72,2,10394.71
500171,72,7,11964.38
500171,72,10,9049.93
500171,72,26,13686.30
500171,72,29,16317.76
500171,72,32,15635.13
500171,72,35,10631.81
500171,72,38,16809.56
500171,72,43,13668.58
500171,72,45,13926.13
500171,72,56,13007.54
500171,72,78,12849.56
500171,72,91,14542.04
500171,72,96,14851.93
500171,72,99,17893.14
500171,73,-1,3623.57
500171,73,9,18856.27
500171,73,17,11981.85
500171,73,21,29287.29
500171,73,26,35658.57
500171,73,38,3884.12
500171,73,41,17730.97
500171,73,55,3807.80
500171,73,59,23390.30
500171,73,70,43143.62
500171,73,83,13782.11
500171,73,94,45138.74
500171,73,100,13423.69
500171,74,-1,3623.57
500171,74,7,35883.89
500171,74,14,14415.57
500171,74,15,6739.38
500171,74,22,44334.79
500171,74,30,7372.34
500171,74,37,23324.14
500171,74,49,1615.51
500171,74,60,33279.64
500171,74,77,36098.49
500171,74,84,22334.02
500171,74,89,6108.56
500171,74,99,55748.79
500171,74,100,39607.07
500171,75,-1,943.38
500171,75,9,5786.11
500171,75,17,5091.33
500171,75,21,6786.37
500171,75,26,7364.82
500171,75,29,3727.26
500171,75,38,4208.48
500171,75,41,5672.10
500171,75,55,4199.83
500171,75,59,6229.10
500171,75,70,8013.75
500171,75,83,5276.32
500171,75,94,8179.06
500171,75,100,5237.90
500171,76,-1,943.38
500171,76,7,7384.96
500171,76,14,5340.21
500171,76,15,4535.27
500171,76,22,8115.04
500171,76,30,4604.08
500171,76,37,6222.69
500171,76,49,3936.68
500171,76,60,7151.96
500171,76,77,7404.01
500171,76,84,6126.82
500171,76,89,4459.43
500171,76,99,9063.91
500171,76,100,7704.93
500171,77,-1,9151.80
500171,77,2,13597.44
500171,77,9,78069.84
500171,77,29,93256.60
500171,77,33,5355.90
500171,77,35,5820.66
500171,77,54,103362.70
500171,77,55,22802.64
500171,77,62,134735.48
500171,77,65,62880.23
500171,77,70,60168.47
500171,77,80,88521.85
500171,77,88,21478.06
500171,77,89,65776.02
500171,77,90,84751.81
500171,77,97,115348.48
500171,78,-1,9151.80
500171,78,4,127550.47
500171,78,12,48334.81
500171,78,21,71140.78
500171,78,22,143460.92
500171,78,24,38565.32
500171,78,25,88229.43
500171,78,29,95723.31
500171,78,32,37050.75
500171,78,35,40269.14
500171,78,42,150692.53
500171,78,46,83383.37
500171,78,64,40065.55
500171,78,65,9316.53
500171,78,75,55684.44
500171,78,80,20430.95
500171,78,81,19306.29
500171,78,87,95160.09
500171,78,95,60422.77
500171,79,-1,9151.80
500171,79,1,88084.05
500171,79,8,26841.30
500171,79,9,90592.06
500171,79,13,12455.62
500171,79,14,20715.54
500171,79,39,55788.36
500171,79,42,55044.10
500171,79,44,98300.01
500171,79,48,84009.09
500171,79,55,61819.82
500171,79,56,71972.38
500171,79,60,34099.37
500171,79,63,42704.54
500171,79,69,25412.33
500171,79,79,5652.97
500171,79,96,52397.27
500171,80,-1,9151.80
500171,80,7,48180.29
500171,80,13,62459.42
500171,80,38,48595.26
500171,80,41,89553.77
500171,80,42,22849.10
500171,80,46,43701.92
500171,80,52,11781.52
500171,80,56,92577.86
500171,80,59,46072.72
500171,80,63,105083.28
500171,80,67,71797.48
500171,80,72,73960.03
500171,80,75,39060.74
500171,80,77,55959.61
500171,80,80,36553.13
500171,80,85,61941.37
500171,80,87,36571.11
500171,80,91,67348.98
500171,80,97,16605.47
500171,81,-1,3297.66
500171,81,2,14719.62
500171,81,9,25324.94
500171,81,29,27490.57
500171,81,33,12625.78
500171,81,35,12757.23
500171,81,54,28905.87
500171,81,55,16598.51
500171,81,62,33144.66
500171,81,65,23071.34
500171,81,70,22659.59
500171,81,71,5784.61
500171,81,80,26827.91
500171,81,88,16346.04
500171,81,89,23506.82
500171,81,90,26288.19
500171,81,97,30548.41
500171,82,-1,3297.66
500171,82,4,32191.76
500171,82,12,20834.48
500171,82,17,6938.49
500171,82,21,24308.51
500171,82,22,34287.40
500171,82,24,19295.12
500171,82,25,26785.48
500171,82,29,27845.91
500171,82,32,19045.46
500171,82,35,19569.95
500171,82,42,35229.12
500171,82,46,26096.18
500171,82,54,7582.19
500171,82,64,19539.04
500171,82,65,13701.60
500171,82,75,21975.29
500171,82,80,16149.56
500171,82,81,15938.53
500171,82,87,27767.40
500171,82,95,22698.23
500171,83,-1,3297.66
500171,83,1,26764.39
500171,83,8,17330.56
500171,83,9,27125.37
500171,83,13,14457.62
500171,83,14,16202.96
500171,83,39,21991.38
500171,83,42,21876.14
500171,83,44,28199.28
500171,83,48,26183.97
500171,83,52,7248.03
500171,83,55,22910.46
500171,83,56,24430.88
500171,83,60,18576.89
500171,83,63,19950.57
500171,83,69,17079.37
500171,83,79,12709.80
500171,83,96,21467.36
500171,84,-1,3297.66
500171,84,7,20810.59
500171,84,13,23007.59
500171,84,38,20874.75
500171,84,41,26977.62
500171,84,42,16608.07
500171,84,46,20110.37
500171,84,52,14302.95
500171,84,56,27390.46
500171,84,59,20484.75
500171,84,63,29134.46
500171,84,67,24405.54
500171,84,72,24718.84
500171,84,75,19378.71
500171,84,77,22017.89
500171,84,80,18966.46
500171,84,85,22928.93
500171,84,87,18969.31
500171,84,91,23742.26
500171,84,97,15371.14
500153,77,-1,53.23
500153,78,-1,53.23
500153,79,-1,53.23
500153,80,-1,53.23
500153,81,-1,20.83
500153,82,-1,20.83
500153,83,-1,20.83
500153,84,-1,20.83
165,7,-1,1916.88
165,7,3,21117.96
165,7,4,12167.78
165,7,8,3274.49
165,7,23,21243.11
165,7,32,16240.25
165,7,40,13122.65
165,7,43,14360.83
165,7,46,36952.65
165,7,52,11350.06
165,7,60,8408.56
165,7,62,11267.22
165,7,75,36371.54
165,7,95,30353.96
165,8,-1,1916.88
165,8,20,641.62
165,8,30,18361.38
165,8,32,10134.29
165,8,36,14498.48
165,8,38,27907.95
165,8,41,18522.79
165,8,43,21162.84
165,8,47,6271.49
165,8,49,7551.06
165,8,57,17343.23
165,8,78,16793.84
165,8,80,3273.48
165,8,96,15762.80
165,9,-1,1916.88
165,9,16,23877.39
165,9,19,13079.87
165,9,41,22923.82
165,9,45,12563.38
165,9,67,33406.27
165,9,69,20788.77
165,9,77,23315.01
165,9,87,17335.49
165,9,89,7370.47
165,10,-1,1916.88
165,10,1,19218.89
165,10,7,18435.48
165,10,8,22004.56
165,10,12,23272.61
165,10,29,16310.74
165,10,32,20279.81
165,10,34,6529.95
165,10,38,28219.09
165,10,40,14502.58
165,10,46,25135.29
165,10,48,22141.65
165,10,51,18476.56
165,10,58,18628.27
165,10,66,10240.95
165,10,68,27320.52
165,10,85,9011.81
165,10,88,17495.09
165,10,99,28935.38
165,11,-1,1916.88
165,11,4,8267.94
165,11,7,27468.68
165,11,18,13908.57
165,11,41,14073.72
165,11,48,4392.17
165,11,50,27722.02
165,11,51,19188.60
165,11,53,744.50
165,11,88,23776.60
165,11,89,25954.40
165,12,-1,1916.88
165,12,2,16015.95
165,12,6,13975.72
165,12,12,2100.09
165,12,13,3850.47
165,12,32,19498.52
165,12,33,25865.17
165,12,34,9504.65
165,12,40,6923.65
165,12,50,23370.68
165,12,77,19660.80
165,12,82,29047.37
165,12,88,24740.98
165,12,90,26185.83
165,12,98,89.31
165,13,-1,923.40
165,13,3,8582.48
165,13,4,7408.34
165,13,8,6237.67
165,13,23,8599.62
165,13,32,7941.41
165,13,40,7531.97
165,13,43,7693.48
165,13,46,10659.56
165,13,52,7296.57
165,13,60,6910.03
165,13,62,7285.81
165,13,65,5708.30
165,13,75,10586.83
165,13,95,9802.07
165,14,-1,923.40
165,14,20,5895.77
165,14,30,8220.32
165,14,32,7141.29
165,14,36,7711.77
165,14,38,9478.26
165,14,41,8242.10
165,14,43,8588.63
165,14,47,6631.65
165,14,49,6802.36
165,14,57,8085.56
165,14,78,8013.79
165,14,80,6237.52
165,14,96,7878.93
165,15,-1,923.40
165,15,16,8946.49
165,15,19,7526.54
165,15,37,5629.54
165,15,41,8817.04
165,15,45,7460.94
165,15,67,10200.87
165,15,69,8537.40
165,15,77,8865.49
165,15,87,8084.55
165,15,89,6780.10
165,16,-1,923.40
165,16,1,8333.73
165,16,7,8230.32
165,16,8,8700.96
165,16,12,8859.23
165,16,29,7950.64
165,16,32,8469.80
165,16,34,6669.80
165,16,38,9513.81
165,16,40,7712.32
165,16,46,9111.91
165,16,48,8718.61
165,16,51,8235.86
165,16,58,8256.08
165,16,66,7154.10
165,16,68,9402.75
165,16,85,6991.79
165,16,88,8105.40
165,16,99,9607.93
165,17,-1,923.40
165,17,4,6890.98
165,17,7,9422.10
165,17,18,7634.04
165,17,41,7655.75
165,17,48,6396.25
165,17,50,9455.18
165,17,51,8329.74
165,17,53,5909.95
165,17,88,8932.83
165,17,89,9210.20
165,18,-1,923.40
165,18,2,7912.06
165,18,6,7642.86
165,18,12,6088.73
165,18,13,6320.84
165,18,32,8370.49
165,18,33,9200.38
165,18,34,7061.24
165,18,40,6727.91
165,18,50,8873.71
165,18,77,8391.46
165,18,82,9624.01
165,18,88,9063.47
165,18,90,9244.12
165,18,98,5819.59
165,19,-1,1918.15
165,19,7,16925.76
165,19,11,10507.05
165,19,18,13568.14
165,19,19,15404.99
165,19,20,27947.13
165,19,28,23068.19
165,19,33,15609.40
165,19,34,12667.55
165,19,48,21940.34
165,19,53,35842.46
165,19,58,25282.00
165,19,95,7614.24
165,19,99,20990.53
165,20,-1,1918.15
165,20,5,1070.61
165,20,10,22837.46
165,20,20,9816.92
165,20,43,25711.99
165,20,45,22864.24
165,20,61,25321.54
165,20,67,29227.55
165,20,72,30288.32
165,20,75,15412.59
165,20,89,7659.43
165,21,-1,912.28
165,21,7,7932.93
165,21,11,7100.42
165,21,18,7496.79
165,21,19,7736.61
165,21,20,9366.52
165,21,28,8726.17
165,21,31,5483.71
165,21,33,7762.93
165,21,34,7383.17
165,21,48,8586.24
165,21,53,10398.06
165,21,58,9018.03
165,21,95,6727.58
165,21,99,8460.07
165,22,-1,912.28
165,22,5,5884.22
165,22,7,5578.59
165,22,10,8698.95
165,22,20,7016.91
165,22,43,9070.18
165,22,45,8702.11
165,22,61,9022.82
165,22,67,9531.01
165,22,72,9673.71
165,22,75,7737.58
165,22,89,6733.08
165,23,-1,3271.43
165,23,3,24456.14
165,23,8,805.78
165,23,11,28050.21
165,23,34,42775.75
165,23,36,33252.06
165,23,39,43164.99
165,23,42,45241.34
165,23,49,29594.55
165,23,52,20720.22
165,23,55,6954.47
165,23,57,18971.80
165,23,58,20948.17
165,23,65,45802.04
165,23,67,24919.21
165,23,81,25285.96
165,23,87,50953.98
165,24,-1,3271.43
165,24,21,46115.18
165,24,28,23876.65
165,24,32,51770.53
165,24,34,15373.21
165,24,36,24290.33
165,24,40,32218.07
165,24,48,39615.80
165,24,55,19958.38
165,24,69,36389.83
165,24,71,21335.55
165,24,79,31633.99
165,24,87,43798.28
165,24,99,29313.85
165,25,-1,1144.32
165,25,3,9529.10
165,25,8,7277.35
165,25,11,9873.11
165,25,34,11281.11
165,25,36,10370.72
165,25,39,11315.82
165,25,42,11514.82
165,25,49,10019.62
165,25,52,9176.22
165,25,55,7873.25
165,25,57,9004.84
165,25,58,9198.85
165,25,65,11574.15
165,25,67,9573.92
165,25,81,9609.71
165,25,87,12070.49
165,26,-1,1144.32
165,26,13,7055.12
165,26,21,11603.85
165,26,28,9473.79
165,26,32,12144.26
165,26,34,8663.90
165,26,36,9513.28
165,26,40,10272.02
165,26,48,10969.29
165,26,55,9100.61
165,26,69,10670.52
165,26,71,9236.21
165,26,79,10216.18
165,26,87,11372.31
165,26,99,9993.00
165,27,-1,0.00
165,28,-1,304.13
165,28,18,8341.01
165,28,19,4478.09
165,28,59,5112.66
165,29,-1,195.72
165,29,12,5915.80
165,29,27,4239.57
165,29,34,1352.85
165,29,52,5040.55
165,29,59,3593.27
165,29,72,6736.62
165,29,73,1091.40
165,29,80,2326.68
165,30,-1,195.72
165,30,72,858.05
165,31,-1,126.21
165,31,12,3435.77
165,31,27,2595.69
165,31,34,1158.81
165,31,52,2996.44
165,31,59,2274.63
165,31,72,3831.21
165,31,73,1032.30
165,31,80,1646.69
165,32,-1,126.21
165,32,72,919.33
165,33,-1,0.00
165,34,-1,406.29
165,34,25,10570.81
165,34,26,9058.97
165,34,87,7294.89
165,85,-1,0.00
165,86,-1,338.25
165,86,11,4130.18
165,86,20,4209.91
165,86,43,4752.50
165,86,45,4577.18
165,86,85,4573.17
165,86,86,2757.40
165,86,91,3532.57
165,86,97,2500.37
165,87,-1,13948.83
165,87,11,295106.88
165,87,15,92962.02
165,87,60,76806.23
165,87,70,96095.12
165,87,93,247928.06
165,88,-1,0.00
165,89,-1,0.00
1300090,77,-1,3632.65
1300090,77,6,13501.54
1300090,77,16,60322.78
1300090,77,18,112600.25
1300090,77,30,25435.17
1300090,77,43,19965.79
1300090,77,59,15391.68
1300090,77,67,43592.05
1300090,77,71,47744.54
1300090,77,91,77963.92
1300090,78,-1,3632.65
1300090,78,10,24035.05
1300090,78,29,21616.73
1300090,78,32,31597.23
1300090,78,33,107500.76
1300090,78,70,101268.99
1300090,78,82,24668.73
1300090,78,99,1126.36
1300090,79,-1,3632.65
1300090,79,8,53169.39
1300090,79,21,14764.15
1300090,79,25,32039.59
1300090,79,56,26434.16
1300090,79,76,109589.08
1300090,79,80,16015.43
1300090,79,81,89113.78
1300090,79,97,16743.58
1300090,80,-1,3632.65
1300090,80,10,47221.13
1300090,80,11,73499.81
1300090,80,57,27223.11
1300090,80,59,76039.05
1300090,80,69,37227.96
1300090,80,88,74452.37
1300090,81,-1,1342.14
1300090,81,6,10300.80
1300090,81,16,20919.22
1300090,81,18,28488.10
1300090,81,30,15083.18
1300090,81,43,13546.02
1300090,81,59,11556.52
1300090,81,61,4544.19
1300090,81,67,18356.84
1300090,81,71,19000.50
1300090,81,91,23543.38
1300090,82,-1,1342.14
1300090,82,10,14725.12
1300090,82,29,14081.33
1300090,82,32,16349.56
1300090,82,33,27776.06
1300090,82,58,2944.77
1300090,82,70,26905.02
1300090,82,82,14891.97
1300090,82,87,5445.31
1300090,82,99,6437.00
1300090,83,-1,1342.14
1300090,83,8,19832.60
1300090,83,21,11144.57
1300090,83,25,16431.85
1300090,83,56,15299.33
1300090,83,76,28071.81
1300090,83,80,11896.44
1300090,83,81,25163.91
1300090,83,97,12293.27
1300090,84,-1,1342.14
1300090,84,10,18920.13
1300090,84,11,22878.12
1300090,84,37,4190.78
1300090,84,57,15470.98
1300090,84,59,23260.54
1300090,84,69,17334.16
1300090,84,88,23015.33
200122,4,-1,9163.12
200122,4,1,12652.54
200122,4,4,63160.00
200122,4,7,2969.99
200122,4,10,10279.83
200122,4,12,36377.71
200122,4,21,63160.00
200122,4,27,22824.57
200122,4,31,17515.10
200122,4,33,25637.69
200122,4,37,25916.80
200122,4,40,63160.00
200122,4,45,18776.61
200122,4,47,9422.48
200122,4,52,42494.04
200122,4,58,38872.09
200122,4,59,33079.11
200122,4,62,8199.50
200122,4,67,142.84
200122,4,68,8313.17
200122,4,69,2436.73
200122,4,74,49394.28
200122,4,75,40037.10
200122,4,78,56443.86
200122,4,79,31526.26
200122,4,81,40688.93
200122,4,94,15776.34
200122,4,96,60785.48
200122,4,99,32594.30
200122,5,-1,479.65
200122,5,1,989.23
200122,5,4,2809.97
200122,5,7,710.24
200122,5,10,919.87
200122,5,12,1719.68
200122,5,17,546.67
200122,5,20,162.66
200122,5,21,2708.31
200122,5,27,1295.16
200122,5,31,1133.95
200122,5,33,1381.78
200122,5,35,423.64
200122,5,36,620.15
200122,5,37,1390.46
200122,5,40,2860.00
200122,5,45,1171.95
200122,5,47,894.85
200122,5,52,1916.82
200122,5,58,1799.89
200122,5,59,1614.91
200122,5,62,859.68
200122,5,64,175.03
200122,5,67,631.37
200122,5,68,862.90
200122,5,69,695.30
200122,5,74,2142.40
200122,5,75,1837.15
200122,5,77,559.31
200122,5,78,2375.83
200122,5,79,1565.94
200122,5,81,1858.45
