event_id,exposure_value,summary_id,sidx,loss
1800056,2401798.561,2,1,152885.02
1800056,2401798.561,1,2,89129.25
1800056,2401798.561,2,2,89129.25
1800056,2401798.561,1,3,184988.53
1800056,2401798.561,2,3,184988.53
1800056,2401798.561,1,4,216459.98
1800056,2401798.561,2,4,216459.98
1800056,2401798.561,1,5,247103.73
1800056,2401798.561,2,5,247103.73
1800056,2401798.561,1,6,115744.88
1800056,2401798.561,2,6,115744.88
1800056,2401798.561,1,7,144189.37
1800056,2401798.561,2,7,144189.37
1800056,2401798.561,1,8,197957.17
1800056,2401798.561,2,8,197957.17
1800056,2401798.561,1,9,304072.9
1800056,2401798.561,2,9,304072.9
1800056,2401798.561,1,10,78760.45
1800056,2401798.561,2,10,78760.45
1500076,907977.0205,1,-1,13048.28
1500076,907977.0205,2,-1,13048.28
1500076,907977.0205,1,1,6801.77
1500076,907977.0205,2,1,6801.77
1500076,907977.0205,1,3,15425.24
1500076,907977.0205,2,3,15425.24
1500076,907977.0205,1,4,12537.9
1500076,907977.0205,2,4,12537.9
1500076,907977.0205,1,5,27353.5
1500076,907977.0205,2,5,27353.5
1500076,907977.0205,1,8,5881.49
1500076,907977.0205,2,8,5881.49
1500076,907977.0205,1,9,5861.93
1500076,907977.0205,2,9,5861.93
1500076,907977.0205,1,10,49280.46
1500076,907977.0205,2,10,49280.46
300055,907977.0205,1,-1,19761.45
300055,907977.0205,2,-1,19761.45
300055,907977.0205,1,1,19717.67
300055,907977.0205,2,1,19717.67
300055,907977.0205,1,5,9466.06
300055,907977.0205,2,5,9466.06
300055,907977.0205,1,7,3569.07
300055,907977.0205,2,7,3569.07
300055,907977.0205,1,8,24391.91
300055,907977.0205,2,8,24391.91
300055,907977.0205,1,10,43439.49
300055,907977.0205,2,10,43439.49
1000068,2050860.878,1,-1,73769.63
1000068,2050860.878,2,-1,73769.63
1000068,2050860.878,1,1,113433.89
1000068,2050860.878,2,1,113433.89
1000068,2050860.878,1,2,77708.94
1000068,2050860.878,2,2,77708.94
1000068,2050860.878,1,3,125865.25
1000068,2050860.878,2,3,125865.25
1000068,2050860.878,1,4,25332.76
1000068,2050860.878,2,4,25332.76
1000068,2050860.878,1,5,47782.21
1000068,2050860.878,2,5,47782.21
1000068,2050860.878,1,6,85322.84
1000068,2050860.878,2,6,85322.84
1000068,2050860.878,1,7,31513.5
1000068,2050860.878,2,7,31513.5
1000068,2050860.878,1,8,34342.07
1000068,2050860.878,2,8,34342.07
1000068,2050860.878,1,9,60825.53
1000068,2050860.878,2,9,60825.53
1000068,2050860.878,1,10,129463.55
1000068,2050860.878,2,10,129463.55
1400040,2401798.561,1,-1,147212.65
1400040,2401798.561,2,-1,147212.65
1400040,2401798.561,1,1,156325.13
1400040,2401798.561,2,1,156325.13
1400040,2401798.561,1,2,53765.55
1400040,2401798.561,2,2,53765.55
1400040,2401798.561,1,3,268769.25
1400040,2401798.561,2,3,268769.25
1400040,2401798.561,1,4,25826.61
1400040,2401798.561,2,4,25826.61
1400040,2401798.561,1,5,75888.62
1400040,2401798.561,2,5,75888.62
1400040,2401798.561,1,6,68465.91
1400040,2401798.561,2,6,68465.91
1400040,2401798.561,1,7,159271.4
1400040,2401798.561,2,7,159271.4
1400040,2401798.561,1,8,137819.75
1400040,2401798.561,2,8,137819.75
1400040,2401798.561,1,9,102647.6
1400040,2401798.561,2,9,102647.6
1400040,2401798.561,1,10,92453.08
1400040,2401798.561,2,10,92453.08
1800190,464865,1,-1,296.24
1800190,464865,2,-1,296.24
163,464865,1,-1,148.08
163,464865,2,-1,148.08
1000112,907977.0205,1,-1,1998.55
1000112,907977.0205,2,-1,1998.55
1000112,907977.0205,1,9,5940.48
1000112,907977.0205,2,9,5940.48
2000179,291250,1,-1,165.34
2000179,291250,2,-1,165.34
500228,1372842.021,1,-1,50145.11
500228,1372842.021,2,-1,50145.11
500228,1372842.021,1,1,47701.55
500228,1372842.021,2,1,47701.55
500228,1372842.021,1,2,100054.71
500228,1372842.021,2,2,100054.71
500228,1372842.021,1,3,47210
500228,1372842.021,2,3,47210
500228,1372842.021,1,4,88404.81
500228,1372842.021,2,4,88404.81
500228,1372842.021,1,5,42271.71
500228,1372842.021,2,5,42271.71
500228,1372842.021,1,7,80597.49
500228,1372842.021,2,7,80597.49
500228,1372842.021,1,8,77566.41
500228,1372842.021,2,8,77566.41
500228,1372842.021,1,9,51390.14
500228,1372842.021,2,9,51390.14
500228,1372842.021,1,10,26215.73
500228,1372842.021,2,10,26215.73
1100122,784085.8428,1,-1,45920.78
1100122,784085.8428,2,-1,45920.78
1100122,784085.8428,1,1,5457.64
1100122,784085.8428,2,1,5457.64
1100122,784085.8428,1,2,48049.24
1100122,784085.8428,2,2,48049.24
1100122,784085.8428,1,3,221144.53
1100122,784085.8428,2,3,221144.53
1100122,784085.8428,1,4,54879.44
1100122,784085.8428,2,4,54879.44
1100122,784085.8428,1,5,50577.85
1100122,784085.8428,2,5,50577.85
1100122,784085.8428,1,6,48868.92
1100122,784085.8428,2,6,48868.92
1100122,784085.8428,1,7,27514.3
1100122,784085.8428,2,7,27514.3
1100122,784085.8428,1,8,34346.64
1100122,784085.8428,2,8,34346.64
1100122,784085.8428,1,9,16323.73
1100122,784085.8428,2,9,16323.73
1100122,784085.8428,1,10,15071.78
1100122,784085.8428,2,10,15071.78
2000181,287656.7119,1,-1,192.34
2000181,287656.7119,2,-1,192.34
600024,1372842.021,1,-1,45392.49
600024,1372842.021,2,-1,45392.49
600024,1372842.021,1,1,75726.68
600024,1372842.021,2,1,75726.68
600024,1372842.021,1,2,56603.52
600024,1372842.021,2,2,56603.52
600024,1372842.021,1,3,6990.76
600024,1372842.021,2,3,6990.76
600024,1372842.021,1,4,59292.8
600024,1372842.021,2,4,59292.8
600024,1372842.021,1,5,74509.85
600024,1372842.021,2,5,74509.85
600024,1372842.021,1,6,14548.44
600024,1372842.021,2,6,14548.44
600024,1372842.021,1,7,119457.23
600024,1372842.021,2,7,119457.23
600024,1372842.021,1,8,72394.06
600024,1372842.021,2,8,72394.06
600024,1372842.021,1,9,46053.36
600024,1372842.021,2,9,46053.36
600024,1372842.021,1,10,165258.03
600024,1372842.021,2,10,165258.03
1400006,753085.8428,1,-1,41763.51
1400006,753085.8428,2,-1,41763.51
1400006,753085.8428,1,1,40299.82
1400006,753085.8428,2,1,40299.82
1400006,753085.8428,1,2,27355.38
1400006,753085.8428,2,2,27355.38
1400006,753085.8428,1,3,3384.34
1400006,753085.8428,2,3,3384.34
1400006,753085.8428,1,4,33039.33
1400006,753085.8428,2,4,33039.33
1400006,753085.8428,1,5,25677.56
1400006,753085.8428,2,5,25677.56
1400006,753085.8428,1,6,50437.64
1400006,753085.8428,2,6,50437.64
1400006,753085.8428,1,7,141866.67
1400006,753085.8428,2,7,141866.67
1400006,753085.8428,1,8,30330.68
1400006,753085.8428,2,8,30330.68
1400006,753085.8428,1,9,49221.61
1400006,753085.8428,2,9,49221.61
1400006,753085.8428,1,10,56984.76
1400006,753085.8428,2,10,56984.76
1800288,244870.6973,1,-1,27561.77
1800288,244870.6973,2,-1,27561.77
1800288,244870.6973,1,1,72195.65
1800288,244870.6973,2,1,72195.65
1800288,244870.6973,1,2,11082.07
1800288,244870.6973,2,2,11082.07
1800288,244870.6973,1,6,35324.32
1800288,244870.6973,2,6,35324.32
1800288,244870.6973,1,8,14843.62
1800288,244870.6973,2,8,14843.62
1800288,244870.6973,1,9,24720.03
1800288,244870.6973,2,9,24720.03
1800288,244870.6973,1,10,14097.98
1800288,244870.6973,2,10,14097.98
1200148,1664092.021,1,-1,58816.39
1200148,1664092.021,2,-1,58816.39
1200148,1664092.021,1,1,18623.05
1200148,1664092.021,2,1,18623.05
1200148,1664092.021,1,2,239201.87
1200148,1664092.021,2,2,239201.87
1200148,1664092.021,1,3,149843.04
1200148,1664092.021,2,3,149843.04
1200148,1664092.021,1,4,71939.74
1200148,1664092.021,2,4,71939.74
1200148,1664092.021,1,5,162813.27
1200148,1664092.021,2,5,162813.27
1200148,1664092.021,1,6,38759.92
1200148,1664092.021,2,6,38759.92
1200148,1664092.021,1,7,11580.61
1200148,1664092.021,2,7,11580.61
1200148,1664092.021,1,8,39299.18
1200148,1664092.021,2,8,39299.18
1200148,1664092.021,1,9,139250.97
1200148,1664092.021,2,9,139250.97
1200148,1664092.021,1,10,82385.95
1200148,1664092.021,2,10,82385.95
500097,1152847.718,1,-1,73853.54
500097,1152847.718,2,-1,73853.54
500097,1152847.718,1,2,121550.62
500097,1152847.718,2,2,121550.62
500097,1152847.718,1,3,98825.85
500097,1152847.718,2,3,98825.85
500097,1152847.718,1,4,47156.98
500097,1152847.718,2,4,47156.98
500097,1152847.718,1,5,107153.1
500097,1152847.718,2,5,107153.1
500097,1152847.718,1,6,52397.77
500097,1152847.718,2,6,52397.77
500097,1152847.718,1,7,64834.87
500097,1152847.718,2,7,64834.87
500097,1152847.718,1,8,32091.34
500097,1152847.718,2,8,32091.34
500097,1152847.718,1,9,100831.1
500097,1152847.718,2,9,100831.1
300229,319937.6826,1,-1,33413.22
300229,319937.6826,2,-1,33413.22
300229,319937.6826,1,1,26041.4
300229,319937.6826,2,1,26041.4
300229,319937.6826,1,2,33996.33
300229,319937.6826,2,2,33996.33
300229,319937.6826,1,3,25715.76
300229,319937.6826,2,3,25715.76
300229,319937.6826,1,6,36261.68
300229,319937.6826,2,6,36261.68
300229,319937.6826,1,7,42143.52
300229,319937.6826,2,7,42143.52
300229,319937.6826,1,8,56851.79
300229,319937.6826,2,8,56851.79
300229,319937.6826,1,9,77122.96
300229,319937.6826,2,9,77122.96
1300265,784085.8428,1,-1,50369.72
1300265,784085.8428,2,-1,50369.72
1300265,784085.8428,1,1,5851.52
1300265,784085.8428,2,1,5851.52
1300265,784085.8428,1,2,48470.32
1300265,784085.8428,2,2,48470.32
1300265,784085.8428,1,3,15301.68
1300265,784085.8428,2,3,15301.68
1300265,784085.8428,1,4,12364.66
1300265,784085.8428,2,4,12364.66
1300265,784085.8428,1,5,34289.6
1300265,784085.8428,2,5,34289.6
1300265,784085.8428,1,6,35410.05
1300265,784085.8428,2,6,35410.05
1300265,784085.8428,1,7,39108.96
1300265,784085.8428,2,7,39108.96
1300265,784085.8428,1,8,36454.51
1300265,784085.8428,2,8,36454.51
1300265,784085.8428,1,9,45532.34
1300265,784085.8428,2,9,45532.34
1300265,784085.8428,1,10,35184.95
1300265,784085.8428,2,10,35184.95
1700189,753085.8428,1,-1,24412.14
1700189,753085.8428,2,-1,24412.14
1700189,753085.8428,1,1,58977
1700189,753085.8428,2,1,58977
1700189,753085.8428,1,2,32427.12
1700189,753085.8428,2,2,32427.12
1700189,753085.8428,1,3,22076.45
1700189,753085.8428,2,3,22076.45
1700189,753085.8428,1,5,279150.91
1700189,753085.8428,2,5,279150.91
1700189,753085.8428,1,6,18812.27
1700189,753085.8428,2,6,18812.27
1700189,753085.8428,1,8,9710.38
1700189,753085.8428,2,8,9710.38
1700189,753085.8428,1,9,36266.06
1700189,753085.8428,2,9,36266.06
1700189,753085.8428,1,10,2043.37
1700189,753085.8428,2,10,2043.37
1400019,1936933.561,1,-1,146238.7
1400019,1936933.561,2,-1,146238.7
1400019,1936933.561,1,1,65680.62
1400019,1936933.561,2,1,65680.62
1400019,1936933.561,1,2,123228.51
1400019,1936933.561,2,2,123228.51
1400019,1936933.561,1,3,87185.79
1400019,1936933.561,2,3,87185.79
1400019,1936933.561,1,4,93888.33
1400019,1936933.561,2,4,93888.33
1400019,1936933.561,1,5,121917.74
1400019,1936933.561,2,5,121917.74
1400019,1936933.561,1,6,170005.13
1400019,1936933.561,2,6,170005.13
1400019,1936933.561,1,7,295612.01
1400019,1936933.561,2,7,295612.01
1400019,1936933.561,1,8,190914.57
1400019,1936933.561,2,8,190914.57
1400019,1936933.561,1,9,166275.3
1400019,1936933.561,2,9,166275.3
1400019,1936933.561,1,10,86304.1
1400019,1936933.561,2,10,86304.1
1900157,1028956.54,1,-1,68482.6
1900157,1028956.54,2,-1,68482.6
1900157,1028956.54,1,1,28845.03
1900157,1028956.54,2,1,28845.03
1900157,1028956.54,1,2,22054.63
1900157,1028956.54,2,2,22054.63
1900157,1028956.54,1,3,72507.41
1900157,1028956.54,2,3,72507.41
1900157,1028956.54,1,4,39623.55
1900157,1028956.54,2,4,39623.55
1900157,1028956.54,1,5,56398.4
1900157,1028956.54,2,5,56398.4
1900157,1028956.54,1,6,73793.43
1900157,1028956.54,2,6,73793.43
1900157,1028956.54,1,7,89290.77535
1900157,1028956.54,2,7,89290.77535
1900157,1028956.54,1,8,33462.96
1900157,1028956.54,2,8,33462.96
1900157,1028956.54,1,9,47053.45
1900157,1028956.54,2,9,47053.45
1900157,1028956.54,1,10,60975.58
1900157,1028956.54,2,10,60975.58
1600146,1028956.54,1,-1,86243.19
1600146,1028956.54,2,-1,86243.19
1600146,1028956.54,1,1,132043.49
1600146,1028956.54,2,1,132043.49
1600146,1028956.54,1,2,147992.84
1600146,1028956.54,2,2,147992.84
1600146,1028956.54,1,3,104333.79
1600146,1028956.54,2,3,104333.79
1600146,1028956.54,1,4,125893.39
1600146,1028956.54,2,4,125893.39
1600146,1028956.54,1,5,27177.01
1600146,1028956.54,2,5,27177.01
1600146,1028956.54,1,6,59348.31
1600146,1028956.54,2,6,59348.31
1600146,1028956.54,1,7,105214.73
1600146,1028956.54,2,7,105214.73
1600146,1028956.54,1,8,131066.22
1600146,1028956.54,2,8,131066.22
1600146,1028956.54,1,9,51857.02
1600146,1028956.54,2,9,51857.02
1600146,1028956.54,1,10,42932.77
1600146,1028956.54,2,10,42932.77
1400201,907977.0205,1,-1,46465.3
1400201,907977.0205,2,-1,46465.3
1400201,907977.0205,1,1,39487.35
1400201,907977.0205,2,1,39487.35
1400201,907977.0205,1,2,48089.85
1400201,907977.0205,2,2,48089.85
1400201,907977.0205,1,3,81875.05
1400201,907977.0205,2,3,81875.05
1400201,907977.0205,1,4,21310.46
1400201,907977.0205,2,4,21310.46
1400201,907977.0205,1,6,73060.02
1400201,907977.0205,2,6,73060.02
1400201,907977.0205,1,7,25302.46
1400201,907977.0205,2,7,25302.46
1400201,907977.0205,1,8,68509.18
1400201,907977.0205,2,8,68509.18
1400201,907977.0205,1,9,59666.63
1400201,907977.0205,2,9,59666.63
1400201,907977.0205,1,10,62061.05
1400201,907977.0205,2,10,62061.05
600063,244870.6973,1,-1,11257.9
600063,244870.6973,2,-1,11257.9
600063,244870.6973,1,1,21985
600063,244870.6973,2,1,21985
600063,244870.6973,1,2,17144.13
600063,244870.6973,2,2,17144.13
600063,244870.6973,1,6,21356.73
600063,244870.6973,2,6,21356.73
600063,244870.6973,1,7,41041.79
600063,244870.6973,2,7,41041.79
600063,244870.6973,1,10,26476.07
600063,244870.6973,2,10,26476.07
500219,1372842.021,1,-1,84422.46
500219,1372842.021,2,-1,84422.46
500219,1372842.021,1,1,67205.14
500219,1372842.021,2,1,67205.14
500219,1372842.021,1,2,21737.22
500219,1372842.021,2,2,21737.22
500219,1372842.021,1,3,4278.06
500219,1372842.021,2,3,4278.06
500219,1372842.021,1,4,53783.31
500219,1372842.021,2,4,53783.31
500219,1372842.021,1,5,83137.11
500219,1372842.021,2,5,83137.11
500219,1372842.021,1,6,97540.12
500219,1372842.021,2,6,97540.12
500219,1372842.021,1,7,71770.73
500219,1372842.021,2,7,71770.73
500219,1372842.021,1,8,2842.22
500219,1372842.021,2,8,2842.22
500219,1372842.021,1,9,159308.62
500219,1372842.021,2,9,159308.62
500219,1372842.021,1,10,69587.52
500219,1372842.021,2,10,69587.52
1500234,244870.6973,1,-1,32753.79
1500234,244870.6973,2,-1,32753.79
1500234,244870.6973,1,1,49758.89
1500234,244870.6973,2,1,49758.89
1500234,244870.6973,1,2,8764.71
1500234,244870.6973,2,2,8764.71
1500234,244870.6973,1,3,37554.87
1500234,244870.6973,2,3,37554.87
1500234,244870.6973,1,4,28996.04
1500234,244870.6973,2,4,28996.04
1500234,244870.6973,1,5,14959.61
1500234,244870.6973,2,5,14959.61
1500234,244870.6973,1,6,13486.89
1500234,244870.6973,2,6,13486.89
1500234,244870.6973,1,7,65937
1500234,244870.6973,2,7,65937
1500234,244870.6973,1,9,30540.61
1500234,244870.6973,2,9,30540.61
1500234,244870.6973,1,10,57319.99
1500234,244870.6973,2,10,57319.99
26,1692062.863,1,-1,42219.17
26,1692062.863,2,-1,42219.17
26,1692062.863,1,1,79464.98
26,1692062.863,2,1,79464.98
26,1692062.863,1,2,40492.32
26,1692062.863,2,2,40492.32
26,1692062.863,1,3,7369.66
26,1692062.863,2,3,7369.66
26,1692062.863,1,4,48560.5
26,1692062.863,2,4,48560.5
26,1692062.863,1,5,60044.5
26,1692062.863,2,5,60044.5
26,1692062.863,1,6,42863.04
26,1692062.863,2,6,42863.04
26,1692062.863,1,7,47275.14
26,1692062.863,2,7,47275.14
26,1692062.863,1,8,33628.01
26,1692062.863,2,8,33628.01
26,1692062.863,1,9,36834.74
26,1692062.863,2,9,36834.74
26,1692062.863,1,10,17242.56
26,1692062.863,2,10,17242.56
100260,907977.0205,1,-1,1102.15
100260,907977.0205,2,-1,1102.15
100260,907977.0205,1,1,5976.7
100260,907977.0205,2,1,5976.7
100260,907977.0205,1,7,14886.42
100260,907977.0205,2,7,14886.42
100260,907977.0205,1,10,3856.93
100260,907977.0205,2,10,3856.93
2000227,1372842.021,1,-1,65270.72
2000227,1372842.021,2,-1,65270.72
2000227,1372842.021,1,1,83950.38
2000227,1372842.021,2,1,83950.38
2000227,1372842.021,1,2,92559.43
2000227,1372842.021,2,2,92559.43
2000227,1372842.021,1,3,17934.01
2000227,1372842.021,2,3,17934.01
2000227,1372842.021,1,4,143058.77
2000227,1372842.021,2,4,143058.77
2000227,1372842.021,1,5,135946.05
2000227,1372842.021,2,5,135946.05
2000227,1372842.021,1,6,72452.27
2000227,1372842.021,2,6,72452.27
2000227,1372842.021,1,7,37858.93
2000227,1372842.021,2,7,37858.93
2000227,1372842.021,1,8,39798.25
2000227,1372842.021,2,8,39798.25
2000227,1372842.021,1,9,49563.7
2000227,1372842.021,2,9,49563.7
2000227,1372842.021,1,10,185179.94
2000227,1372842.021,2,10,185179.94
1800279,1372842.021,1,-1,50938.11
1800279,1372842.021,2,-1,50938.11
1800279,1372842.021,1,1,53498.99
1800279,1372842.021,2,1,53498.99
1800279,1372842.021,1,2,73776.82
1800279,1372842.021,2,2,73776.82
1800279,1372842.021,1,4,66647.51
1800279,1372842.021,2,4,66647.51
1800279,1372842.021,1,5,33151.28
1800279,1372842.021,2,5,33151.28
1800279,1372842.021,1,6,125235.04
1800279,1372842.021,2,6,125235.04
1800279,1372842.021,1,7,40270.44
1800279,1372842.021,2,7,40270.44
1800279,1372842.021,1,8,42171.41
1800279,1372842.021,2,8,42171.41
1800279,1372842.021,1,9,98383.99
1800279,1372842.021,2,9,98383.99
1800279,1372842.021,1,10,63946.89
1800279,1372842.021,2,10,63946.89
600210,753085.8428,1,-1,36394.9
600210,753085.8428,2,-1,36394.9
600210,753085.8428,1,1,17714.06
600210,753085.8428,2,1,17714.06
600210,753085.8428,1,2,15587.25
600210,753085.8428,2,2,15587.25
600210,753085.8428,1,3,61242.88
600210,753085.8428,2,3,61242.88
600210,753085.8428,1,4,21073.88
600210,753085.8428,2,4,21073.88
600210,753085.8428,1,5,24517.78
600210,753085.8428,2,5,24517.78
600210,753085.8428,1,7,27945.86
600210,753085.8428,2,7,27945.86
600210,753085.8428,1,8,18888.79
600210,753085.8428,2,8,18888.79
600210,753085.8428,1,9,2905.09
600210,753085.8428,2,9,2905.09
600210,753085.8428,1,10,40876.34
600210,753085.8428,2,10,40876.34
2000074,31000,1,-1,359.4
2000074,31000,2,-1,359.4
600119,907977.0205,1,-1,16834.24
600119,907977.0205,2,-1,16834.24
600119,907977.0205,1,2,33646.63
600119,907977.0205,2,2,33646.63
600119,907977.0205,1,5,32810.88
600119,907977.0205,2,5,32810.88
600119,907977.0205,1,6,40024.71
600119,907977.0205,2,6,40024.71
600119,907977.0205,1,10,50604.53
600119,907977.0205,2,10,50604.53
56,784085.8428,1,-1,51494.04
56,784085.8428,2,-1,51494.04
56,784085.8428,1,1,48147.64
56,784085.8428,2,1,48147.64
56,784085.8428,1,2,39635.98
56,784085.8428,2,2,39635.98
56,784085.8428,1,3,7749.48
56,784085.8428,2,3,7749.48
56,784085.8428,1,4,25084.4
56,784085.8428,2,4,25084.4
56,784085.8428,1,5,74659.02
56,784085.8428,2,5,74659.02
56,784085.8428,1,6,291548.06
56,784085.8428,2,6,291548.06
56,784085.8428,1,7,60105.1
56,784085.8428,2,7,60105.1
56,784085.8428,1,8,20839.92
56,784085.8428,2,8,20839.92
56,784085.8428,1,9,66501.62
56,784085.8428,2,9,66501.62
56,784085.8428,1,10,60183.63
56,784085.8428,2,10,60183.63
900335,244870.6973,1,-1,134.67
900335,244870.6973,2,-1,134.67
200162,1142883.857,1,-1,19072.59
200162,1142883.857,2,-1,19072.59
200162,1142883.857,1,1,29902.85
200162,1142883.857,2,1,29902.85
200162,1142883.857,1,2,32627.92
200162,1142883.857,2,2,32627.92
200162,1142883.857,1,3,25842.09
200162,1142883.857,2,3,25842.09
200162,1142883.857,1,4,31078.65
200162,1142883.857,2,4,31078.65
200162,1142883.857,1,7,10722.27
200162,1142883.857,2,7,10722.27
200162,1142883.857,1,8,26912.84
200162,1142883.857,2,8,26912.84
200162,1142883.857,1,10,25461.61
200162,1142883.857,2,10,25461.61
800069,31000,1,-1,275.13
800069,31000,2,-1,275.13
900315,31000,1,-1,6.87
900315,31000,2,-1,6.87
1300291,1372842.021,1,-1,53793.91
1300291,1372842.021,2,-1,53793.91
1300291,1372842.021,1,1,69438.13
1300291,1372842.021,2,1,69438.13
1300291,1372842.021,1,2,24543.81
1300291,1372842.021,2,2,24543.81
1300291,1372842.021,1,3,57575.83
1300291,1372842.021,2,3,57575.83
1300291,1372842.021,1,4,16597.37
1300291,1372842.021,2,4,16597.37
1300291,1372842.021,1,6,69234.41
1300291,1372842.021,2,6,69234.41
1300291,1372842.021,1,7,13570.22
1300291,1372842.021,2,7,13570.22
1300291,1372842.021,1,8,90650.81
1300291,1372842.021,2,8,90650.81
1300291,1372842.021,1,9,66591.05
1300291,1372842.021,2,9,66591.05
1300291,1372842.021,1,10,47643.12
1300291,1372842.021,2,10,47643.12
283,1014044.006,1,-1,49550.78
283,1014044.006,2,-1,49550.78
283,1014044.006,1,1,49374.2
283,1014044.006,2,1,49374.2
283,1014044.006,1,2,9971.28
283,1014044.006,2,2,9971.28
283,1014044.006,1,3,51392.99
283,1014044.006,2,3,51392.99
283,1014044.006,1,4,24205.2
283,1014044.006,2,4,24205.2
283,1014044.006,1,5,49176.44
283,1014044.006,2,5,49176.44
283,1014044.006,1,6,34146.75
283,1014044.006,2,6,34146.75
283,1014044.006,1,7,19930.28
283,1014044.006,2,7,19930.28
283,1014044.006,1,8,147943.98
283,1014044.006,2,8,147943.98
283,1014044.006,1,9,93759.01
283,1014044.006,2,9,93759.01
283,1014044.006,1,10,55262.7
283,1014044.006,2,10,55262.7
200196,678018.8574,1,-1,6882.82
200196,678018.8574,2,-1,6882.82
200196,678018.8574,1,4,5393.61
200196,678018.8574,2,4,5393.61
328,2050860.878,1,-1,25973.86
328,2050860.878,2,-1,25973.86
328,2050860.878,1,1,9994.84
328,2050860.878,2,1,9994.84
328,2050860.878,1,2,53188.4
328,2050860.878,2,2,53188.4
328,2050860.878,1,3,7879.65
328,2050860.878,2,3,7879.65
328,2050860.878,1,4,40758.45
328,2050860.878,2,4,40758.45
328,2050860.878,1,5,57976.54
328,2050860.878,2,5,57976.54
328,2050860.878,1,6,17059.67
328,2050860.878,2,6,17059.67
328,2050860.878,1,7,2465.18
328,2050860.878,2,7,2465.18
328,2050860.878,1,9,22426.52
328,2050860.878,2,9,22426.52
328,2050860.878,1,10,14929.49
328,2050860.878,2,10,14929.49
1400266,464865,1,-1,9931.6
1400266,464865,2,-1,9931.6
1400266,464865,1,1,34633.64
1400266,464865,2,1,34633.64
1400266,464865,1,8,41737.94
1400266,464865,2,8,41737.94
500170,464865,1,-1,4483.2
500170,464865,2,-1,4483.2
500170,464865,1,1,24246.35
500170,464865,2,1,24246.35
500170,464865,1,3,18301.54
500170,464865,2,3,18301.54
700258,2401798.561,1,-1,76461.7
700258,2401798.561,2,-1,76461.7
700258,2401798.561,1,1,38943.43
700258,2401798.561,2,1,38943.43
700258,2401798.561,1,2,75316.35
700258,2401798.561,2,2,75316.35
700258,2401798.561,1,3,26359.76
700258,2401798.561,2,3,26359.76
700258,2401798.561,1,4,105539.71
700258,2401798.561,2,4,105539.71
700258,2401798.561,1,5,109245.64
700258,2401798.561,2,5,109245.64
700258,2401798.561,1,6,89452.01
700258,2401798.561,2,6,89452.01
700258,2401798.561,1,7,54714.44
700258,2401798.561,2,7,54714.44
