event_id,areaperil_id,vulnerability_id,bin_index,prob_to,bin_mean
26,2,100009,16,0.955777,0.145000
26,2,100009,17,0.958295,0.155000
26,2,100009,18,0.960845,0.165000
26,2,100009,19,0.963404,0.175000
26,2,100009,20,0.965952,0.185000
26,2,100009,21,0.968468,0.195000
26,2,100009,22,0.970935,0.205000
26,2,100009,23,0.973334,0.215000
26,2,100009,24,0.975653,0.225000
26,2,100009,25,0.977876,0.235000
26,2,100009,26,0.979994,0.245000
26,2,100009,27,0.981999,0.255000
26,2,100009,28,0.983883,0.265000
26,2,100009,29,0.985642,0.275000
26,2,100009,30,0.987273,0.285000
26,2,100009,31,0.988777,0.295000
26,2,100009,32,0.990154,0.305000
26,2,100009,33,0.991406,0.315000
26,2,100009,34,0.992539,0.325000
26,2,100009,35,0.993556,0.335000
26,2,100009,36,0.994464,0.345000
26,2,100009,37,0.995269,0.355000
26,2,100009,38,0.995979,0.365000
26,2,100009,39,0.996601,0.375000
26,2,100009,40,0.997142,0.385000
26,2,100009,41,0.997610,0.395000
26,2,100009,42,0.998013,0.405000
26,2,100009,43,0.998357,0.415000
26,2,100009,44,0.998649,0.425000
26,2,100009,45,0.998895,0.435000
26,2,100009,46,0.999102,0.445000
26,2,100009,47,0.999274,0.455000
26,2,100009,48,0.999417,0.465000
26,2,100009,49,0.999534,0.475000
26,2,100009,50,0.999630,0.485000
26,2,100009,51,0.999708,0.495000
26,2,100009,52,0.999770,0.505000
26,2,100009,53,0.999821,0.515000
26,2,100009,54,0.999861,0.525000
26,2,100009,55,0.999893,0.535000
26,2,100009,56,0.999918,0.545000
26,2,100009,57,0.999937,0.555000
26,2,100009,58,0.999953,0.565000
26,2,100009,59,0.999964,0.575000
26,2,100009,60,0.999973,0.585000
26,2,100009,61,0.999980,0.595000
26,2,100009,62,0.999985,0.605000
26,2,100009,63,0.999989,0.615000
26,2,100009,64,0.999992,0.625000
26,2,100009,65,0.999994,0.635000
26,2,100009,66,0.999996,0.645000
26,2,100009,67,0.999997,0.655000
26,2,100009,68,0.999998,0.665000
26,2,100009,69,0.999999,0.675000
26,2,100009,70,0.999999,0.685000
26,2,100009,71,0.999999,0.695000
26,2,100009,72,1.000000,0.705000
26,2,100009,73,1.000000,0.715000
26,2,100009,74,1.000000,0.725000
26,2,100009,75,1.000000,0.735000
26,2,100009,76,1.000000,0.745000
26,2,100009,77,1.000000,0.755000
26,2,100009,78,1.000000,0.765000
26,2,3000001,1,0.938041,0.000000
26,2,3000001,2,0.938880,0.005000
26,2,3000001,3,0.939790,0.015000
26,2,3000001,4,0.940774,0.025000
26,2,3000001,5,0.941836,0.035000
26,2,3000001,6,0.942979,0.045000
26,2,3000001,7,0.944205,0.055000
26,2,3000001,8,0.945513,0.065000
26,2,3000001,9,0.946903,0.075000
26,2,3000001,10,0.948371,0.085000
26,2,3000001,11,0.949912,0.095000
26,2,3000001,12,0.951518,0.105000
26,2,3000001,13,0.953186,0.115000
26,2,3000001,14,0.954908,0.125000
26,2,3000001,15,0.956686,0.135000
26,2,3000001,16,0.958520,0.145000
26,2,3000001,17,0.960419,0.155000
26,2,3000001,18,0.962389,0.165000
26,2,3000001,19,0.964437,0.175000
26,2,3000001,20,0.966564,0.185000
26,2,3000001,21,0.968767,0.195000
26,2,3000001,22,0.971040,0.205000
26,2,3000001,23,0.973372,0.215000
26,2,3000001,24,0.975749,0.225000
26,2,3000001,25,0.978146,0.235000
26,2,3000001,26,0.980532,0.245000
26,2,3000001,27,0.982868,0.255000
26,2,3000001,28,0.985114,0.265000
26,2,3000001,29,0.987230,0.275000
26,2,3000001,30,0.989180,0.285000
26,2,3000001,31,0.990940,0.295000
26,2,3000001,32,0.992494,0.305000
26,2,3000001,33,0.993836,0.315000
26,2,3000001,34,0.994973,0.325000
26,2,3000001,35,0.995919,0.335000
26,2,3000001,36,0.996694,0.345000
26,2,3000001,37,0.997322,0.355000
26,2,3000001,38,0.997827,0.365000
26,2,3000001,39,0.998232,0.375000
26,2,3000001,40,0.998557,0.385000
26,2,3000001,41,0.998818,0.395000
26,2,3000001,42,0.999029,0.405000
26,2,3000001,43,0.999200,0.415000
26,2,3000001,44,0.999339,0.425000
26,2,3000001,45,0.999454,0.435000
26,2,3000001,46,0.999547,0.445000
26,2,3000001,47,0.999624,0.455000
26,2,3000001,48,0.999688,0.465000
26,2,3000001,49,0.999740,0.475000
26,2,3000001,50,0.999783,0.485000
26,2,3000001,51,0.999819,0.495000
26,2,3000001,52,0.999849,0.505000
26,2,3000001,53,0.999873,0.515000
26,2,3000001,54,0.999894,0.525000
26,2,3000001,55,0.999911,0.535000
26,2,3000001,56,0.999925,0.545000
26,2,3000001,57,0.999937,0.555000
26,2,3000001,58,0.999947,0.565000
26,2,3000001,59,0.999955,0.575000
26,2,3000001,60,0.999962,0.585000
26,2,3000001,61,0.999968,0.595000
26,2,3000001,62,0.999973,0.605000
26,2,3000001,63,0.999977,0.615000
26,2,3000001,64,0.999981,0.625000
26,2,3000001,65,0.999984,0.635000
26,2,3000001,66,0.999986,0.645000
26,2,3000001,67,0.999988,0.655000
26,2,3000001,68,0.999990,0.665000
26,2,3000001,69,0.999992,0.675000
26,2,3000001,70,0.999993,0.685000
26,2,3000001,71,0.999994,0.695000
26,2,3000001,72,0.999995,0.705000
26,2,3000001,73,0.999996,0.715000
26,2,3000001,74,0.999996,0.725000
26,2,3000001,75,0.999997,0.735000
26,2,3000001,76,0.999998,0.745000
26,2,3000001,77,0.999998,0.755000
26,2,3000001,78,0.999998,0.765000
26,2,3000001,79,0.999999,0.775000
26,2,3000001,80,0.999999,0.785000
26,2,3000001,81,0.999999,0.795000
26,2,3000001,82,0.999999,0.805000
26,2,3000001,83,0.999999,0.815000
26,2,3000001,84,0.999999,0.825000
26,2,3000001,85,1.000000,0.835000
26,2,3000001,86,1.000000,0.845000
26,2,3000001,87,1.000000,0.855000
26,2,3000001,88,1.000000,0.865000
26,2,3000001,89,1.000000,0.875000
26,2,3000001,90,1.000000,0.885000
26,2,3000001,91,1.000000,0.895000
26,2,3000001,92,1.000000,0.905000
26,2,3000001,93,1.000000,0.915000
26,2,3000001,94,1.000000,0.925000
26,2,3000001,95,1.000000,0.935000
26,2,3000001,96,1.000000,0.945000
26,2,3000001,97,1.000000,0.955000
26,2,3000001,98,1.000000,0.965000
26,2,3000001,99,1.000000,0.975000
26,2,3000001,100,1.000000,0.985000
26,2,3000001,101,1.000000,0.995000
26,2,3000001,102,1.000000,1.000000
