layer_id,level_id,agg_id,profile_id
 1, 3, 37, 29
 1, 3, 38, 29
 1, 3, 39, 29
 1, 3, 40, 29
 1, 3, 41, 29
 1, 3, 42, 5
 1, 3, 43, 5
 1, 3, 44, 29
 1, 3, 45, 29
 1, 3, 46, 29
 1, 3, 47, 29
 1, 3, 48, 29
 1, 3, 49, 29
 1, 3, 50, 29
 1, 3, 51, 29
 1, 3, 52, 29
 1, 3, 53, 28
 1, 3, 54, 28
 1, 3, 55, 18
 1, 3, 56, 18
 1, 3, 57, 25
 1, 3, 58, 27
 1, 3, 59, 25
 1, 3, 60, 13
 1, 3, 61, 29
 1, 3, 62, 29
 1, 3, 63, 29
 1, 3, 64, 29
 1, 3, 65, 29
 1, 3, 66, 29
 1, 3, 67, 29
 1, 3, 68, 29
 1, 3, 69, 29
 1, 3, 70, 29
 1, 3, 71, 29
 1, 3, 72, 29
 1, 3, 73, 29
 1, 4, 1, 7
 1, 4, 2, 17
 1, 4, 3, 29
 1, 4, 4, 29
 1, 4, 5, 17
 1, 4, 6, 5
 1, 4, 7, 5
 1, 4, 8, 10
 1, 4, 9, 16
 1, 4, 10, 29
 1, 4, 11, 17
 1, 4, 12, 17
 1, 4, 13, 11
 1, 4, 14, 29
 1, 4, 15, 29
 1, 4, 16, 29
 1, 4, 17, 29
 1, 4, 18, 29
 1, 4, 19, 17
 1, 4, 20, 16
 1, 4, 21, 16
 1, 4, 22, 29
 1, 4, 23, 29
 1, 4, 24, 29
 1, 4, 25, 29
 1, 4, 26, 3
 1, 4, 27, 19
 1, 4, 28, 19
 1, 4, 29, 19
 1, 4, 30, 14
 1, 4, 31, 3
 1, 4, 32, 29
 1, 4, 33, 29
 1, 4, 34, 22
 1, 4, 35, 29
 1, 4, 36, 29
 1, 4, 37, 29
 1, 4, 38, 29
 1, 4, 39, 29
 1, 4, 40, 29
 1, 4, 41, 3
 1, 4, 42, 29
 1, 4, 43, 5
 1, 4, 44, 5
 1, 4, 45, 29
 1, 4, 46, 29
 1, 4, 47, 29
 1, 4, 48, 29
 1, 4, 49, 29
 1, 4, 50, 20
 2, 4, 50, 9
 1, 4, 51, 29
 1, 4, 52, 29
 1, 4, 53, 29
 1, 4, 54, 5
 1, 4, 55, 29
 1, 4, 56, 5
 1, 4, 57, 29
 1, 4, 58, 29
 1, 4, 59, 5
 1, 4, 60, 29
 1, 4, 61, 29
 1, 4, 62, 29
 1, 4, 63, 22
 1, 4, 64, 29
 1, 4, 65, 29
 1, 4, 66, 29
 1, 4, 67, 29
 1, 4, 68, 29
 1, 4, 69, 29
 1, 4, 70, 29
 1, 4, 71, 29
 1, 4, 72, 29
 1, 4, 73, 29
