output_id,agg_id,layer_id
303, 271, 1
304, 272, 1
305, 273, 1
306, 274, 1
307, 275, 1
308, 276, 1
309, 277, 1
310, 278, 1
311, 279, 1
312, 280, 1
313, 281, 1
314, 282, 1
315, 283, 1
316, 284, 1
317, 285, 1
318, 286, 1
319, 287, 1
320, 288, 1
321, 289, 1
322, 290, 1
323, 291, 1
324, 292, 1
325, 293, 1
326, 294, 1
327, 295, 1
328, 296, 1
329, 297, 1
330, 298, 1
331, 299, 1
332, 300, 1
333, 301, 1
334, 302, 1
335, 303, 1
336, 304, 1
337, 305, 1
338, 306, 1
339, 307, 1
340, 308, 1
341, 309, 1
342, 310, 1
343, 311, 1
344, 312, 1
345, 313, 1
346, 314, 1
347, 315, 1
348, 316, 1
349, 317, 1
350, 318, 1
351, 319, 1
352, 320, 1
353, 321, 1
354, 322, 1
355, 323, 1
356, 324, 1
357, 325, 1
358, 326, 1
359, 327, 1
360, 328, 1
361, 329, 1
362, 330, 1
363, 331, 1
364, 332, 1
365, 333, 1
366, 334, 1
367, 335, 1
368, 336, 1
369, 337, 1
370, 338, 1
371, 339, 1
372, 340, 1
373, 341, 1
374, 342, 1
375, 343, 1
376, 344, 1
377, 345, 1
378, 346, 1
379, 347, 1
380, 348, 1
381, 349, 1
382, 350, 1
383, 351, 1
384, 352, 1
385, 353, 1
386, 354, 1
387, 355, 1
388, 356, 1
389, 357, 1
390, 358, 1
391, 359, 1
392, 360, 1
393, 361, 1
394, 362, 1
395, 363, 1
396, 364, 1
397, 365, 1
398, 366, 1
399, 367, 1
400, 368, 1
401, 369, 1
402, 370, 1
403, 371, 1
404, 372, 1
405, 373, 1
406, 374, 1
407, 375, 1
408, 376, 1
409, 377, 1
410, 378, 1
411, 379, 1
412, 380, 1
413, 381, 1
414, 382, 1
415, 383, 1
416, 384, 1
417, 385, 1
418, 386, 1
419, 387, 1
420, 388, 1
421, 389, 1
422, 390, 1
423, 391, 1
424, 392, 1
425, 393, 1
426, 394, 1
427, 395, 1
428, 396, 1
429, 397, 1
430, 398, 1
431, 399, 1
432, 400, 1
433, 401, 1
434, 402, 1
435, 403, 1
436, 404, 1
437, 405, 1
438, 406, 1
439, 407, 1
440, 408, 1
441, 409, 1
442, 410, 1
443, 411, 1
444, 412, 1
445, 413, 1
446, 414, 1
447, 415, 1
448, 416, 1
449, 417, 1
450, 418, 1
451, 419, 1
452, 420, 1
453, 421, 1
454, 422, 1
455, 423, 1
456, 424, 1
457, 425, 1
458, 426, 1
459, 427, 1
460, 428, 1
461, 429, 1
462, 430, 1
463, 431, 1
464, 432, 1
465, 433, 1
466, 434, 1
467, 435, 1
468, 436, 1
469, 437, 1
470, 438, 1
471, 439, 1
472, 440, 1
473, 441, 1
474, 442, 1
475, 443, 1
476, 444, 1
477, 445, 1
478, 446, 1
479, 447, 1
480, 448, 1
481, 449, 1
482, 450, 1
483, 451, 1
484, 452, 1
485, 453, 1
486, 454, 1
487, 455, 1
488, 456, 1
489, 457, 1
490, 458, 1
491, 459, 1
492, 460, 1
493, 461, 1
494, 462, 1
495, 463, 1
496, 464, 1
497, 465, 1
498, 466, 1
499, 467, 1
500, 468, 1
501, 469, 1
502, 470, 1
503, 471, 1
504, 472, 1
505, 473, 1
506, 474, 1
507, 475, 1
508, 476, 1
509, 477, 1
510, 478, 1
511, 479, 1
512, 480, 1
513, 481, 1
514, 482, 1
515, 483, 1
516, 484, 1
517, 485, 1
518, 486, 1
519, 487, 1
520, 488, 1
521, 489, 1
522, 490, 1
523, 491, 1
524, 492, 1
525, 493, 1
526, 494, 1
527, 495, 1
528, 496, 1
529, 497, 1
530, 498, 1
531, 499, 1
532, 500, 1
533, 501, 1
534, 502, 1
535, 503, 1
536, 504, 1
537, 505, 1
538, 506, 1
539, 507, 1
540, 508, 1
541, 509, 1
542, 510, 1
543, 511, 1
544, 512, 1
545, 513, 1
546, 514, 1
547, 515, 1
548, 516, 1
549, 517, 1
550, 518, 1
551, 519, 1
552, 520, 1
553, 521, 1
554, 522, 1
555, 523, 1
556, 524, 1
557, 525, 1
558, 526, 1
559, 527, 1
560, 528, 1
561, 529, 1
562, 530, 1
563, 531, 1
564, 532, 1
565, 533, 1
566, 534, 1
567, 535, 1
568, 536, 1
569, 537, 1
570, 538, 1
571, 539, 1
572, 540, 1
573, 541, 1
574, 542, 1
575, 543, 1
576, 544, 1
577, 545, 1
578, 546, 1
579, 547, 1
580, 548, 1
581, 549, 1
582, 550, 1
583, 551, 1
584, 552, 1
585, 553, 1
586, 554, 1
587, 555, 1
588, 556, 1
589, 557, 1
590, 558, 1
591, 559, 1
592, 560, 1
593, 561, 1
594, 562, 1
595, 563, 1
596, 564, 1
597, 565, 1
598, 566, 1
599, 567, 1
600, 568, 1
601, 569, 1
602, 570, 1
603, 571, 1
604, 572, 1
605, 573, 1
606, 574, 1
607, 575, 1
608, 576, 1
609, 577, 1
610, 578, 1
611, 579, 1
612, 580, 1
613, 581, 1
614, 582, 1
615, 583, 1
616, 584, 1
617, 585, 1
618, 586, 1
619, 587, 1
620, 588, 1
621, 589, 1
622, 590, 1
623, 591, 1
624, 592, 1
625, 593, 1
626, 594, 1
627, 595, 1
628, 596, 1
629, 597, 1
630, 598, 1
631, 599, 1
632, 600, 1
633, 601, 1
634, 602, 1
635, 603, 1
636, 604, 1
637, 605, 1
638, 606, 1
639, 607, 1
640, 608, 1
641, 609, 1
642, 610, 1
643, 611, 1
644, 612, 1
645, 613, 1
646, 614, 1
647, 615, 1
648, 616, 1
649, 617, 1
650, 618, 1
651, 619, 1
652, 620, 1
653, 621, 1
654, 622, 1
655, 623, 1
656, 624, 1
657, 625, 1
658, 626, 1
659, 627, 1
660, 628, 1
661, 629, 1
662, 630, 1
663, 631, 1
664, 632, 1
665, 633, 1
666, 634, 1
667, 635, 1
668, 636, 1
669, 637, 1
670, 638, 1
671, 639, 1
672, 640, 1
673, 641, 1
674, 642, 1
675, 643, 1
676, 644, 1
677, 645, 1
678, 646, 1
679, 647, 1
680, 648, 1
681, 649, 1
682, 650, 1
683, 651, 1
684, 652, 1
685, 653, 1
686, 654, 1
687, 655, 1
688, 656, 1
689, 657, 1
690, 658, 1
691, 659, 1
692, 660, 1
693, 661, 1
694, 662, 1
695, 663, 1
696, 664, 1
697, 665, 1
698, 666, 1
699, 667, 1
700, 668, 1
701, 669, 1
702, 670, 1
703, 671, 1
704, 672, 1
705, 673, 1
706, 674, 1
707, 675, 1
708, 676, 1
709, 677, 1
710, 678, 1
711, 679, 1
712, 680, 1
713, 681, 1
714, 682, 1
715, 683, 1
716, 684, 1
717, 685, 1
718, 686, 1
719, 687, 1
720, 688, 1
721, 689, 1
722, 690, 1
723, 691, 1
724, 692, 1
725, 693, 1
726, 694, 1
727, 695, 1
728, 696, 1
729, 697, 1
730, 698, 1
731, 699, 1
732, 700, 1
733, 701, 1
734, 702, 1
735, 703, 1
736, 704, 1
737, 705, 1
738, 706, 1
739, 707, 1
740, 708, 1
741, 709, 1
742, 710, 1
743, 711, 1
744, 712, 1
745, 713, 1
746, 714, 1
747, 715, 1
748, 716, 1
749, 717, 1
750, 718, 1
751, 719, 1
752, 720, 1
753, 721, 1
754, 722, 1
755, 723, 1
756, 724, 1
757, 725, 1
758, 726, 1
759, 727, 1
760, 728, 1
761, 729, 1
762, 730, 1
763, 731, 1
764, 732, 1
765, 733, 1
766, 734, 1
767, 735, 1
768, 736, 1
769, 737, 1
770, 738, 1
771, 739, 1
772, 740, 1
773, 741, 1
774, 742, 1
775, 743, 1
776, 744, 1
777, 745, 1
778, 746, 1
779, 747, 1
780, 748, 1
781, 749, 1
782, 750, 1
783, 751, 1
784, 752, 1
785, 753, 1
786, 754, 1
787, 755, 1
788, 756, 1
789, 757, 1
790, 758, 1
791, 759, 1
792, 760, 1
793, 761, 1
794, 762, 1
795, 763, 1
796, 764, 1
797, 765, 1
798, 766, 1
799, 767, 1
800, 768, 1
801, 769, 1
802, 770, 1
803, 771, 1
804, 772, 1
805, 773, 1
806, 774, 1
807, 775, 1
808, 776, 1
809, 777, 1
810, 778, 1
811, 779, 1
812, 780, 1
813, 781, 1
814, 782, 1
815, 783, 1
816, 784, 1
817, 785, 1
818, 786, 1
819, 787, 1
820, 788, 1
821, 789, 1
822, 790, 1
823, 791, 1
824, 792, 1
825, 793, 1
826, 794, 1
827, 795, 1
828, 796, 1
829, 797, 1
830, 798, 1
831, 799, 1
832, 800, 1
833, 801, 1
834, 802, 1
835, 803, 1
836, 804, 1
837, 805, 1
838, 806, 1
839, 807, 1
840, 808, 1
841, 809, 1
842, 810, 1
843, 811, 1
844, 812, 1
845, 813, 1
846, 814, 1
847, 815, 1
848, 816, 1
849, 817, 1
850, 818, 1
851, 819, 1
852, 820, 1
853, 821, 1
854, 822, 1
855, 823, 1
856, 824, 1
857, 825, 1
858, 826, 1
859, 827, 1
860, 828, 1
861, 829, 1
862, 830, 1
863, 831, 1
864, 832, 1
865, 833, 1
866, 834, 1
867, 835, 1
868, 836, 1
869, 837, 1
870, 838, 1
871, 839, 1
872, 840, 1
873, 841, 1
874, 842, 1
875, 843, 1
876, 844, 1
877, 845, 1
878, 846, 1
879, 847, 1
880, 848, 1
881, 849, 1
882, 850, 1
883, 851, 1
884, 852, 1
885, 853, 1
886, 854, 1
887, 855, 1
888, 856, 1
889, 857, 1
890, 858, 1
891, 859, 1
892, 860, 1
893, 861, 1
894, 862, 1
895, 863, 1
896, 864, 1
897, 865, 1
898, 866, 1
899, 867, 1
900, 868, 1
901, 869, 1
902, 870, 1
903, 871, 1
904, 872, 1
905, 873, 1
906, 874, 1
907, 875, 1
908, 876, 1
909, 877, 1
910, 878, 1
911, 879, 1
912, 880, 1
913, 881, 1
914, 882, 1
915, 883, 1
916, 884, 1
917, 885, 1
918, 886, 1
919, 887, 1
920, 888, 1
921, 889, 1
922, 890, 1
923, 891, 1
924, 892, 1
925, 893, 1
926, 894, 1
927, 895, 1
928, 896, 1
929, 897, 1
930, 898, 1
931, 899, 1
932, 900, 1
933, 901, 1
934, 902, 1
935, 903, 1
936, 904, 1
937, 905, 1
938, 906, 1
939, 907, 1
940, 908, 1
941, 909, 1
942, 910, 1
943, 911, 1
944, 912, 1
945, 913, 1
946, 914, 1
947, 915, 1
948, 916, 1
949, 917, 1
950, 918, 1
951, 919, 1
952, 920, 1
953, 921, 1
954, 922, 1
955, 923, 1
956, 924, 1
957, 925, 1
958, 926, 1
959, 927, 1
960, 928, 1
961, 929, 1
962, 930, 1
963, 931, 1
964, 932, 1
965, 933, 1
966, 934, 1
967, 935, 1
968, 936, 1
969, 937, 1
970, 938, 1
971, 939, 1
972, 940, 1
973, 941, 1
974, 942, 1
975, 943, 1
976, 944, 1
977, 945, 1
978, 946, 1
979, 947, 1
980, 948, 1
981, 949, 1
982, 950, 1
983, 951, 1
984, 952, 1
985, 953, 1
986, 954, 1
987, 955, 1
988, 956, 1
989, 957, 1
990, 958, 1
991, 959, 1
992, 960, 1
993, 961, 1
994, 962, 1
995, 963, 1
996, 964, 1
997, 965, 1
998, 966, 1
999, 967, 1
1000, 968, 1
1001, 969, 1
1002, 970, 1
1003, 971, 1
1004, 972, 1
1005, 973, 1
1006, 974, 1
1007, 975, 1
1008, 976, 1
1009, 977, 1
1010, 978, 1
1011, 979, 1
1012, 980, 1
1013, 981, 1
1014, 982, 1
1015, 983, 1
1016, 984, 1
1017, 985, 1
1018, 986, 1
1019, 987, 1
1020, 988, 1
1021, 989, 1
1022, 990, 1
1023, 991, 1
1024, 992, 1
1025, 993, 1
1026, 994, 1
1027, 995, 1
1028, 996, 1
1029, 997, 1
1030, 998, 1
1031, 999, 1
1032, 1000, 1
1033, 1001, 1
1034, 1002, 1
1035, 1003, 1
1036, 1004, 1
1037, 1005, 1
1038, 1006, 1
1039, 1007, 1
1040, 1008, 1
1041, 1009, 1
1042, 1010, 1
1043, 1011, 1
1044, 1012, 1
1045, 1013, 1
1046, 1014, 1
1047, 1015, 1
1048, 1016, 1
1049, 1017, 1
1050, 1018, 1
1051, 1019, 1
1052, 1020, 1
1053, 1021, 1
1054, 1022, 1
1055, 1023, 1
1056, 1024, 1
1057, 1025, 1
1058, 1026, 1
1059, 1027, 1
1060, 1028, 1
1061, 1029, 1
1062, 1030, 1
1063, 1031, 1
1064, 1032, 1
1065, 1033, 1
1066, 1034, 1
1067, 1035, 1
1068, 1036, 1
1069, 1037, 1
1070, 1038, 1
1071, 1039, 1
1072, 1040, 1
1073, 1041, 1
1074, 1042, 1
1075, 1043, 1
1076, 1044, 1
1077, 1045, 1
1078, 1046, 1
1079, 1047, 1
1080, 1048, 1
1081, 1049, 1
1082, 1050, 1
1083, 1051, 1
1084, 1052, 1
1085, 1053, 1
1086, 1054, 1
1087, 1055, 1
1088, 1056, 1
1089, 1057, 1
1090, 1058, 1
1091, 1059, 1
1092, 1060, 1
1093, 1061, 1
1094, 1062, 1
1095, 1063, 1
1096, 1064, 1
1097, 1065, 1
1098, 1066, 1
1099, 1067, 1
1100, 1068, 1
1101, 1069, 1
1102, 1070, 1
1103, 1071, 1
1104, 1072, 1
1105, 1073, 1
1106, 1074, 1
1107, 1075, 1
1108, 1076, 1
1109, 1077, 1
1110, 1078, 1
1111, 1079, 1
1112, 1080, 1
1113, 1081, 1
1114, 1082, 1
1115, 1083, 1
1116, 1084, 1
1117, 1085, 1
1118, 1086, 1
1119, 1087, 1
1120, 1088, 1
1121, 1089, 1
1122, 1090, 1
1123, 1091, 1
1124, 1092, 1
1125, 1093, 1
1126, 1094, 1
1127, 1095, 1
1128, 1096, 1
1129, 1097, 1
1130, 1098, 1
1131, 1099, 1
1132, 1100, 1
1133, 1101, 1
1134, 1102, 1
1135, 1103, 1
1136, 1104, 1
1137, 1105, 1
1138, 1106, 1
1139, 1107, 1
1140, 1108, 1
1141, 1109, 1
1142, 1110, 1
1143, 1111, 1
1144, 1112, 1
1145, 1113, 1
1146, 1114, 1
1147, 1115, 1
1148, 1116, 1
1149, 1117, 1
1150, 1118, 1
1151, 1119, 1
1152, 1120, 1
1153, 1121, 1
1154, 1122, 1
1155, 1123, 1
1156, 1124, 1
1157, 1125, 1
1158, 1126, 1
1159, 1127, 1
1160, 1128, 1
1161, 1129, 1
1162, 1130, 1
1163, 1131, 1
1164, 1132, 1
1165, 1133, 1
1166, 1134, 1
1167, 1135, 1
1168, 1136, 1
1169, 1137, 1
1170, 1138, 1
1171, 1139, 1
1172, 1140, 1
1173, 1141, 1
1174, 1142, 1
1175, 1143, 1
1176, 1144, 1
1177, 1145, 1
1178, 1146, 1
1179, 1147, 1
1180, 1148, 1
1181, 1149, 1
1182, 1150, 1
1183, 1151, 1
1184, 1152, 1
1185, 1153, 1
1186, 1154, 1
1187, 1155, 1
1188, 1156, 1
1189, 1157, 1
1190, 1158, 1
1191, 1159, 1
1192, 1160, 1
1193, 1161, 1
1194, 1162, 1
1195, 1163, 1
1196, 1164, 1
1197, 1165, 1
1198, 1166, 1
1199, 1167, 1
1200, 1168, 1
1201, 1169, 1
1202, 1170, 1
1203, 1171, 1
1204, 1172, 1
1205, 1173, 1
1206, 1174, 1
1207, 1175, 1
1208, 1176, 1
1209, 1177, 1
1210, 1178, 1
1211, 1179, 1
1212, 1180, 1
1213, 1181, 1
1214, 1182, 1
1215, 1183, 1
1216, 1184, 1
1217, 1185, 1
1218, 1186, 1
1219, 1187, 1
1220, 1188, 1
1221, 1189, 1
1222, 1190, 1
1223, 1191, 1
1224, 1192, 1
1225, 1193, 1
1226, 1194, 1
1227, 1195, 1
1228, 1196, 1
1229, 1197, 1
1230, 1198, 1
1231, 1199, 1
1232, 1200, 1
1233, 1201, 1
1234, 1202, 1
1235, 1203, 1
1236, 1204, 1
1237, 1205, 1
1238, 1206, 1
1239, 1207, 1
1240, 1208, 1
1241, 1209, 1
1242, 1210, 1
1243, 1211, 1
1244, 1212, 1
1245, 1213, 1
1246, 1214, 1
1247, 1215, 1
1248, 1216, 1
1249, 1217, 1
1250, 1218, 1
1251, 1219, 1
1252, 1220, 1
1253, 1221, 1
1254, 1222, 1
1255, 1223, 1
1256, 1224, 1
1257, 1225, 1
1258, 1226, 1
1259, 1227, 1
1260, 1228, 1
1261, 1229, 1
1262, 1230, 1
1263, 1231, 1
1264, 1232, 1
1265, 1233, 1
1266, 1234, 1
1267, 1235, 1
1268, 1236, 1
1269, 1237, 1
1270, 1238, 1
1271, 1239, 1
1272, 1240, 1
1273, 1241, 1
1274, 1242, 1
1275, 1243, 1
1276, 1244, 1
1277, 1245, 1
1278, 1246, 1
1279, 1247, 1
1280, 1248, 1
1281, 1249, 1
1282, 1250, 1
1283, 1251, 1
1284, 1252, 1
1285, 1253, 1
1286, 1254, 1
1287, 1255, 1
1288, 1256, 1
1289, 1257, 1
1290, 1258, 1
1291, 1259, 1
1292, 1260, 1
1293, 1261, 1
1294, 1262, 1
1295, 1263, 1
1296, 1264, 1
1297, 1265, 1
1298, 1266, 1
1299, 1267, 1
1300, 1268, 1
1301, 1269, 1
1302, 1270, 1
1303, 1271, 1
1304, 1272, 1
1305, 1273, 1
1306, 1274, 1
1307, 1275, 1
1308, 1276, 1
1309, 1277, 1
1310, 1278, 1
1311, 1279, 1
1312, 1280, 1
1313, 1281, 1
1314, 1282, 1
1315, 1283, 1
1316, 1284, 1
1317, 1285, 1
1318, 1286, 1
1319, 1287, 1
1320, 1288, 1
1321, 1289, 1
1322, 1290, 1
1323, 1291, 1
1324, 1292, 1
1325, 1293, 1
1326, 1294, 1
1327, 1295, 1
1328, 1296, 1
1329, 1297, 1
1330, 1298, 1
1331, 1299, 1
1332, 1300, 1
1333, 1301, 1
1334, 1302, 1
1335, 1303, 1
1336, 1304, 1
1337, 1305, 1
1338, 1306, 1
1339, 1307, 1
1340, 1308, 1
1341, 1309, 1
1342, 1310, 1
1343, 1311, 1
1344, 1312, 1
1345, 1313, 1
1346, 1314, 1
1347, 1315, 1
1348, 1316, 1
1349, 1317, 1
1350, 1318, 1
1351, 1319, 1
1352, 1320, 1
1353, 1321, 1
1354, 1322, 1
1355, 1323, 1
1356, 1324, 1
1357, 1325, 1
1358, 1326, 1
1359, 1327, 1
1360, 1328, 1
