"layer_id","level_id","agg_id","policytc_id"
 1, 1, 189, 24
 1, 1, 190, 24
 1, 1, 191, 24
 1, 1, 192, 24
 1, 1, 193, 24
 1, 1, 194, 24
 1, 1, 195, 24
 1, 1, 196, 24
 1, 1, 197, 24
 1, 1, 198, 24
 1, 1, 199, 24
 1, 1, 200, 24
 1, 1, 201, 24
 1, 1, 202, 24
 1, 1, 203, 24
 1, 1, 204, 24
 1, 1, 205, 24
 1, 1, 206, 24
 1, 1, 207, 24
 1, 1, 208, 24
 1, 1, 209, 24
 1, 1, 210, 24
 1, 1, 211, 24
 1, 1, 212, 24
 1, 1, 213, 24
 1, 1, 214, 24
 1, 1, 215, 24
 1, 1, 216, 24
 1, 1, 217, 24
 1, 1, 218, 24
 1, 1, 219, 24
 1, 1, 220, 24
 1, 1, 221, 24
 1, 1, 222, 24
 1, 1, 223, 24
 1, 1, 224, 24
 1, 1, 225, 24
 1, 1, 226, 24
 1, 1, 227, 24
 1, 1, 228, 24
 1, 1, 229, 24
 1, 1, 230, 29
 1, 1, 231, 29
 1, 1, 232, 24
 1, 1, 233, 29
 1, 1, 234, 29
 1, 1, 235, 29
 1, 1, 236, 24
 1, 1, 237, 29
 1, 1, 238, 29
 1, 1, 239, 24
 1, 1, 240, 29
 1, 1, 241, 24
 1, 1, 242, 24
 1, 1, 243, 26
 1, 1, 244, 24
 1, 1, 245, 24
 1, 1, 246, 26
 1, 1, 247, 24
 1, 1, 248, 25
 1, 1, 249, 24
 1, 1, 250, 24
 1, 1, 251, 25
 1, 1, 252, 24
 1, 1, 253, 24
 1, 1, 254, 24
 1, 1, 255, 24
 1, 1, 256, 24
 1, 1, 257, 24
 1, 1, 258, 24
 1, 1, 259, 28
 1, 1, 260, 24
 1, 1, 261, 24
 1, 1, 262, 28
 1, 1, 263, 24
 1, 1, 264, 24
 1, 1, 265, 24
 1, 1, 266, 25
 1, 1, 267, 24
 1, 1, 268, 24
 1, 1, 269, 25
 1, 1, 270, 24
 1, 1, 271, 24
 1, 1, 272, 24
 1, 1, 273, 26
 1, 1, 274, 24
 1, 1, 275, 24
 1, 1, 276, 26
 1, 1, 277, 4
 1, 1, 278, 24
 1, 1, 279, 24
 1, 1, 280, 4
 1, 1, 281, 24
 1, 1, 282, 24
 1, 1, 283, 3
 1, 1, 284, 24
 1, 1, 285, 24
 1, 1, 286, 3
 1, 1, 287, 24
 1, 1, 288, 24
 1, 1, 289, 24
 1, 1, 290, 4
 1, 1, 291, 24
 1, 1, 292, 24
 1, 1, 293, 4
 1, 1, 294, 24
 1, 1, 295, 24
 1, 1, 296, 1
 1, 1, 297, 24
 1, 1, 298, 24
 1, 1, 299, 1
 1, 1, 300, 24
 1, 1, 301, 24
 1, 1, 302, 24
 1, 1, 303, 4
 1, 1, 304, 24
 1, 1, 305, 24
 1, 1, 306, 4
 1, 1, 307, 24
 1, 1, 308, 24
 1, 1, 309, 2
 1, 1, 310, 24
 1, 1, 311, 24
 1, 1, 312, 2
 1, 1, 313, 24
 1, 1, 314, 24
 1, 1, 315, 24
 1, 1, 316, 24
 1, 1, 317, 24
 1, 1, 318, 24
 1, 1, 319, 24
 1, 1, 320, 24
 1, 1, 321, 24
 1, 1, 322, 24
 1, 1, 323, 24
 1, 1, 324, 24
 1, 1, 325, 24
 1, 1, 326, 24
 1, 1, 327, 24
 1, 1, 328, 24
 1, 1, 329, 24
 1, 1, 330, 24
 1, 1, 331, 24
 1, 1, 332, 24
 1, 1, 333, 24
 1, 1, 334, 24
 1, 1, 335, 24
 1, 1, 336, 24
 1, 1, 337, 29
 1, 1, 338, 24
 1, 1, 339, 24
 1, 1, 340, 29
 1, 1, 341, 24
 1, 1, 342, 24
 1, 1, 343, 24
 1, 1, 344, 24
 1, 1, 345, 24
 1, 1, 346, 24
 1, 1, 347, 24
 1, 1, 348, 24
 1, 1, 349, 24
 1, 1, 350, 24
 1, 1, 351, 24
 1, 1, 352, 24
 1, 1, 353, 24
 1, 1, 354, 24
 1, 1, 355, 24
 1, 1, 356, 24
 1, 1, 357, 24
 1, 1, 358, 24
 1, 1, 359, 24
 1, 1, 360, 24
 1, 1, 361, 24
 1, 1, 362, 24
 1, 1, 363, 24
 1, 1, 364, 24
 1, 1, 365, 24
 1, 1, 366, 24
 1, 1, 367, 24
 1, 1, 368, 24
 1, 1, 369, 24
 1, 1, 370, 24
 1, 1, 371, 24
 1, 1, 372, 24
 1, 1, 373, 24
 1, 1, 374, 24
 1, 1, 375, 24
 1, 1, 376, 24
 1, 1, 377, 24
 1, 1, 378, 24
 1, 1, 379, 24
 1, 1, 380, 24
 1, 1, 381, 24
 1, 1, 382, 24
 1, 1, 383, 24
 1, 1, 384, 24
 1, 1, 385, 34
 1, 1, 386, 24
 1, 1, 387, 24
 1, 1, 388, 34
 1, 1, 389, 24
 1, 1, 390, 24
 1, 1, 391, 34
 1, 1, 392, 24
 1, 1, 393, 24
 1, 1, 394, 34
 1, 1, 395, 24
 1, 1, 396, 24
 1, 1, 397, 24
 1, 1, 398, 24
 1, 1, 399, 24
 1, 1, 400, 24
 1, 1, 401, 24
 1, 1, 402, 24
 1, 1, 403, 24
 1, 1, 404, 24
 1, 1, 405, 24
 1, 1, 406, 24
 1, 1, 407, 24
 1, 1, 408, 24
 1, 1, 409, 34
 1, 1, 410, 34
 1, 1, 411, 24
 1, 1, 412, 34
 1, 1, 413, 34
 1, 1, 414, 24
 1, 1, 415, 34
 1, 1, 416, 34
 1, 1, 417, 24
 1, 1, 418, 34
 1, 1, 419, 34
 1, 1, 420, 24
 1, 1, 421, 24
 1, 1, 422, 24
 1, 1, 423, 24
 1, 1, 424, 24
 1, 1, 425, 24
 1, 1, 426, 24
 1, 1, 427, 24
 1, 1, 428, 24
 1, 1, 429, 24
 1, 1, 430, 24
 1, 1, 431, 24
 1, 1, 432, 24
 1, 1, 433, 24
 1, 1, 434, 24
 1, 1, 435, 24
 1, 1, 436, 24
 1, 1, 437, 24
 1, 1, 438, 24
 1, 1, 439, 24
 1, 1, 440, 24
 1, 1, 441, 24
 1, 1, 442, 24
 1, 1, 443, 24
 1, 1, 444, 24
 1, 1, 445, 24
 1, 1, 446, 24
 1, 1, 447, 24
 1, 1, 448, 24
 1, 1, 449, 24
 1, 1, 450, 24
 1, 1, 451, 24
 1, 1, 452, 24
 1, 1, 453, 24
 1, 1, 454, 24
 1, 1, 455, 24
 1, 1, 456, 24
 1, 1, 457, 24
 1, 1, 458, 24
 1, 1, 459, 24
 1, 1, 460, 24
 1, 1, 461, 24
 1, 1, 462, 24
 1, 1, 463, 24
 1, 1, 464, 24
 1, 1, 465, 24
 1, 1, 466, 24
 1, 1, 467, 24
 1, 1, 468, 24
 1, 1, 469, 24
 1, 1, 470, 24
 1, 1, 471, 24
 1, 1, 472, 24
 1, 1, 473, 24
 1, 1, 474, 24
 1, 1, 475, 24
 1, 1, 476, 24
 1, 1, 477, 24
 1, 1, 478, 24
 1, 1, 479, 24
 1, 1, 480, 24
 1, 1, 481, 24
 1, 1, 482, 24
 1, 1, 483, 24
 1, 1, 484, 24
 1, 1, 485, 24
 1, 1, 486, 24
 1, 1, 487, 24
 1, 1, 488, 24
 1, 1, 489, 24
 1, 1, 490, 24
 1, 1, 491, 24
 1, 1, 492, 24
 1, 1, 493, 24
 1, 1, 494, 24
 1, 1, 495, 24
 1, 1, 496, 24
 1, 1, 497, 24
 1, 1, 498, 24
 1, 2, 1, 24
 1, 2, 2, 24
 1, 2, 3, 24
 1, 2, 4, 24
 1, 2, 5, 24
 1, 2, 6, 24
 1, 2, 7, 24
 1, 2, 8, 24
 1, 2, 9, 24
 1, 2, 10, 24
 1, 2, 11, 24
 1, 2, 12, 24
 1, 2, 13, 24
 1, 2, 14, 24
 1, 2, 15, 24
 1, 2, 16, 24
 1, 2, 17, 24
 1, 2, 18, 24
 1, 2, 19, 24
 1, 2, 20, 24
 1, 2, 21, 24
 1, 2, 22, 24
 1, 2, 23, 24
 1, 2, 24, 24
 1, 2, 25, 24
 1, 2, 26, 24
 1, 2, 27, 24
 1, 2, 28, 24
 1, 2, 29, 24
 1, 2, 30, 24
 1, 2, 31, 24
 1, 2, 32, 24
 1, 2, 33, 34
 1, 2, 34, 34
 1, 2, 35, 34
 1, 2, 36, 34
 1, 2, 37, 24
 1, 2, 38, 24
 1, 2, 39, 24
 1, 2, 40, 24
 1, 2, 41, 24
 1, 2, 42, 24
 1, 2, 43, 24
 1, 2, 44, 24
 1, 2, 45, 24
 1, 2, 46, 24
 1, 2, 47, 24
 1, 2, 48, 24
 1, 2, 49, 24
 1, 2, 50, 24
 1, 2, 51, 24
 1, 2, 52, 24
 1, 2, 53, 29
 1, 2, 54, 29
 1, 2, 55, 29
 1, 2, 56, 29
 1, 2, 57, 24
 1, 2, 58, 24
 1, 2, 59, 24
 1, 2, 60, 24
 1, 2, 61, 24
 1, 2, 62, 24
 1, 2, 63, 24
 1, 2, 64, 24
 1, 2, 65, 24
 1, 2, 66, 24
 1, 2, 67, 24
 1, 2, 68, 24
 1, 2, 69, 24
 1, 2, 70, 24
 1, 2, 71, 24
 1, 2, 72, 24
 1, 2, 73, 24
 1, 2, 74, 24
 1, 2, 75, 24
 1, 2, 76, 24
 1, 2, 77, 24
 1, 2, 78, 24
 1, 2, 79, 24
 1, 2, 80, 24
 1, 2, 81, 29
 1, 2, 82, 29
 1, 2, 83, 29
 1, 2, 84, 29
 1, 2, 85, 29
 1, 2, 86, 29
 1, 2, 87, 24
 1, 2, 88, 24
 1, 2, 89, 24
 1, 2, 90, 24
 1, 2, 91, 24
 1, 2, 92, 24
 1, 2, 93, 24
 1, 2, 94, 24
 1, 2, 95, 24
 1, 2, 96, 24
 1, 2, 97, 24
 1, 2, 98, 24
 1, 2, 99, 24
 1, 2, 100, 24
 1, 2, 101, 24
 1, 2, 102, 24
 1, 2, 103, 24
 1, 2, 104, 24
 1, 2, 105, 24
 1, 2, 106, 24
 1, 2, 107, 24
 1, 2, 108, 24
 1, 2, 109, 24
 1, 2, 110, 24
 1, 2, 111, 24
 1, 2, 112, 24
 1, 2, 113, 24
 1, 2, 114, 24
 1, 2, 115, 24
 1, 2, 116, 24
 1, 2, 117, 24
 1, 2, 118, 24
 1, 2, 119, 24
 1, 2, 120, 24
 1, 2, 121, 24
 1, 2, 122, 24
 1, 2, 123, 24
 1, 2, 124, 24
 1, 2, 125, 24
 1, 2, 126, 24
 1, 2, 127, 24
 1, 2, 128, 24
 1, 2, 129, 24
 1, 2, 130, 24
 1, 2, 131, 24
 1, 2, 132, 24
 1, 2, 133, 24
 1, 2, 134, 24
 1, 2, 135, 24
 1, 2, 136, 24
 1, 2, 137, 24
 1, 2, 138, 24
 1, 2, 139, 24
 1, 2, 140, 24
 1, 2, 141, 34
 1, 2, 142, 34
 1, 2, 143, 34
 1, 2, 144, 34
 1, 2, 145, 24
 1, 2, 146, 24
 1, 2, 147, 24
 1, 2, 148, 24
 1, 2, 149, 24
 1, 2, 150, 24
 1, 2, 151, 24
 1, 2, 152, 24
 1, 2, 153, 24
 1, 2, 154, 24
 1, 2, 155, 24
 1, 2, 156, 24
 1, 2, 157, 24
 1, 2, 158, 24
 1, 2, 159, 24
 1, 2, 160, 24
 1, 2, 161, 24
 1, 2, 162, 24
 1, 2, 163, 24
 1, 2, 164, 24
 1, 2, 165, 24
 1, 2, 166, 24
 1, 2, 167, 24
 1, 2, 168, 24
 1, 2, 169, 24
 1, 2, 170, 24
 1, 2, 171, 24
 1, 2, 172, 24
 1, 2, 173, 24
 1, 2, 174, 24
 1, 2, 175, 24
 1, 2, 176, 24
 1, 2, 177, 24
 1, 2, 178, 24
 1, 2, 179, 24
 1, 2, 180, 24
 1, 2, 181, 24
 1, 2, 182, 24
 1, 2, 183, 24
 1, 2, 184, 24
 1, 2, 185, 24
 1, 2, 186, 24
 1, 2, 187, 24
 1, 2, 188, 24
 1, 2, 189, 24
 1, 2, 190, 24
 1, 2, 191, 24
 1, 2, 192, 24
 1, 2, 193, 24
 1, 2, 194, 24
 1, 2, 195, 24
 1, 2, 196, 24
 1, 2, 197, 24
 1, 2, 198, 24
 1, 2, 199, 24
 1, 2, 200, 24
 1, 2, 201, 24
 1, 2, 202, 24
 1, 2, 203, 24
 1, 2, 204, 24
 1, 2, 205, 24
 1, 2, 206, 24
 1, 2, 207, 24
 1, 2, 208, 24
 1, 2, 209, 24
 1, 2, 210, 24
 1, 2, 211, 24
 1, 2, 212, 24
 1, 2, 213, 24
 1, 2, 214, 24
 1, 2, 215, 24
 1, 2, 216, 24
 1, 2, 217, 24
 1, 2, 218, 24
 1, 2, 219, 24
 1, 2, 220, 24
 1, 2, 221, 24
 1, 2, 222, 24
 1, 2, 223, 24
 1, 2, 224, 24
 1, 2, 225, 24
 1, 2, 226, 24
 1, 2, 227, 24
 1, 2, 228, 24
 1, 2, 229, 24
 1, 2, 230, 24
 1, 2, 231, 24
 1, 2, 232, 24
 1, 2, 233, 24
 1, 2, 234, 24
 1, 2, 235, 24
 1, 2, 236, 24
 1, 2, 237, 24
 1, 2, 238, 24
 1, 2, 239, 24
 1, 2, 240, 24
 1, 2, 241, 24
 1, 2, 242, 24
 1, 2, 243, 24
 1, 2, 244, 24
 1, 2, 245, 24
 1, 2, 246, 24
 1, 2, 247, 24
 1, 2, 248, 24
 1, 2, 249, 24
 1, 2, 250, 24
 1, 2, 251, 24
 1, 2, 252, 24
 1, 2, 253, 24
 1, 2, 254, 24
 1, 2, 255, 24
 1, 2, 256, 24
 1, 2, 257, 24
 1, 2, 258, 24
 1, 2, 259, 24
 1, 2, 260, 24
 1, 2, 261, 24
 1, 2, 262, 24
 1, 2, 263, 24
 1, 2, 264, 24
 1, 2, 265, 24
 1, 2, 266, 24
 1, 2, 267, 24
 1, 2, 268, 24
 1, 2, 269, 24
 1, 2, 270, 24
 1, 2, 271, 24
 1, 2, 272, 24
 1, 2, 273, 24
 1, 2, 274, 24
 1, 2, 275, 24
 1, 2, 276, 24
 1, 2, 277, 24
 1, 2, 278, 24
 1, 2, 279, 24
 1, 2, 280, 24
 1, 2, 281, 24
 1, 2, 282, 24
 1, 2, 283, 24
 1, 2, 284, 24
 1, 2, 285, 24
 1, 2, 286, 24
 1, 2, 287, 24
 1, 2, 288, 24
 1, 2, 289, 24
 1, 2, 290, 24
 1, 2, 291, 24
 1, 2, 292, 24
 1, 2, 293, 24
 1, 2, 294, 24
 1, 2, 295, 24
 1, 2, 296, 24
 1, 2, 297, 24
 1, 2, 298, 24
 1, 2, 299, 24
 1, 2, 300, 24
 1, 2, 301, 24
 1, 2, 302, 24
 1, 2, 303, 24
 1, 2, 304, 24
 1, 2, 305, 24
 1, 2, 306, 24
 1, 2, 307, 24
 1, 2, 308, 24
 1, 2, 309, 24
 1, 2, 310, 24
 1, 2, 311, 24
 1, 2, 312, 24
 1, 2, 313, 24
 1, 2, 314, 24
 1, 2, 315, 24
 1, 2, 316, 24
 1, 2, 317, 24
 1, 2, 318, 24
 1, 2, 319, 24
 1, 2, 320, 24
 1, 2, 321, 24
 1, 2, 322, 24
 1, 2, 323, 24
 1, 2, 324, 24
 1, 2, 325, 24
 1, 2, 326, 24
 1, 2, 327, 24
 1, 2, 328, 24
 1, 2, 329, 24
 1, 2, 330, 24
 1, 2, 331, 24
 1, 2, 332, 24
 1, 3, 1, 29
 1, 3, 2, 29
 1, 3, 3, 29
 1, 3, 4, 29
 1, 3, 5, 29
 1, 3, 6, 29
 1, 3, 7, 29
 1, 3, 8, 29
 1, 3, 9, 29
 1, 3, 10, 29
 1, 3, 11, 24
 1, 3, 12, 24
 1, 3, 13, 24
 1, 3, 14, 24
 1, 3, 15, 24
 1, 3, 16, 24
 1, 3, 17, 24
 1, 3, 18, 24
 1, 3, 19, 24
 1, 3, 20, 24
 1, 3, 21, 24
 1, 3, 22, 24
 1, 3, 23, 24
 1, 3, 24, 24
 1, 3, 25, 24
 1, 3, 26, 24
 1, 3, 27, 24
 1, 3, 28, 24
 1, 3, 29, 24
 1, 3, 30, 24
 1, 3, 31, 24
 1, 3, 32, 24
 1, 3, 33, 24
 1, 3, 34, 24
 1, 3, 35, 24
 1, 3, 36, 24
 1, 3, 37, 24
 1, 3, 38, 24
 1, 3, 39, 24
 1, 3, 40, 24
 1, 3, 41, 24
 1, 3, 42, 24
 1, 3, 43, 24
 1, 3, 44, 24
 1, 3, 45, 24
 1, 3, 46, 24
 1, 3, 47, 24
 1, 3, 48, 24
 1, 3, 49, 24
 1, 3, 50, 24
 1, 3, 51, 24
 1, 3, 52, 24
 1, 3, 53, 24
 1, 3, 54, 24
 1, 3, 55, 24
 1, 3, 56, 24
 1, 3, 57, 24
 1, 3, 58, 24
 1, 3, 59, 24
 1, 3, 60, 24
 1, 3, 61, 24
 1, 3, 62, 24
 1, 3, 63, 24
 1, 3, 64, 24
 1, 3, 65, 24
 1, 3, 66, 24
 1, 3, 67, 24
 1, 3, 68, 24
 1, 3, 69, 24
 1, 3, 70, 24
 1, 3, 71, 24
 1, 3, 72, 24
 1, 3, 73, 24
 1, 3, 74, 24
 1, 3, 75, 24
 1, 3, 76, 24
 1, 3, 77, 24
 1, 3, 78, 24
 1, 3, 79, 24
 1, 3, 80, 24
 1, 3, 81, 24
 1, 3, 82, 24
 1, 3, 83, 24
 1, 3, 84, 24
 1, 3, 85, 24
 1, 3, 86, 24
 1, 3, 87, 24
 1, 3, 88, 24
 1, 3, 89, 24
 1, 3, 90, 24
 1, 3, 91, 24
 1, 3, 92, 24
 1, 3, 93, 24
 1, 3, 94, 24
 1, 3, 95, 24
 1, 3, 96, 24
 1, 3, 97, 24
 1, 3, 98, 24
 1, 3, 99, 24
 1, 3, 100, 24
 1, 3, 101, 24
 1, 3, 102, 24
 1, 3, 103, 24
 1, 3, 104, 24
 1, 3, 105, 29
 1, 3, 106, 29
 1, 3, 107, 29
 1, 3, 108, 29
 1, 3, 109, 31
 1, 3, 110, 31
 1, 3, 111, 29
 1, 3, 112, 29
 1, 3, 113, 29
 1, 3, 114, 29
 1, 3, 115, 29
 1, 3, 116, 29
 1, 3, 117, 31
 1, 3, 118, 31
 1, 3, 119, 31
 1, 3, 120, 31
 1, 3, 121, 31
 1, 3, 122, 31
 1, 3, 123, 24
 1, 3, 124, 24
 1, 3, 125, 24
 1, 3, 126, 24
 1, 3, 127, 24
 1, 3, 128, 24
 1, 3, 129, 29
 1, 3, 130, 29
 1, 3, 131, 29
 1, 3, 132, 29
 1, 3, 133, 4
 1, 3, 134, 4
 1, 3, 135, 5
 1, 3, 136, 5
 1, 3, 137, 29
 1, 3, 138, 29
 1, 3, 139, 29
 1, 3, 140, 29
 1, 3, 141, 29
 1, 3, 142, 29
 1, 3, 143, 29
 1, 3, 144, 29
 1, 3, 145, 31
 1, 3, 146, 31
 1, 3, 147, 29
 1, 3, 148, 27
 1, 3, 149, 27
 1, 3, 150, 29
 1, 3, 151, 29
 1, 3, 152, 27
 1, 3, 153, 27
 1, 3, 154, 29
 1, 3, 155, 29
 1, 3, 156, 27
 1, 3, 157, 27
 1, 3, 158, 29
 1, 3, 159, 29
 1, 3, 160, 29
 1, 3, 161, 29
 1, 3, 162, 29
 1, 3, 163, 29
 1, 3, 164, 29
 1, 3, 165, 29
 1, 3, 166, 29
 1, 4, 1, 24
 1, 4, 2, 24
 1, 4, 3, 24
 1, 4, 4, 24
 1, 4, 5, 24
 1, 4, 6, 24
 1, 4, 7, 24
 1, 4, 8, 24
 1, 4, 9, 24
 1, 4, 10, 24
 1, 4, 11, 24
 1, 4, 12, 24
 1, 4, 13, 24
 1, 4, 14, 35
 1, 4, 15, 24
 1, 4, 16, 24
 1, 4, 17, 24
 1, 4, 18, 24
 1, 4, 19, 24
 1, 4, 20, 24
 1, 4, 21, 24
 1, 4, 22, 24
 1, 4, 23, 24
 1, 4, 24, 24
 1, 4, 25, 24
 1, 4, 26, 24
 1, 4, 27, 24
 1, 4, 28, 24
 1, 4, 29, 21
 1, 4, 30, 24
 1, 4, 31, 35
 1, 4, 32, 24
 1, 4, 33, 17
 1, 4, 34, 24
 1, 4, 35, 24
 1, 4, 36, 24
 1, 4, 37, 24
 1, 4, 38, 24
 1, 4, 39, 24
 1, 4, 40, 24
 1, 4, 41, 24
 1, 4, 42, 24
 1, 4, 43, 24
 1, 4, 44, 24
 1, 4, 45, 24
 1, 4, 46, 24
 1, 4, 47, 24
 1, 4, 48, 24
 1, 4, 49, 24
 1, 4, 50, 24
 1, 4, 51, 24
 1, 4, 52, 24
 1, 4, 53, 24
 1, 4, 54, 24
 1, 4, 55, 24
 1, 4, 56, 24
 1, 4, 57, 24
 1, 4, 58, 24
 1, 4, 59, 24
 1, 4, 60, 24
 1, 4, 61, 24
 1, 4, 62, 24
 1, 4, 63, 24
 1, 4, 64, 24
 1, 4, 65, 24
 1, 4, 66, 24
 1, 4, 67, 24
 1, 4, 68, 24
 1, 4, 69, 24
 1, 4, 70, 24
 1, 4, 71, 24
 1, 4, 72, 24
 1, 4, 73, 24
 1, 4, 74, 24
 1, 4, 75, 24
 1, 4, 76, 24
 1, 4, 77, 24
 1, 5, 1, 24
 1, 5, 2, 24
 1, 5, 3, 24
 1, 5, 4, 24
 1, 5, 5, 24
 1, 5, 6, 24
 1, 5, 7, 24
 1, 5, 8, 24
 1, 5, 9, 24
 1, 5, 10, 24
 1, 5, 11, 29
 1, 5, 12, 32
 1, 5, 13, 24
 1, 5, 14, 18
 1, 5, 15, 23
 1, 5, 16, 20
 1, 5, 17, 24
 1, 5, 18, 24
 1, 5, 19, 24
 1, 5, 20, 24
 1, 5, 21, 24
 1, 5, 22, 24
 1, 5, 23, 24
 1, 5, 24, 24
 1, 5, 25, 24
 1, 5, 26, 24
 1, 5, 27, 24
 1, 5, 28, 24
 1, 5, 29, 24
 1, 5, 30, 24
 1, 5, 31, 24
 1, 5, 32, 24
 1, 5, 33, 24
 1, 5, 34, 24
 1, 5, 35, 24
 1, 5, 36, 24
 1, 5, 37, 24
 1, 5, 38, 24
 1, 5, 39, 24
 1, 5, 40, 24
 1, 5, 41, 24
 1, 5, 42, 29
 1, 5, 43, 29
 1, 5, 44, 24
 1, 5, 45, 24
 1, 5, 46, 24
 1, 5, 47, 24
 1, 5, 48, 24
 1, 5, 49, 24
 1, 5, 50, 24
 1, 5, 51, 24
 1, 5, 52, 24
 1, 5, 53, 21
 1, 5, 54, 21
 1, 5, 55, 33
 1, 5, 56, 33
 1, 5, 57, 30
 1, 5, 58, 22
 1, 5, 59, 30
 1, 5, 60, 19
 1, 5, 61, 24
 1, 5, 62, 24
 1, 5, 63, 24
 1, 5, 64, 24
 1, 5, 65, 24
 1, 5, 66, 24
 1, 5, 67, 24
 1, 5, 68, 24
 1, 5, 69, 24
 1, 5, 70, 24
 1, 5, 71, 24
 1, 5, 72, 24
 1, 5, 73, 24
 1, 6, 1, 9
 1, 6, 2, 10
 1, 6, 3, 24
 1, 6, 4, 24
 1, 6, 5, 10
 1, 6, 6, 29
 1, 6, 7, 29
 1, 6, 8, 15
 1, 6, 9, 11
 1, 6, 10, 24
 1, 6, 11, 10
 1, 6, 12, 10
 1, 6, 13, 12
 1, 6, 14, 24
 1, 6, 15, 24
 1, 6, 16, 24
 1, 6, 17, 24
