"output_id", "summary_id", "summaryset_id"
256, 1, 1
257, 1, 1
258, 1, 1
259, 1, 1
260, 1, 1
261, 1, 1
262, 1, 1
263, 1, 1
264, 1, 1
265, 1, 1
266, 1, 1
267, 1, 1
268, 1, 1
269, 1, 1
270, 1, 1
271, 1, 1
272, 1, 1
273, 1, 1
274, 1, 1
275, 1, 1
276, 1, 1
277, 1, 1
278, 1, 1
279, 1, 1
280, 1, 1
281, 1, 1
282, 1, 1
283, 1, 1
284, 1, 1
285, 1, 1
286, 1, 1
287, 1, 1
288, 1, 1
289, 1, 1
290, 1, 1
291, 1, 1
292, 1, 1
293, 1, 1
294, 1, 1
295, 1, 1
296, 1, 1
297, 1, 1
298, 1, 1
299, 1, 1
300, 1, 1
301, 1, 1
302, 1, 1
303, 1, 1
304, 1, 1
305, 1, 1
306, 1, 1
307, 1, 1
308, 1, 1
309, 1, 1
310, 1, 1
311, 1, 1
312, 1, 1
313, 1, 1
314, 1, 1
315, 1, 1
316, 1, 1
317, 1, 1
318, 1, 1
319, 1, 1
320, 1, 1
321, 1, 1
322, 1, 1
323, 1, 1
324, 1, 1
325, 1, 1
326, 1, 1
327, 1, 1
328, 1, 1
329, 1, 1
330, 1, 1
331, 1, 1
332, 1, 1
333, 1, 1
334, 1, 1
335, 1, 1
336, 1, 1
337, 1, 1
338, 1, 1
339, 1, 1
340, 1, 1
341, 1, 1
342, 1, 1
343, 1, 1
344, 1, 1
345, 1, 1
346, 1, 1
347, 1, 1
348, 1, 1
349, 1, 1
350, 1, 1
351, 1, 1
352, 1, 1
353, 1, 1
354, 1, 1
355, 1, 1
356, 1, 1
357, 1, 1
358, 1, 1
359, 1, 1
360, 1, 1
361, 1, 1
362, 1, 1
363, 1, 1
364, 1, 1
365, 1, 1
366, 1, 1
367, 1, 1
368, 1, 1
369, 1, 1
370, 1, 1
371, 1, 1
372, 1, 1
373, 1, 1
374, 1, 1
375, 1, 1
376, 1, 1
377, 1, 1
378, 1, 1
379, 1, 1
380, 1, 1
381, 1, 1
382, 1, 1
383, 1, 1
384, 1, 1
385, 1, 1
386, 1, 1
387, 1, 1
388, 1, 1
389, 1, 1
390, 1, 1
391, 1, 1
392, 1, 1
393, 1, 1
394, 1, 1
395, 1, 1
396, 1, 1
397, 1, 1
398, 1, 1
399, 1, 1
400, 1, 1
401, 1, 1
402, 1, 1
403, 1, 1
404, 1, 1
405, 1, 1
406, 1, 1
407, 1, 1
408, 1, 1
409, 1, 1
410, 1, 1
411, 1, 1
412, 1, 1
413, 1, 1
414, 1, 1
415, 1, 1
416, 1, 1
417, 1, 1
418, 1, 1
419, 1, 1
420, 1, 1
421, 1, 1
422, 1, 1
423, 1, 1
424, 1, 1
425, 1, 1
426, 1, 1
427, 1, 1
428, 1, 1
429, 1, 1
430, 1, 1
431, 1, 1
432, 1, 1
433, 1, 1
434, 1, 1
435, 1, 1
436, 1, 1
437, 1, 1
438, 1, 1
439, 1, 1
440, 1, 1
441, 1, 1
442, 1, 1
443, 1, 1
444, 1, 1
445, 1, 1
446, 1, 1
447, 1, 1
448, 1, 1
449, 1, 1
450, 1, 1
451, 1, 1
452, 1, 1
453, 1, 1
454, 1, 1
455, 1, 1
456, 1, 1
457, 1, 1
458, 1, 1
459, 1, 1
460, 1, 1
461, 1, 1
462, 1, 1
463, 1, 1
464, 1, 1
465, 1, 1
466, 1, 1
467, 1, 1
468, 1, 1
469, 1, 1
470, 1, 1
471, 1, 1
472, 1, 1
473, 1, 1
474, 1, 1
475, 1, 1
476, 1, 1
477, 1, 1
478, 1, 1
479, 1, 1
480, 1, 1
481, 1, 1
482, 1, 1
483, 1, 1
484, 1, 1
485, 1, 1
486, 1, 1
487, 1, 1
488, 1, 1
489, 1, 1
490, 1, 1
491, 1, 1
492, 1, 1
493, 1, 1
494, 1, 1
495, 1, 1
496, 1, 1
497, 1, 1
498, 1, 1
499, 1, 1
500, 1, 1
501, 1, 1
502, 1, 1
503, 1, 1
504, 1, 1
505, 1, 1
506, 1, 1
507, 1, 1
508, 1, 1
509, 1, 1
510, 1, 1
1, 139, 2
2, 77, 2
3, 56, 2
4, 127, 2
5, 131, 2
6, 60, 2
7, 119, 2
8, 123, 2
9, 26, 2
10, 135, 2
11, 64, 2
12, 139, 2
13, 77, 2
14, 56, 2
15, 127, 2
16, 131, 2
17, 119, 2
18, 60, 2
19, 123, 2
20, 26, 2
21, 135, 2
22, 64, 2
23, 77, 2
24, 139, 2
25, 56, 2
26, 127, 2
27, 131, 2
28, 123, 2
29, 60, 2
30, 119, 2
31, 26, 2
32, 135, 2
33, 64, 2
34, 114, 2
35, 114, 2
36, 114, 2
37, 114, 2
38, 114, 2
39, 114, 2
40, 78, 2
41, 78, 2
42, 78, 2
43, 57, 2
44, 112, 2
45, 112, 2
46, 136, 2
47, 120, 2
48, 128, 2
49, 27, 2
50, 140, 2
51, 65, 2
52, 61, 2
53, 124, 2
54, 132, 2
55, 57, 2
56, 112, 2
57, 112, 2
58, 136, 2
59, 120, 2
60, 140, 2
61, 27, 2
62, 128, 2
63, 61, 2
64, 65, 2
65, 124, 2
66, 132, 2
67, 57, 2
68, 112, 2
69, 112, 2
70, 136, 2
71, 120, 2
72, 65, 2
73, 27, 2
74, 128, 2
75, 140, 2
76, 61, 2
77, 124, 2
78, 132, 2
79, 66, 2
80, 66, 2
81, 66, 2
82, 92, 2
83, 92, 2
84, 92, 2
85, 17, 2
86, 17, 2
87, 17, 2
88, 91, 2
89, 91, 2
90, 91, 2
91, 72, 2
92, 110, 2
93, 116, 2
94, 130, 2
95, 96, 2
96, 160, 2
97, 150, 2
98, 142, 2
99, 53, 2
100, 138, 2
101, 86, 2
102, 6, 2
103, 4, 2
104, 104, 2
105, 122, 2
106, 2, 2
107, 59, 2
108, 41, 2
109, 33, 2
110, 16, 2
111, 82, 2
112, 134, 2
113, 10, 2
114, 94, 2
115, 12, 2
116, 51, 2
117, 43, 2
118, 25, 2
119, 98, 2
120, 19, 2
121, 47, 2
122, 88, 2
123, 8, 2
124, 37, 2
125, 80, 2
126, 144, 2
127, 35, 2
128, 70, 2
129, 154, 2
130, 113, 2
131, 113, 2
132, 21, 2
133, 152, 2
134, 164, 2
135, 14, 2
136, 29, 2
137, 106, 2
138, 108, 2
139, 63, 2
140, 90, 2
141, 49, 2
142, 126, 2
143, 45, 2
144, 74, 2
145, 31, 2
146, 148, 2
147, 68, 2
148, 76, 2
149, 162, 2
150, 146, 2
151, 166, 2
152, 102, 2
153, 23, 2
154, 84, 2
155, 100, 2
156, 39, 2
157, 118, 2
158, 55, 2
159, 156, 2
160, 158, 2
161, 72, 2
162, 110, 2
163, 116, 2
164, 130, 2
165, 150, 2
166, 86, 2
167, 6, 2
168, 4, 2
169, 104, 2
170, 122, 2
171, 2, 2
172, 59, 2
173, 96, 2
174, 160, 2
175, 41, 2
176, 33, 2
177, 16, 2
178, 82, 2
179, 142, 2
180, 53, 2
181, 138, 2
182, 134, 2
183, 10, 2
184, 94, 2
185, 12, 2
186, 51, 2
187, 43, 2
188, 25, 2
189, 98, 2
190, 19, 2
191, 80, 2
192, 144, 2
193, 35, 2
194, 37, 2
195, 113, 2
196, 113, 2
197, 21, 2
198, 70, 2
199, 154, 2
200, 152, 2
201, 164, 2
202, 14, 2
203, 88, 2
204, 8, 2
205, 106, 2
206, 108, 2
207, 63, 2
208, 29, 2
209, 90, 2
210, 49, 2
211, 47, 2
212, 126, 2
213, 45, 2
214, 74, 2
215, 31, 2
216, 148, 2
217, 68, 2
218, 76, 2
219, 162, 2
220, 146, 2
221, 166, 2
222, 102, 2
223, 23, 2
224, 84, 2
225, 100, 2
226, 39, 2
227, 118, 2
228, 55, 2
229, 156, 2
230, 158, 2
231, 142, 2
232, 53, 2
233, 138, 2
234, 41, 2
235, 96, 2
236, 160, 2
237, 150, 2
238, 72, 2
239, 110, 2
240, 116, 2
241, 130, 2
242, 86, 2
243, 6, 2
244, 4, 2
245, 104, 2
246, 122, 2
247, 2, 2
248, 59, 2
249, 33, 2
250, 16, 2
251, 82, 2
252, 134, 2
253, 10, 2
254, 94, 2
255, 12, 2
256, 51, 2
257, 43, 2
258, 25, 2
259, 98, 2
260, 19, 2
261, 29, 2
262, 47, 2
263, 70, 2
264, 154, 2
265, 88, 2
266, 8, 2
267, 37, 2
268, 80, 2
269, 144, 2
270, 35, 2
271, 152, 2
272, 164, 2
273, 14, 2
274, 113, 2
275, 113, 2
276, 21, 2
277, 106, 2
278, 108, 2
279, 63, 2
280, 90, 2
281, 49, 2
282, 126, 2
283, 45, 2
284, 74, 2
285, 31, 2
286, 148, 2
287, 68, 2
288, 76, 2
289, 162, 2
290, 146, 2
291, 166, 2
292, 102, 2
293, 23, 2
294, 84, 2
295, 100, 2
296, 39, 2
297, 118, 2
298, 55, 2
299, 156, 2
300, 158, 2
301, 121, 2
302, 81, 2
303, 97, 2
304, 145, 2
305, 36, 2
306, 87, 2
307, 89, 2
308, 133, 2
309, 46, 2
310, 151, 2
311, 34, 2
312, 105, 2
313, 153, 2
314, 62, 2
315, 71, 2
316, 129, 2
317, 69, 2
318, 107, 2
319, 155, 2
320, 28, 2
321, 79, 2
322, 99, 2
323, 163, 2
324, 109, 2
325, 30, 2
326, 50, 2
327, 3, 2
328, 147, 2
329, 20, 2
330, 125, 2
331, 13, 2
332, 15, 2
333, 103, 2
334, 149, 2
335, 24, 2
336, 73, 2
337, 95, 2
338, 159, 2
339, 161, 2
340, 52, 2
341, 5, 2
342, 44, 2
343, 115, 2
344, 11, 2
345, 137, 2
346, 1, 2
347, 7, 2
348, 101, 2
349, 22, 2
350, 58, 2
351, 42, 2
352, 83, 2
353, 85, 2
354, 38, 2
355, 40, 2
356, 141, 2
357, 157, 2
358, 117, 2
359, 143, 2
360, 54, 2
361, 111, 2
362, 111, 2
363, 9, 2
364, 75, 2
365, 93, 2
366, 32, 2
367, 48, 2
368, 67, 2
369, 18, 2
370, 165, 2
371, 121, 2
372, 87, 2
373, 89, 2
374, 133, 2
375, 46, 2
376, 105, 2
377, 153, 2
378, 62, 2
379, 71, 2
380, 129, 2
381, 81, 2
382, 97, 2
383, 145, 2
384, 36, 2
385, 69, 2
386, 107, 2
387, 155, 2
388, 28, 2
389, 79, 2
390, 99, 2
391, 163, 2
392, 109, 2
393, 30, 2
394, 50, 2
395, 151, 2
396, 34, 2
397, 3, 2
398, 147, 2
399, 20, 2
400, 125, 2
401, 13, 2
402, 161, 2
403, 52, 2
404, 73, 2
405, 95, 2
406, 159, 2
407, 115, 2
408, 11, 2
409, 5, 2
410, 44, 2
411, 137, 2
412, 7, 2
413, 1, 2
414, 101, 2
415, 22, 2
416, 58, 2
417, 15, 2
418, 103, 2
419, 149, 2
420, 24, 2
421, 42, 2
422, 83, 2
423, 85, 2
424, 38, 2
425, 40, 2
426, 141, 2
427, 157, 2
428, 117, 2
429, 143, 2
430, 54, 2
431, 111, 2
432, 111, 2
433, 9, 2
434, 75, 2
435, 93, 2
436, 32, 2
437, 48, 2
438, 67, 2
439, 18, 2
440, 165, 2
441, 151, 2
442, 34, 2
443, 69, 2
444, 107, 2
445, 155, 2
446, 28, 2
447, 81, 2
448, 97, 2
449, 145, 2
450, 36, 2
451, 87, 2
452, 89, 2
453, 133, 2
454, 46, 2
455, 121, 2
456, 105, 2
457, 153, 2
458, 62, 2
459, 71, 2
460, 129, 2
461, 79, 2
462, 99, 2
463, 163, 2
464, 109, 2
465, 30, 2
466, 50, 2
467, 3, 2
468, 147, 2
469, 20, 2
470, 125, 2
471, 13, 2
472, 1, 2
473, 15, 2
474, 103, 2
475, 149, 2
476, 24, 2
477, 5, 2
478, 44, 2
479, 73, 2
480, 95, 2
481, 159, 2
482, 161, 2
483, 52, 2
484, 137, 2
485, 115, 2
486, 11, 2
487, 7, 2
488, 101, 2
489, 22, 2
490, 58, 2
491, 42, 2
492, 83, 2
493, 85, 2
494, 38, 2
495, 40, 2
496, 141, 2
497, 157, 2
498, 117, 2
499, 143, 2
500, 54, 2
501, 111, 2
502, 111, 2
503, 9, 2
504, 75, 2
505, 93, 2
506, 32, 2
507, 48, 2
508, 67, 2
509, 18, 2
510, 165, 2
