"item_id", "agg_id", "prog_id", "level_id", "policytc_id", "layer_id", "calcrule_id", "allocrule_id","deductible", "limits", "share_prop_of_lim", "deductible_prop_of_loss", "limit_prop_of_loss", "deductible_prop_of_tiv", "limit_prop_of_tiv", "deductible_prop_of_limit"
12, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12, 12, 1, 1, 9, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13, 13, 1, 1, 10, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14, 14, 1, 1, 11, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
15, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
15, 15, 1, 1, 12, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
15, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
15, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16, 16, 1, 1, 13, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
17, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
17, 17, 1, 1, 14, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
17, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
17, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
18, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
18, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
18, 18, 1, 1, 15, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
18, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19, 19, 1, 1, 16, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
20, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
20, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
20, 20, 1, 1, 17, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
20, 1, 1, 2, 82, 1, 1, 1, 10000.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21, 21, 1, 1, 18, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22, 22, 1, 1, 19, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23, 23, 1, 1, 20, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24, 24, 1, 1, 21, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
25, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
25, 25, 1, 1, 22, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
25, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
25, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26, 26, 1, 1, 23, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28, 28, 1, 1, 24, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29, 29, 1, 1, 25, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
30, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
30, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
30, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
30, 30, 1, 1, 26, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31, 31, 1, 1, 27, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32, 32, 1, 1, 28, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34, 34, 1, 1, 29, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
35, 35, 1, 1, 30, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
35, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
35, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
35, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36, 36, 1, 1, 31, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37, 37, 1, 1, 32, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38, 38, 1, 1, 33, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39, 39, 1, 1, 34, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
40, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
40, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
40, 2, 1, 2, 83, 1, 1, 1, 20000.000000, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
40, 40, 1, 1, 35, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41, 41, 1, 1, 36, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42, 42, 1, 1, 37, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43, 43, 1, 1, 38, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
44, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
44, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
44, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
44, 44, 1, 1, 39, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
45, 45, 1, 1, 40, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
45, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
45, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
45, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
46, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
46, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
46, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
46, 46, 1, 1, 41, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
47, 47, 1, 1, 42, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
47, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
47, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
47, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
48, 1, 1, 3, 87, 1, 2, 0, 10000.000000, 20000000.000000, 0.150000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
48, 1, 1, 3, 88, 2, 2, 0, 3000.000000, 7000000.000000, 0.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
48, 3, 1, 2, 84, 1, 1, 1, 30000.000000, 3000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
48, 48, 1, 1, 43, 1, 12, -1, 50.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
