EVENT_ID,IDX,PROG_ID,OUTPUT_ID,LAYER_ID,LOSS
500153,10,1,1,2,0
300185,55,1,1,1,0
300185,55,1,1,2,0
300037,74,1,1,1,0
300037,74,1,1,2,0
400080,51,1,1,1,0
400080,51,1,1,2,255.81445
700158,47,1,1,1,0
700158,47,1,1,2,238.96094
500295,5,1,1,1,0
500295,5,1,1,2,0
800028,64,1,1,1,0
800028,64,1,1,2,0
100211,57,1,1,1,4420.458
100211,57,1,1,2,9117.4297
700055,60,1,1,1,0
700055,60,1,1,2,0
165,87,1,1,1,0
165,87,1,1,2,0
800270,40,1,1,1,420.02405
800270,40,1,1,2,2450.04
200122,79,1,1,1,11584.34
200122,79,1,1,2,21057.232
900335,86,1,1,1,0
900335,86,1,1,2,0
200196,10,1,1,1,0
200196,10,1,1,2,0
800028,44,1,1,1,0
800028,44,1,1,2,0
700288,54,1,1,1,0
700288,54,1,1,2,983.66113
198,16,1,1,1,0
198,16,1,1,2,0
700303,85,1,1,1,0
700303,85,1,1,2,0
500121,11,1,1,1,0
500121,11,1,1,2,0
900307,16,1,1,1,0
900307,16,1,1,2,0
200190,13,1,1,1,0
200190,13,1,1,2,0
200033,85,1,1,1,0
200033,85,1,1,2,0
400080,1,1,1,1,7256.8374
400080,1,1,1,2,13844.729
179,44,1,1,1,0
179,44,1,1,2,0
600119,64,1,1,1,0
600119,64,1,1,2,0
800028,65,1,1,1,0
800028,65,1,1,2,0
600138,77,1,1,1,0
600138,77,1,1,2,0
700158,52,1,1,1,0
700158,52,1,1,2,693.80859
500170,56,1,1,1,0
500170,56,1,1,2,0
500097,38,1,1,1,3521.9175
500097,38,1,1,2,7619.8623
800028,36,1,1,1,0
800028,36,1,1,2,0
400070,93,1,1,1,0
400070,93,1,1,2,258.31104
200306,39,1,1,1,0
200306,39,1,1,2,0
800258,34,1,1,1,0
800258,34,1,1,2,0
700303,56,1,1,1,0
700303,56,1,1,2,0
100175,11,1,1,1,0
100175,11,1,1,2,0
300185,47,1,1,1,0
300185,47,1,1,2,0
179,73,1,1,1,0
179,73,1,1,2,0
600279,91,1,1,1,8721.0439
600279,91,1,1,2,16285.072
600063,20,1,1,1,0
600063,20,1,1,2,0
500097,67,1,1,1,0
500097,67,1,1,2,0
300033,83,1,1,1,0
300033,83,1,1,2,0
900335,8,1,1,1,0
900335,8,1,1,2,0
400222,77,1,1,1,0
400222,77,1,1,2,0
300055,21,1,1,1,0
300055,21,1,1,2,964.78894
800258,63,1,1,1,0
800258,63,1,1,2,0
153,43,1,1,1,0
153,43,1,1,2,0
1000050,19,1,1,1,3698.1499
1000050,19,1,1,2,7913.583
119,46,1,1,1,3022.1826
119,46,1,1,2,6786.9707
600024,95,1,1,1,0
600024,95,1,1,2,0
200158,48,1,1,1,12.660938
200158,48,1,1,2,1771.1016
100211,36,1,1,1,7822.1318
100211,36,1,1,2,14786.886
300170,63,1,1,1,0
300170,63,1,1,2,970.53418
328,70,1,1,1,0
328,70,1,1,2,0
100027,94,1,1,1,0
100027,94,1,1,2,0
270,94,1,1,1,0
270,94,1,1,2,0
600210,95,1,1,1,2383.2969
600210,95,1,1,2,5722.1611
42,99,1,1,1,41935.703
42,99,1,1,2,71642.836
200041,80,1,1,1,170.17882
200041,80,1,1,2,2033.6313
100257,43,1,1,1,0
100257,43,1,1,2,0
800167,29,1,1,1,0
800167,29,1,1,2,1356.4365
163,70,1,1,1,0
163,70,1,1,2,0
500219,24,1,1,1,199.97578
500219,24,1,1,2,2083.293
1000068,57,1,1,1,3772.5735
1000068,57,1,1,2,8037.6221
500291,14,1,1,1,10346.126
500291,14,1,1,2,18993.543
600063,91,1,1,1,1137.5947
600063,91,1,1,2,3645.9912
900315,44,1,1,1,0
900315,44,1,1,2,0
400017,20,1,1,1,0
400017,20,1,1,2,77.135742
100221,12,1,1,1,0
100221,12,1,1,2,0
100228,55,1,1,1,202.03828
100228,55,1,1,2,2086.7305
300062,13,1,1,1,0
300062,13,1,1,2,0
200122,71,1,1,1,0
200122,71,1,1,2,0
200334,11,1,1,1,0
200334,11,1,1,2,0
700055,81,1,1,1,0
700055,81,1,1,2,0
600148,17,1,1,1,0
600148,17,1,1,2,0
100257,79,1,1,1,0
100257,79,1,1,2,0
125,61,1,1,1,0
125,61,1,1,2,0
316,63,1,1,1,5356.4229
316,63,1,1,2,10677.371
300329,81,1,1,1,1818.7173
300329,81,1,1,2,4781.1953
500168,2,1,1,1,0
500168,2,1,1,2,0
200158,61,1,1,1,5728.1978
200158,61,1,1,2,11296.996
119,88,1,1,1,9153.1816
119,88,1,1,2,17005.303
200324,61,1,1,1,1606.5042
200324,61,1,1,2,4427.5068
283,18,1,1,1,0
283,18,1,1,2,0
700288,62,1,1,1,0
700288,62,1,1,2,0
198,2,1,1,1,0
198,2,1,1,2,0
198,8,1,1,1,0
198,8,1,1,2,0
316,2,1,1,1,3836.8928
316,2,1,1,2,8144.8213
300037,60,1,1,1,0
300037,60,1,1,2,0
300037,66,1,1,1,0
300037,66,1,1,2,0
400080,37,1,1,1,2895.8416
400080,37,1,1,2,6576.4023
500153,18,1,1,1,0
500153,18,1,1,2,0
100175,53,1,1,1,0
100175,53,1,1,2,0
600063,56,1,1,1,0
600063,56,1,1,2,580.90137
300062,90,1,1,1,626.1377
300062,90,1,1,2,2793.5627
139,74,1,1,1,0
139,74,1,1,2,0
700163,9,1,1,1,266.10294
700163,9,1,1,2,2193.5049
500219,15,1,1,1,85.237503
500219,15,1,1,2,1892.0625
500228,71,1,1,1,2563.396
500228,71,1,1,2,6022.3267
800028,72,1,1,1,0
800028,72,1,1,2,0
600168,74,1,1,1,0
600168,74,1,1,2,0
800028,78,1,1,1,0
800028,78,1,1,2,0
500291,23,1,1,1,11070.063
500291,23,1,1,2,20200.104
500171,75,1,1,1,12856.293
500171,75,1,1,2,23177.154
800270,12,1,1,1,3365.1409
800270,12,1,1,2,7358.5679
400017,91,1,1,1,0
400017,91,1,1,2,1621.7656
800210,62,1,1,1,0
800210,62,1,1,2,984.69348
300229,68,1,1,1,0
300229,68,1,1,2,1068.868
163,63,1,1,1,0
163,63,1,1,2,0
200033,65,1,1,1,0
200033,65,1,1,2,0
100260,27,1,1,1,0
100260,27,1,1,2,0
300062,7,1,1,1,1582.4269
300062,7,1,1,2,4387.3779
500219,37,1,1,1,8537.0859
500219,37,1,1,2,15978.477
600279,1,1,1,1,0
600279,1,1,1,2,0
200033,44,1,1,1,0
200033,44,1,1,2,0
500219,57,1,1,1,0
500219,57,1,1,2,0
139,46,1,1,1,0
139,46,1,1,2,0
300033,13,1,1,1,0
300033,13,1,1,2,0
500232,56,1,1,1,7427.6143
500232,56,1,1,2,14129.356
600279,21,1,1,1,3559.9795
600279,21,1,1,2,7683.2988
100175,60,1,1,1,0
100175,60,1,1,2,0
500168,85,1,1,1,0
500168,85,1,1,2,0
300300,85,1,1,1,0
300300,85,1,1,2,1222.8418
200122,70,1,1,1,4272.5317
200122,70,1,1,2,8870.8857
500042,6,1,1,1,0
500042,6,1,1,2,685.83887
900203,24,1,1,1,3556.6331
900203,24,1,1,2,7677.7217
700158,93,1,1,1,1462.7617
700158,93,1,1,2,4187.936
500295,33,1,1,1,0
500295,33,1,1,2,0
56,25,1,1,1,1526.3682
56,25,1,1,2,4293.9468
900022,9,1,1,1,2613.061
900022,9,1,1,2,6105.1016
100260,7,1,1,1,0
100260,7,1,1,2,0
600138,69,1,1,1,0
600138,69,1,1,2,0
26,57,1,1,1,5047.605
26,57,1,1,2,10162.675
300154,1,1,1,1,0
300154,1,1,1,2,0
400080,71,1,1,1,0
400080,71,1,1,2,0
600198,16,1,1,1,0
600198,16,1,1,2,0
200041,10,1,1,1,0
200041,10,1,1,2,191.99951
300062,83,1,1,1,0
300062,83,1,1,2,0
300300,15,1,1,1,0
300300,15,1,1,2,0
262,79,1,1,1,0
262,79,1,1,2,0
900315,35,1,1,1,0
900315,35,1,1,2,0
700163,16,1,1,1,0
700163,16,1,1,2,0
800069,68,1,1,1,0
800069,68,1,1,2,0
100260,77,1,1,1,0
100260,77,1,1,2,0
200098,36,1,1,1,0
200098,36,1,1,2,0
200162,24,1,1,1,0
200162,24,1,1,2,0
200158,89,1,1,1,8402.0254
200158,89,1,1,2,15753.375
700288,13,1,1,1,1901.3784
700288,13,1,1,2,4918.9639
600168,25,1,1,1,0
600168,25,1,1,2,0
300321,41,1,1,1,0
300321,41,1,1,2,0
800276,49,1,1,1,0
800276,49,1,1,2,0
800140,43,1,1,1,2128.0093
800140,43,1,1,2,5296.6821
240,25,1,1,1,0
240,25,1,1,2,104.08258
600299,11,1,1,1,0
600299,11,1,1,2,0
900307,94,1,1,1,0
900307,94,1,1,2,0
165,9,1,1,1,0
165,9,1,1,2,0
200324,54,1,1,1,0
200324,54,1,1,2,0
800012,3,1,1,1,0
800012,3,1,1,2,0
400070,22,1,1,1,3233.4937
400070,22,1,1,2,7139.1558
125,97,1,1,1,0
125,97,1,1,2,0
900335,79,1,1,1,0
900335,79,1,1,2,0
300229,11,1,1,1,0
300229,11,1,1,2,1452.2627
100110,32,1,1,1,0
100110,32,1,1,2,0
200334,52,1,1,1,0
200334,52,1,1,2,0
600044,62,1,1,1,0
600044,62,1,1,2,0
600246,42,1,1,1,0
600246,42,1,1,2,0
217,41,1,1,1,0
217,41,1,1,2,0
200341,81,1,1,1,0
200341,81,1,1,2,0
500171,70,1,1,1,8158.7563
500171,70,1,1,2,15347.927
500291,56,1,1,1,0
500291,56,1,1,2,493.16797
163,0,1,1,1,0
163,0,1,1,2,0
200196,72,1,1,1,0
200196,72,1,1,2,0
100027,24,1,1,1,0
100027,24,1,1,2,0
100110,45,1,1,1,0
100110,45,1,1,2,0
400070,51,1,1,1,12019.768
400070,51,1,1,2,21782.945
198,78,1,1,1,0
198,78,1,1,2,0
400017,40,1,1,1,4055.9028
400017,40,1,1,2,8509.8379
200324,25,1,1,1,0
200324,25,1,1,2,0
100228,96,1,1,1,0
100228,96,1,1,2,0
300329,94,1,1,1,44146.594
300329,94,1,1,2,75327.656
200334,39,1,1,1,0
200334,39,1,1,2,0
600241,61,1,1,1,0
600241,61,1,1,2,0
600063,21,1,1,1,0
600063,21,1,1,2,0
700288,90,1,1,1,0
700288,90,1,1,2,0
100221,48,1,1,1,0
100221,48,1,1,2,386.74707
500121,18,1,1,1,0
500121,18,1,1,2,0
700163,58,1,1,1,0
700163,58,1,1,2,0
600299,53,1,1,1,0
600299,53,1,1,2,0
300321,28,1,1,1,643.19006
300321,28,1,1,2,2821.9834
300055,70,1,1,1,0
300055,70,1,1,2,515.18555
42,63,1,1,1,4040.5015
42,63,1,1,2,8484.1689
200324,12,1,1,1,0
200324,12,1,1,2,0
100067,20,1,1,1,0
100067,20,1,1,2,0
800167,62,1,1,1,647.98596
800167,62,1,1,2,2829.9766
400070,15,1,1,1,3766.7703
400070,15,1,1,2,8027.9502
200306,67,1,1,1,4813.2773
200306,67,1,1,2,9772.1289
200122,99,1,1,1,0
200122,99,1,1,2,0
1000068,24,1,1,1,0
1000068,24,1,1,2,0
26,44,1,1,1,533.29633
26,44,1,1,2,2638.8271
400017,82,1,1,1,2280.3425
400017,82,1,1,2,5550.5708
400080,78,1,1,1,0
400080,78,1,1,2,0
600168,96,1,1,1,0
600168,96,1,1,2,0
500228,99,1,1,1,687.39014
500228,99,1,1,2,2895.6501
600279,57,1,1,1,1122.0715
600279,57,1,1,2,3620.1191
600148,45,1,1,1,0
600148,45,1,1,2,0
100067,90,1,1,1,0
100067,90,1,1,2,0
100175,47,1,1,1,0
100175,47,1,1,2,0
500291,43,1,1,1,14574.062
500291,43,1,1,2,26040.102
100228,13,1,1,1,0
100228,13,1,1,2,0
600148,87,1,1,1,0
600148,87,1,1,2,0
900335,50,1,1,1,0
900335,50,1,1,2,0
165,4,1,1,1,211.28644
165,4,1,1,2,2102.144
262,29,1,1,1,4300.7827
262,29,1,1,2,8917.9707
100257,97,1,1,1,0
100257,97,1,1,2,0
100067,21,1,1,1,0
100067,21,1,1,2,0
600198,21,1,1,1,0
600198,21,1,1,2,0
300329,80,1,1,1,920.88257
300329,80,1,1,2,3284.8042
100260,76,1,1,1,0
100260,76,1,1,2,0
700163,92,1,1,1,0
700163,92,1,1,2,0
26,29,1,1,1,0
26,29,1,1,2,496.99194
500228,84,1,1,1,0
500228,84,1,1,2,0
200158,39,1,1,1,0
200158,39,1,1,2,0
600225,40,1,1,1,2647.541
600225,40,1,1,2,6162.5684
100136,61,1,1,1,0
100136,61,1,1,2,0
600063,0,1,1,1,0
600063,0,1,1,2,0
800019,92,1,1,1,0
800019,92,1,1,2,0
125,47,1,1,1,0
125,47,1,1,2,0
119,74,1,1,1,10860.16
119,74,1,1,2,19850.266
200122,65,1,1,1,3551.0122
200122,65,1,1,2,7668.3535
200158,68,1,1,1,713.71088
200158,68,1,1,2,2939.5181
400263,81,1,1,1,1510.7913
400263,81,1,1,2,4267.9854
100027,58,1,1,1,0
100027,58,1,1,2,0
500057,3,1,1,1,0
500057,3,1,1,2,0
700055,96,1,1,1,0
700055,96,1,1,2,0
125,70,1,1,1,0
125,70,1,1,2,998.25208
600044,12,1,1,1,0
600044,12,1,1,2,0
200162,38,1,1,1,0
200162,38,1,1,2,0
400017,35,1,1,1,14825.399
400017,35,1,1,2,26458.998
600119,63,1,1,1,0
600119,63,1,1,2,0
100027,80,1,1,1,0
100027,80,1,1,2,0
300033,8,1,1,1,0
300033,8,1,1,2,0
153,23,1,1,1,0
153,23,1,1,2,0
400070,36,1,1,1,3624.2971
400070,36,1,1,2,7790.4951
600198,50,1,1,1,0
600198,50,1,1,2,0
200041,44,1,1,1,0
200041,44,1,1,2,0
300170,57,1,1,1,9368.2734
300170,57,1,1,2,17363.789
100221,27,1,1,1,217.26915
100221,27,1,1,2,2112.1152
100110,60,1,1,1,0
100110,60,1,1,2,0
700303,84,1,1,1,0
700303,84,1,1,2,0
600241,11,1,1,1,0
600241,11,1,1,2,0
900335,65,1,1,1,0
900335,65,1,1,2,0
198,86,1,1,1,0
198,86,1,1,2,0
900022,59,1,1,1,12107.279
900022,59,1,1,2,21928.799
300055,49,1,1,1,0
300055,49,1,1,2,0
900233,36,1,1,1,9801.6133
900233,36,1,1,2,18086.021
200098,2,1,1,1,2047.3062
200098,2,1,1,2,5162.1768
500228,62,1,1,1,0
500228,62,1,1,2,0
300170,35,1,1,1,1606.7435
300170,35,1,1,2,4427.9058
400222,97,1,1,1,0
400222,97,1,1,2,0
900315,49,1,1,1,0
900315,49,1,1,2,0
100228,18,1,1,1,0
100228,18,1,1,2,0
200158,90,1,1,1,0
200158,90,1,1,2,0
800019,8,1,1,1,0
800019,8,1,1,2,0
1000050,10,1,1,1,3670.5588
1000050,10,1,1,2,7867.5977
800140,48,1,1,1,0
800140,48,1,1,2,1402.6123
100260,82,1,1,1,0
100260,82,1,1,2,0
200033,71,1,1,1,0
200033,71,1,1,2,0
800019,69,1,1,1,0
800019,69,1,1,2,0
500232,42,1,1,1,1740.1929
500232,42,1,1,2,4650.3213
700301,62,1,1,1,3738.2397
700301,62,1,1,2,7980.3994
93,66,1,1,1,7998.3584
93,66,1,1,2,15080.597
200162,9,1,1,1,0
200162,9,1,1,2,0
800167,57,1,1,1,0
800167,57,1,1,2,0
500097,53,1,1,1,0
500097,53,1,1,2,0
900312,100,1,1,1,0
900312,100,1,1,2,215.12103
900307,38,1,1,1,0
900307,38,1,1,2,0
800258,35,1,1,1,0
800258,35,1,1,2,1487.4346
800210,28,1,1,1,0
800210,28,1,1,2,0
400263,75,1,1,1,559.65472
400263,75,1,1,2,2682.7578
900171,48,1,1,1,0
900171,48,1,1,2,0
900124,43,1,1,1,0
900124,43,1,1,2,0
125,76,1,1,1,0
125,76,1,1,2,599.82568
400021,15,1,1,1,12558.729
400021,15,1,1,2,22681.213
300258,95,1,1,1,8620.5381
300258,95,1,1,2,16117.563
217,26,1,1,1,10847.016
217,26,1,1,2,19828.359
200190,4,1,1,1,0
200190,4,1,1,2,0
600044,89,1,1,1,0
600044,89,1,1,2,0
300229,12,1,1,1,0
300229,12,1,1,2,0
300033,69,1,1,1,0
300033,69,1,1,2,0
217,20,1,1,1,0
217,20,1,1,2,0
700301,33,1,1,1,11439.555
700301,33,1,1,2,20815.924
179,59,1,1,1,0
179,59,1,1,2,0
700268,83,1,1,1,0
700268,83,1,1,2,0
500097,31,1,1,1,0
500097,31,1,1,2,1291.5347
179,53,1,1,1,0
179,53,1,1,2,0
600024,3,1,1,1,0
600024,3,1,1,2,0
300170,6,1,1,1,4492.6621
300170,6,1,1,2,9237.7695
200098,9,1,1,1,0
200098,9,1,1,2,0
800069,21,1,1,1,0
800069,21,1,1,2,0
700268,28,1,1,1,0
700268,28,1,1,2,0
900082,76,1,1,1,0
900082,76,1,1,2,0
600210,25,1,1,1,0
600210,25,1,1,2,0
100292,25,1,1,1,0
100292,25,1,1,2,0
500170,15,1,1,1,0
500170,15,1,1,2,0
200190,26,1,1,1,0
200190,26,1,1,2,0
200033,10,1,1,1,0
200033,10,1,1,2,0
600210,86,1,1,1,0
600210,86,1,1,2,1427.1069
200098,31,1,1,1,0
200098,31,1,1,2,0
283,93,1,1,1,0
283,93,1,1,2,1367.5405
500219,23,1,1,1,0
500219,23,1,1,2,0
700163,17,1,1,1,0
700163,17,1,1,2,0
500171,83,1,1,1,0
500171,83,1,1,2,0
800028,86,1,1,1,0
800028,86,1,1,2,0
500219,29,1,1,1,0
500219,29,1,1,2,0
600299,12,1,1,1,0
600299,12,1,1,2,0
200324,53,1,1,1,0
200324,53,1,1,2,0
139,82,1,1,1,0
139,82,1,1,2,0
300062,82,1,1,1,0
300062,82,1,1,2,0
100175,61,1,1,1,0
100175,61,1,1,2,0
