EVENT_ID,IDX,PROG_ID,OUTPUT_ID,LAYER_ID,LOSS
1600203,81,1,1,2,0
1600203,87,1,1,1,0
1600203,87,1,1,2,87.170898
1400009,77,1,1,1,11515.392
1400009,77,1,1,2,20942.318
1100215,4,1,1,1,0
1100215,4,1,1,2,0
1200036,77,1,1,1,1630.0574
1200036,77,1,1,2,4466.7622
1800201,100,1,1,1,0
1800201,100,1,1,2,0
1500076,35,1,1,1,0
1500076,35,1,1,2,0
1400054,44,1,1,1,0
1400054,44,1,1,2,0
1600203,4,1,1,1,0
1600203,4,1,1,2,0
1900286,26,1,1,1,0
1900286,26,1,1,2,0
1600012,32,1,1,1,0
1600012,32,1,1,2,0
1200204,99,1,1,1,0
1200204,99,1,1,2,0
2100013,15,1,1,1,0
2100013,15,1,1,2,0
2100013,92,1,1,1,0
2100013,92,1,1,2,0
1500064,0,1,1,1,0
1500064,0,1,1,2,0
1900084,60,1,1,1,0
1900084,60,1,1,2,0
2000310,27,1,1,1,0
2000310,27,1,1,2,0
1500215,37,1,1,1,6161.4063
1500215,37,1,1,2,12019.01
1200204,62,1,1,1,0
1200204,62,1,1,2,0
1500213,2,1,1,1,0
1500213,2,1,1,2,0
1600203,82,1,1,1,0
1600203,82,1,1,2,0
1900246,3,1,1,1,0
1900246,3,1,1,2,0
1800190,44,1,1,1,0
1800190,44,1,1,2,0
1800150,55,1,1,1,0
1800150,55,1,1,2,791.03613
1300074,24,1,1,1,0
1300074,24,1,1,2,0
1500213,76,1,1,1,0
1500213,76,1,1,2,0
1800158,83,1,1,1,1454.4358
1800158,83,1,1,2,4174.0596
2000180,30,1,1,1,1667.6324
2000180,30,1,1,2,4529.3872
1400273,37,1,1,1,0
1400273,37,1,1,2,0
1000146,25,1,1,1,0
1000146,25,1,1,2,0
2100258,55,1,1,1,0
2100258,55,1,1,2,0
1500234,80,1,1,1,0
1500234,80,1,1,2,0
2100258,84,1,1,1,0
2100258,84,1,1,2,0
1000285,58,1,1,1,0
1000285,58,1,1,2,0
1900226,0,1,1,1,886.24854
1900226,0,1,1,2,3227.0808
1200118,50,1,1,1,1351.3447
1200118,50,1,1,2,4002.2412
2100006,20,1,1,1,0
2100006,20,1,1,2,0
1300050,90,1,1,1,0
1300050,90,1,1,2,0
1500236,15,1,1,1,1516.3357
1500236,15,1,1,2,4277.2261
1100122,99,1,1,1,0
1100122,99,1,1,2,1364.9761
1900286,66,1,1,1,0
1900286,66,1,1,2,0
1800221,50,1,1,1,0
1800221,50,1,1,2,0
1500190,85,1,1,1,0
1500190,85,1,1,2,0
1700028,3,1,1,1,0
1700028,3,1,1,2,0
1500167,94,1,1,1,0
1500167,94,1,1,2,0
1600283,12,1,1,1,0
1600283,12,1,1,2,0
1700128,45,1,1,1,0
1700128,45,1,1,2,0
1900011,27,1,1,1,0
1900011,27,1,1,2,0
1400266,95,1,1,1,0
1400266,95,1,1,2,0
1100033,44,1,1,1,0
1100033,44,1,1,2,249.60254
2100295,88,1,1,1,4222.3052
2100295,88,1,1,2,8787.1748
1800270,16,1,1,1,0
1800270,16,1,1,2,0
2000181,57,1,1,1,0
2000181,57,1,1,2,0
1000112,54,1,1,1,0
1000112,54,1,1,2,0
1900257,99,1,1,1,0
1900257,99,1,1,2,0
1900084,89,1,1,1,0
1900084,89,1,1,2,0
1700189,29,1,1,1,0
1700189,29,1,1,2,0
1400009,78,1,1,1,5749.0269
1400009,78,1,1,2,11331.711
1600012,53,1,1,1,0
1600012,53,1,1,2,0
1400054,23,1,1,1,0
1400054,23,1,1,2,0
1600283,54,1,1,1,0
1600283,54,1,1,2,0
1200298,34,1,1,1,0
1200298,34,1,1,2,0
1000285,16,1,1,1,0
1000285,16,1,1,2,0
1800064,59,1,1,1,0
1800064,59,1,1,2,0
1900284,50,1,1,1,12165.398
1900284,50,1,1,2,22025.664
1700157,64,1,1,1,0
1700157,64,1,1,2,358.00879
1800279,96,1,1,1,0
1800279,96,1,1,2,0
1500167,11,1,1,1,0
1500167,11,1,1,2,0
1200190,55,1,1,1,0
1200190,55,1,1,2,0
1800221,8,1,1,1,563.99695
1800221,8,1,1,2,2689.9949
1900196,80,1,1,1,0
1900196,80,1,1,2,0
1800211,77,1,1,1,5602.665
1800211,77,1,1,2,11087.774
1300118,77,1,1,1,0
1300118,77,1,1,2,0
1500076,7,1,1,1,0
1500076,7,1,1,2,0
1600095,23,1,1,1,0
1600095,23,1,1,2,0
1500246,74,1,1,1,0
1500246,74,1,1,2,0
1500236,28,1,1,1,3349.929
1500236,28,1,1,2,7333.2148
1800064,46,1,1,1,0
1800064,46,1,1,2,0
1800158,92,1,1,1,0
1800158,92,1,1,2,0
1400273,8,1,1,1,0
1400273,8,1,1,2,0
1800221,21,1,1,1,456.24158
1800221,21,1,1,2,2510.4026
1400266,59,1,1,1,55.378128
1400266,59,1,1,2,1842.2969
2100013,91,1,1,1,0
2100013,91,1,1,2,0
1300323,100,1,1,1,0
1300323,100,1,1,2,313.08643
1400054,94,1,1,1,0
1400054,94,1,1,2,0
1700074,52,1,1,1,0
1700074,52,1,1,2,0
1900009,92,1,1,1,0
1900009,92,1,1,2,0
1600087,37,1,1,1,0
1600087,37,1,1,2,0
1800190,73,1,1,1,0
1800190,73,1,1,2,0
1900196,38,1,1,1,0
1900196,38,1,1,2,0
1200242,100,1,1,1,0
1200242,100,1,1,2,0
1400201,19,1,1,1,369.67618
1400201,19,1,1,2,2366.127
1900226,29,1,1,1,0
1900226,29,1,1,2,1499.8223
1300074,98,1,1,1,0
1300074,98,1,1,2,0
1900105,51,1,1,1,0
1900105,51,1,1,2,0
1600146,53,1,1,1,7622.1602
1600146,53,1,1,2,14453.6
1800211,68,1,1,1,5932.6421
1800211,68,1,1,2,11637.736
1400273,98,1,1,1,0
1400273,98,1,1,2,524.41797
1900284,15,1,1,1,1972.0509
1900284,15,1,1,2,5036.7515
1600203,73,1,1,1,1444.6313
1600203,73,1,1,2,4157.7188
1900009,31,1,1,1,0
1900009,31,1,1,2,0
1500076,27,1,1,1,0
1500076,27,1,1,2,0
1500190,72,1,1,1,0
1500190,72,1,1,2,0
1100122,9,1,1,1,4.4982424
1100122,9,1,1,2,1757.4971
1400019,51,1,1,1,17504.852
1400019,51,1,1,2,30924.75
1600012,24,1,1,1,0
1600012,24,1,1,2,0
1500215,24,1,1,1,0
1500215,24,1,1,2,0
2100126,96,1,1,1,5983.6436
2100126,96,1,1,2,11722.739
1600012,18,1,1,1,0
1600012,18,1,1,2,0
1800150,1,1,1,1,0
1800150,1,1,1,2,0
1900226,71,1,1,1,0
1900226,71,1,1,2,0
1400266,17,1,1,1,0
1400266,17,1,1,2,0
1500262,16,1,1,1,0
1500262,16,1,1,2,0
1800272,82,1,1,1,386.58987
1800272,82,1,1,2,2394.3164
1200148,27,1,1,1,877.98694
1200148,27,1,1,2,3213.3115
1300287,92,1,1,1,0
1300287,92,1,1,2,0
1800150,96,1,1,1,1635.2151
1800150,96,1,1,2,4475.3584
1400302,45,1,1,1,846.41077
1400302,45,1,1,2,3160.6846
1000146,95,1,1,1,0
1000146,95,1,1,2,0
1900246,44,1,1,1,0
1900246,44,1,1,2,0
1400006,6,1,1,1,1266.8901
1400006,6,1,1,2,3861.4834
1400302,16,1,1,1,1624.4406
1400302,16,1,1,2,4457.4009
1900105,100,1,1,1,0
1900105,100,1,1,2,0
1200118,42,1,1,1,7881.4448
1200118,42,1,1,2,14885.741
1200242,22,1,1,1,0
1200242,22,1,1,2,0
2100123,38,1,1,1,792.16467
2100123,38,1,1,2,3070.2744
2100123,67,1,1,1,0
2100123,67,1,1,2,0
2000181,90,1,1,1,0
2000181,90,1,1,2,0
1600203,45,1,1,1,0
1600203,45,1,1,2,0
2100210,57,1,1,1,2221.0166
2100210,57,1,1,2,5451.6943
1500307,55,1,1,1,0
1500307,55,1,1,2,0
1100033,93,1,1,1,0
1100033,93,1,1,2,842.97986
1400019,87,1,1,1,6846.4824
1400019,87,1,1,2,13160.804
1900257,58,1,1,1,0
1900257,58,1,1,2,0
2100126,89,1,1,1,5537.6206
2100126,89,1,1,2,10979.367
1900226,70,1,1,1,0
1900226,70,1,1,2,1687.3872
1400283,97,1,1,1,0
1400283,97,1,1,2,0
1500246,83,1,1,1,0
1500246,83,1,1,2,0
1800279,97,1,1,1,0
1800279,97,1,1,2,0
2000310,97,1,1,1,0
2000310,97,1,1,2,0
1500262,45,1,1,1,0
1500262,45,1,1,2,0
2000135,54,1,1,1,0
2000135,54,1,1,2,0
1800081,74,1,1,1,0
1800081,74,1,1,2,0
1500234,18,1,1,1,1914.3036
1500234,18,1,1,2,4940.5059
1000285,17,1,1,1,0
1000285,17,1,1,2,0
1700074,93,1,1,1,0
1700074,93,1,1,2,0
1400086,32,1,1,1,0
1400086,32,1,1,2,284.93481
1600092,98,1,1,1,6744.7813
1600092,98,1,1,2,12991.302
1800079,20,1,1,1,2096.144
1800079,20,1,1,2,5243.5732
2100295,5,1,1,1,1222.8291
2100295,5,1,1,2,3788.0483
1500236,98,1,1,1,6036.9121
1500236,98,1,1,2,11811.52
1200190,35,1,1,1,0
1200190,35,1,1,2,0
1800288,73,1,1,1,5131.4106
1800288,73,1,1,2,10302.351
1100149,77,1,1,1,0
1100149,77,1,1,2,0
1800279,55,1,1,1,0
1800279,55,1,1,2,0
2100013,21,1,1,1,0
2100013,21,1,1,2,0
2100028,5,1,1,1,10582.124
2100028,5,1,1,2,19386.873
1900284,91,1,1,1,0
1900284,91,1,1,2,1467.167
1400086,61,1,1,1,555.08252
1400086,61,1,1,2,2675.1375
1400009,8,1,1,1,12183.816
1400009,8,1,1,2,22056.359
1300250,22,1,1,1,4232.8438
1300250,22,1,1,2,8804.7393
1100149,3,1,1,1,0
1100149,3,1,1,2,0
1200036,7,1,1,1,1245.8195
1200036,7,1,1,2,3826.3657
1300050,83,1,1,1,0
1300050,83,1,1,2,0
2100013,8,1,1,1,0
2100013,8,1,1,2,0
1400054,93,1,1,1,0
1400054,93,1,1,2,0
1500246,41,1,1,1,0
1500246,41,1,1,2,0
1300250,9,1,1,1,8652.9111
1300250,9,1,1,2,16171.518
1800279,68,1,1,1,3857.2754
1800279,68,1,1,2,8178.792
1400009,28,1,1,1,13921.241
1400009,28,1,1,2,24952.068
1700243,90,1,1,1,0
1700243,90,1,1,2,0
1800190,37,1,1,1,0
1800190,37,1,1,2,0
1900196,2,1,1,1,0
1900196,2,1,1,2,0
1500213,77,1,1,1,0
1500213,77,1,1,2,0
1700128,9,1,1,1,3901.2688
1700128,9,1,1,2,8252.1143
1100122,79,1,1,1,1456.3472
1100122,79,1,1,2,4177.2451
2100126,60,1,1,1,12175.453
2100126,60,1,1,2,22042.422
1100149,16,1,1,1,0
1100149,16,1,1,2,0
1600283,90,1,1,1,0
1600283,90,1,1,2,0
2100176,41,1,1,1,10508.4
2100176,41,1,1,2,19264
1400288,96,1,1,1,0
1400288,96,1,1,2,0
1800201,25,1,1,1,0
1800201,25,1,1,2,0
1200036,16,1,1,1,3276.2771
1200036,16,1,1,2,7210.4614
1600087,3,1,1,1,0
1600087,3,1,1,2,0
1700243,0,1,1,1,0
1700243,0,1,1,2,0
1900105,10,1,1,1,0
1900105,10,1,1,2,0
1300250,92,1,1,1,7054.2026
1300250,92,1,1,2,13507.004
1400202,58,1,1,1,5471.8076
1400202,58,1,1,2,10869.679
1800211,7,1,1,1,0
1800211,7,1,1,2,0
1300291,36,1,1,1,0
1300291,36,1,1,2,0
1500167,89,1,1,1,0
1500167,89,1,1,2,0
2000181,48,1,1,1,0
2000181,48,1,1,2,0
1400006,67,1,1,1,0
1400006,67,1,1,2,0
1800221,57,1,1,1,3578.686
1800221,57,1,1,2,7714.4766
1400019,45,1,1,1,11016.828
1400019,45,1,1,2,20111.379
1800064,87,1,1,1,0
1800064,87,1,1,2,0
1500167,95,1,1,1,0
1500167,95,1,1,2,0
1500190,78,1,1,1,0
1500190,78,1,1,2,0
1900009,51,1,1,1,0
1900009,51,1,1,2,0
1600102,6,1,1,1,7523.9683
1600102,6,1,1,2,14289.946
1900284,49,1,1,1,11808.959
1900284,49,1,1,2,21431.598
1500215,38,1,1,1,0
1500215,38,1,1,2,0
1400266,94,1,1,1,0
1400266,94,1,1,2,0
1900105,87,1,1,1,0
1900105,87,1,1,2,0
2100028,76,1,1,1,0
2100028,76,1,1,2,0
1900284,85,1,1,1,10991.057
1900284,85,1,1,2,20068.428
1300312,3,1,1,1,0
1300312,3,1,1,2,0
1300323,17,1,1,1,0
1300323,17,1,1,2,0
1900084,19,1,1,1,0
1900084,19,1,1,2,0
1400040,36,1,1,1,3706.5652
1400040,36,1,1,2,7927.6084
1800056,7,1,1,1,4092.8328
1800056,7,1,1,2,8571.3877
1700109,21,1,1,1,0
1700109,21,1,1,2,0
2100223,37,1,1,1,0
2100223,37,1,1,2,0
1500262,24,1,1,1,0
1500262,24,1,1,2,0
1400202,37,1,1,1,4998.29
1400202,37,1,1,2,10080.483
1400098,60,1,1,1,4782.6548
1400098,60,1,1,2,9721.0908
1300291,44,1,1,1,0
1300291,44,1,1,2,0
1500307,18,1,1,1,0
1500307,18,1,1,2,0
1200204,21,1,1,1,0
1200204,21,1,1,2,0
1600200,5,1,1,1,0
1600200,5,1,1,2,0
1100033,85,1,1,1,0
1100033,85,1,1,2,0
1500307,47,1,1,1,0
1500307,47,1,1,2,0
1700109,50,1,1,1,5897.957
1700109,50,1,1,2,11579.928
1900284,16,1,1,1,146.05811
1900284,16,1,1,2,1993.4302
1200242,1,1,1,1,0
1200242,1,1,1,2,0
1700128,4,1,1,1,1697.3707
1700128,4,1,1,2,4578.9512
2100006,98,1,1,1,0
2100006,98,1,1,2,0
1100033,11,1,1,1,0
1100033,11,1,1,2,0
1200298,35,1,1,1,0
1200298,35,1,1,2,0
1100052,26,1,1,1,0
1100052,26,1,1,2,0
1400040,65,1,1,1,0
1400040,65,1,1,2,0
1700243,69,1,1,1,0
1700243,69,1,1,2,0
1900257,37,1,1,1,0
1900257,37,1,1,2,0
1000285,25,1,1,1,0
1000285,25,1,1,2,0
1500246,75,1,1,1,2037.6097
1500246,75,1,1,2,5146.0161
2000311,54,1,1,1,259.95938
2000311,54,1,1,2,2183.2656
1900286,25,1,1,1,0
1900286,25,1,1,2,0
1600202,27,1,1,1,0
1600202,27,1,1,2,132.91943
1200077,33,1,1,1,0
1200077,33,1,1,2,0
1900105,92,1,1,1,0
1900105,92,1,1,2,0
1400086,66,1,1,1,0
1400086,66,1,1,2,1239.1963
1600146,12,1,1,1,4744.6021
1600146,12,1,1,2,9657.6699
2100126,97,1,1,1,16906.143
2100126,97,1,1,2,29926.902
1900284,86,1,1,1,0
1900284,86,1,1,2,0
1700189,63,1,1,1,0
1700189,63,1,1,2,0
2100013,16,1,1,1,0
2100013,16,1,1,2,0
1600012,19,1,1,1,0
1600012,19,1,1,2,0
2100013,58,1,1,1,0
2100013,58,1,1,2,0
1500262,53,1,1,1,0
1500262,53,1,1,2,0
1900157,53,1,1,1,10378.023
1900157,53,1,1,2,19046.705
1800079,28,1,1,1,4108.1201
1800079,28,1,1,2,8596.8662
1600146,54,1,1,1,3402.408
1600146,54,1,1,2,7420.6797
1400201,89,1,1,1,3580.1702
1400201,89,1,1,2,7716.9502
1300090,86,1,1,1,0
1300090,86,1,1,2,0
2000225,93,1,1,1,0
2000225,93,1,1,2,0
1800288,65,1,1,1,424.11331
1800288,65,1,1,2,2456.8555
1100215,5,1,1,1,0
1100215,5,1,1,2,0
2000135,46,1,1,1,5238.3389
2000135,46,1,1,2,10480.564
1400133,34,1,1,1,0
1400133,34,1,1,2,0
1300323,38,1,1,1,0
1300323,38,1,1,2,0
2100028,0,1,1,1,3972.752
2100028,0,1,1,2,8371.2529
1400054,24,1,1,1,0
1400054,24,1,1,2,0
1600095,3,1,1,1,0
1600095,3,1,1,2,0
1100215,82,1,1,1,0
1100215,82,1,1,2,0
1900226,91,1,1,1,0
1900226,91,1,1,2,0
1900196,39,1,1,1,0
1900196,39,1,1,2,0
1700157,15,1,1,1,0
1700157,15,1,1,2,0
1500246,33,1,1,1,0
1500246,33,1,1,2,0
1300250,1,1,1,1,7710.8242
1300250,1,1,1,2,14601.373
1500190,2,1,1,1,0
1500190,2,1,1,2,0
1800064,79,1,1,1,0
1800064,79,1,1,2,0
1800221,49,1,1,1,2800.0166
1800221,49,1,1,2,6416.6943
1800279,76,1,1,1,2606.5469
1800279,76,1,1,2,6094.2446
2000181,56,1,1,1,0
2000181,56,1,1,2,0
1900011,97,1,1,1,4166.73
1900011,97,1,1,2,8694.5498
1100122,71,1,1,1,885.72925
1100122,71,1,1,2,3226.2153
2000311,41,1,1,1,7229.1436
2000311,41,1,1,2,13798.572
2100295,26,1,1,1,1909.7946
2100295,26,1,1,2,4932.9907
1500064,7,1,1,1,0
1500064,7,1,1,2,0
1400184,5,1,1,1,3141.1123
1400184,5,1,1,2,6985.187
1800190,45,1,1,1,0
1800190,45,1,1,2,0
1700243,98,1,1,1,0
1700243,98,1,1,2,0
1500213,85,1,1,1,0
1500213,85,1,1,2,0
1300291,86,1,1,1,0
1300291,86,1,1,2,160.68652
1900009,72,1,1,1,0
1900009,72,1,1,2,0
1100149,8,1,1,1,0
1100149,8,1,1,2,0
2000179,2,1,1,1,0
2000179,2,1,1,2,0
1300050,91,1,1,1,0
1300050,91,1,1,2,0
1000146,20,1,1,1,0
1000146,20,1,1,2,0
1200036,44,1,1,1,1447.6134
1200036,44,1,1,2,4162.689
1900157,40,1,1,1,8532.2793
1900157,40,1,1,2,15970.465
1800201,17,1,1,1,0
1800201,17,1,1,2,0
1200204,63,1,1,1,0
1200204,63,1,1,2,0
1300250,84,1,1,1,925.82623
1300250,84,1,1,2,3293.0437
1900105,31,1,1,1,0
1900105,31,1,1,2,0
1200036,8,1,1,1,0
1200036,8,1,1,2,1143.4194
1400288,82,1,1,1,1216.9049
1400288,82,1,1,2,3778.1748
1900246,94,1,1,1,0
1900246,94,1,1,2,0
1400273,78,1,1,1,3584.7634
1400273,78,1,1,2,7724.6055
1500215,30,1,1,1,5768.6133
1500215,30,1,1,2,11364.355
1900246,39,1,1,1,0
1900246,39,1,1,2,0
1400288,62,1,1,1,10005.018
1400288,62,1,1,2,18425.029
1500190,86,1,1,1,0
1500190,86,1,1,2,0
1100122,29,1,1,1,6769.2295
1100122,29,1,1,2,13032.049
1400006,81,1,1,1,1168.7743
1400006,81,1,1,2,3697.957
2000179,85,1,1,1,0
2000179,85,1,1,2,0
1900257,1,1,1,1,0
1900257,1,1,1,2,0
1400086,67,1,1,1,0
1400086,67,1,1,2,0
1500307,75,1,1,1,0
1500307,75,1,1,2,0
1300074,93,1,1,1,0
1300074,93,1,1,2,0
1500123,95,1,1,1,0
1500123,95,1,1,2,0
1800201,10,1,1,1,0
1800201,10,1,1,2,1132.212
1800272,62,1,1,1,2766.6951
1800272,62,1,1,2,6361.1582
1300090,58,1,1,1,0
1300090,58,1,1,2,0
1900284,36,1,1,1,11390.893
1900284,36,1,1,2,20734.82
1300265,16,1,1,1,0
1300265,16,1,1,2,478.68701
1900009,87,1,1,1,0
1900009,87,1,1,2,0
1700232,11,1,1,1,0
1700232,11,1,1,2,0
1800221,22,1,1,1,287.92151
1800221,22,1,1,2,2229.8691
1700247,77,1,1,1,1917.6947
1700247,77,1,1,2,4946.1577
1500246,47,1,1,1,0
1500246,47,1,1,2,0
1400054,2,1,1,1,0
1400054,2,1,1,2,0
1300118,91,1,1,1,1284.6422
1300118,91,1,1,2,3891.0703
1900157,17,1,1,1,0
1900157,17,1,1,2,95.591309
1900196,17,1,1,1,0
1900196,17,1,1,2,0
1500064,21,1,1,1,689.47559
1500064,21,1,1,2,2899.126
2100006,21,1,1,1,0
2100006,21,1,1,2,0
1700109,49,1,1,1,400.44669
1700109,49,1,1,2,2417.4111
1800279,69,1,1,1,1839.429
1800279,69,1,1,2,4815.7148
1800158,55,1,1,1,8657.6836
1800158,55,1,1,2,16179.473
2100028,14,1,1,1,0
2100028,14,1,1,2,1479.6694
2100028,20,1,1,1,4266.9712
2100028,20,1,1,2,8861.6182
1900084,55,1,1,1,0
1900084,55,1,1,2,0
1300050,69,1,1,1,0
1300050,69,1,1,2,0
2100123,74,1,1,1,0
2100123,74,1,1,2,0
1800288,37,1,1,1,0
1800288,37,1,1,2,0
1900084,61,1,1,1,0
1900084,61,1,1,2,0
1200242,21,1,1,1,0
1200242,21,1,1,2,0
1700197,74,1,1,1,0
1700197,74,1,1,2,0
1400202,57,1,1,1,19775.988
1400202,57,1,1,2,34709.98
1400133,14,1,1,1,0
1400133,14,1,1,2,0
1900246,24,1,1,1,0
1900246,24,1,1,2,0
1000112,40,1,1,1,0
1000112,40,1,1,2,0
1500167,80,1,1,1,0
1500167,80,1,1,2,0
1600095,37,1,1,1,0
1600095,37,1,1,2,0
1800288,59,1,1,1,0
1800288,59,1,1,2,0
1600092,7,1,1,1,6533.249
1600092,7,1,1,2,12638.748
1800081,88,1,1,1,0
1800081,88,1,1,2,0
1600283,40,1,1,1,0
1600283,40,1,1,2,0
1500307,69,1,1,1,0
1500307,69,1,1,2,0
2100223,23,1,1,1,0
2100223,23,1,1,2,0
1100033,10,1,1,1,0
1100033,10,1,1,2,0
1700028,79,1,1,1,0
1700028,79,1,1,2,0
1200118,64,1,1,1,0
1200118,64,1,1,2,0
2100210,30,1,1,1,0
2100210,30,1,1,2,0
1500236,65,1,1,1,26390.223
1500236,65,1,1,2,45733.703
1700232,33,1,1,1,0
1700232,33,1,1,2,0
2100006,76,1,1,1,0
2100006,76,1,1,2,0
2000179,91,1,1,1,0
2000179,91,1,1,2,0
1900226,34,1,1,1,0
1900226,34,1,1,2,0
2100210,91,1,1,1,9844.9531
2100210,91,1,1,2,18158.254
1900157,39,1,1,1,0
1900157,39,1,1,2,1648.8936
2000180,44,1,1,1,764.35492
2000180,44,1,1,2,3023.9248
1800056,62,1,1,1,16888.254
1800056,62,1,1,2,29897.088
1100033,71,1,1,1,0
1100033,71,1,1,2,0
1700232,94,1,1,1,0
1700232,94,1,1,2,0
1300312,54,1,1,1,0
1300312,54,1,1,2,775.79688
1300265,10,1,1,1,9801.1787
1300265,10,1,1,2,18085.297
1400302,51,1,1,1,0
1400302,51,1,1,2,0
1400098,13,1,1,1,0
1400098,13,1,1,2,0
1700028,18,1,1,1,0
1700028,18,1,1,2,74.22168
2000074,0,1,1,1,0
2000074,0,1,1,2,0
