summary_id,type,loss,Return period
3,2,31602.5,29.41176471
3,2,31247.15,27.77777778
3,2,30833.11,26.31578947
3,2,30571.75,25
3,2,30557.56,23.80952381
3,2,30514.63,22.72727273
3,2,30373.28,21.73913043
3,2,30168.48,20.83333333
3,2,28413.73,20
3,2,28285.48,19.23076923
3,2,28212.07,18.51851852
3,2,28179.26,17.85714286
3,2,27841.48,17.24137931
3,2,27693.93,16.66666667
3,2,27572.76,16.12903226
3,2,27295.2,15.625
3,2,26864.29,15.15151515
3,2,25835.23,14.70588235
3,2,25751.83,14.28571429
3,2,24782.15,13.88888889
3,2,24566.78,13.51351351
3,2,23606.25,13.15789474
3,2,23379.32,12.82051282
3,2,22993.83,12.5
3,2,22011.35,12.19512195
3,2,21880.8,11.9047619
3,2,21728.15,11.62790698
3,2,21426.94,11.36363636
3,2,20992.26,11.11111111
3,2,20896.13,10.86956522
3,2,20513.29,10.63829787
3,2,20307.07,10.41666667
3,2,20304.32,10.20408163
3,2,19816.59,10
3,2,19800.67,9.803921569
3,2,19039.24,9.615384615
3,2,18942.96,9.433962264
3,2,18168.2,9.259259259
3,2,17847.1,9.090909091
3,2,17288.14,8.928571429
3,2,17112.66,8.771929825
3,2,16789.59,8.620689655
3,2,16519.72,8.474576271
3,2,16474.04,8.333333333
3,2,16043.4,8.196721311
3,2,15944.12,8.064516129
3,2,15611.79,7.936507937
3,2,15353.58,7.8125
3,2,14963.66,7.692307692
3,2,14913.55,7.575757576
3,2,14858.22,7.462686567
3,2,14788.55,7.352941176
3,2,13840.63,7.246376812
3,2,13724.12,7.142857143
3,2,13568.44,7.042253521
3,2,13286.83,6.944444444
3,2,13278.69,6.849315068
3,2,13263.76,6.756756757
3,2,13202.71,6.666666667
3,2,12721.82,6.578947368
3,2,12672.58,6.493506494
3,2,12644.48,6.41025641
3,2,11490.97,6.329113924
3,2,10725.15,6.25
3,2,10509.19,6.172839506
3,2,10410.39,6.097560976
3,2,9642.35,6.024096386
3,2,8229.08,5.952380952
3,2,8164.92,5.882352941
3,2,6845.18,5.813953488
3,2,6070.53,5.747126437
3,2,5350.76,5.681818182
3,2,3664.7,5.617977528
3,2,3281.58,5.555555556
4,2,43375.8,500
4,2,32835.75,250
4,2,32503.64,166.6666667
4,2,31714.34,125
4,2,29841.49,100
4,2,28708.45,83.33333333
4,2,27380.31,71.42857143
4,2,25028.6,62.5
4,2,24892.62,55.55555556
4,2,24389.52,50
4,2,24276.86,45.45454545
4,2,23122.8,41.66666667
4,2,22606.61,38.46153846
4,2,22527.28,35.71428571
4,2,22490.93,33.33333333
4,2,21718.77,31.25
4,2,21286.07,29.41176471
4,2,21224.61,27.77777778
4,2,20681.82,26.31578947
4,2,20506.5,25
4,2,19119.44,23.80952381
4,2,17230.63,22.72727273
4,2,16929.81,21.73913043
4,2,16491.49,20.83333333
4,2,15871.79,20
4,2,15535.21,19.23076923
4,2,15177.49,18.51851852
4,2,14908.38,17.85714286
4,2,14871.79,17.24137931
4,2,14726.06,16.66666667
4,2,14373.91,16.12903226
4,2,14058.99,15.625
4,2,14002.58,15.15151515
4,2,13129.22,14.70588235
4,2,13025.88,14.28571429
4,2,12889.8,13.88888889
4,2,12655.81,13.51351351
4,2,12413.27,13.15789474
4,2,11442.09,12.82051282
4,2,11273.74,12.5
4,2,10998.01,12.19512195
4,2,10395.73,11.9047619
4,2,9841.91,11.62790698
4,2,9818.8,11.36363636
4,2,9242.98,11.11111111
4,2,9223.69,10.86956522
4,2,9212.63,10.63829787
4,2,8524.08,10.41666667
4,2,8371.17,10.20408163
4,2,8267.46,10
4,2,8013.4,9.803921569
4,2,7538.54,9.615384615
4,2,7331.54,9.433962264
4,2,7236.73,9.259259259
4,2,6938.01,9.090909091
4,2,5254.16,8.928571429
4,2,3692.2,8.771929825
4,2,2855.14,8.620689655
5,2,61367.23,500
5,2,56166.22,250
5,2,42881.92,166.6666667
5,2,42667.92,125
5,2,41425.17,100
5,2,39381.27,83.33333333
5,2,36096.27,71.42857143
5,2,34745.87,62.5
5,2,34281.91,55.55555556
5,2,34014.92,50
5,2,30741.52,45.45454545
5,2,30544.34,41.66666667
5,2,30534.33,38.46153846
5,2,29812.19,35.71428571
5,2,29165.87,33.33333333
5,2,28890.8,31.25
5,2,27455.29,29.41176471
5,2,27121.57,27.77777778
5,2,26181.18,26.31578947
5,2,26082.71,25
5,2,26055.22,23.80952381
5,2,25776.14,22.72727273
5,2,25327.48,21.73913043
5,2,24605.3,20.83333333
5,2,24213.69,20
5,2,23976.81,19.23076923
5,2,23439,18.51851852
5,2,22722.45,17.85714286
5,2,22235.38,17.24137931
5,2,19652.29,16.66666667
5,2,19164.13,16.12903226
5,2,17996.78,15.625
5,2,17921.87,15.15151515
5,2,17013.03,14.70588235
5,2,16405.9,14.28571429
5,2,16130.04,13.88888889
5,2,15969.57,13.51351351
5,2,15663.81,13.15789474
5,2,15232.56,12.82051282
5,2,14846.52,12.5
5,2,14817.22,12.19512195
5,2,14331.09,11.9047619
5,2,12851.36,11.62790698
5,2,12778.55,11.36363636
5,2,11780.9,11.11111111
5,2,10800.56,10.86956522
5,2,10336.7,10.63829787
5,2,9849.08,10.41666667
5,2,9838.85,10.20408163
5,2,9770.96,10
5,2,9109.61,9.803921569
5,2,7975.1,9.615384615
5,2,4965.96,9.433962264
5,2,4424.24,9.259259259
5,2,4213.16,9.090909091
5,2,3297.88,8.928571429
6,2,12760.39,500
6,2,12521.99,250
6,2,12232.78,166.6666667
6,2,10950.31,125
6,2,10888.49,100
6,2,10443.78,83.33333333
6,2,10121.84,71.42857143
6,2,10094.55,62.5
6,2,10065.59,55.55555556
6,2,10017.32,50
6,2,9882.27,45.45454545
6,2,9812.31,41.66666667
6,2,9387.21,38.46153846
6,2,8921.22,35.71428571
6,2,8909.01,33.33333333
6,2,8792.89,31.25
6,2,8787.08,29.41176471
6,2,8321.57,27.77777778
6,2,#N/A,26.31578947
6,2,7934.17,25
6,2,7586.98,23.80952381
6,2,7322.82,22.72727273
6,2,7315.21,21.73913043
6,2,7310.81,20.83333333
6,2,7182.63,20
6,2,6793.13,19.23076923
6,2,6567.9,18.51851852
6,2,6549.46,17.85714286
6,2,6414.82,17.24137931
6,2,6212.5,16.66666667
6,2,5603.92,16.12903226
6,2,4413.36,15.625
6,2,4223.85,15.15151515
6,2,4068.26,14.70588235
6,2,4050.52,14.28571429
6,2,4041.14,13.88888889
6,2,3139.44,13.51351351
6,2,3015.5,13.15789474
6,2,2761.69,12.82051282
6,2,2695.42,12.5
6,2,1962.84,12.19512195
7,2,25923.12,500
7,2,23559.83,250
7,2,19511.14,166.6666667
7,2,19230.36,125
7,2,18592.56,100
7,2,16980.64,83.33333333
7,2,15620.51,71.42857143
7,2,15593.99,62.5
7,2,14121.83,55.55555556
7,2,13880.23,50
7,2,13719.51,45.45454545
7,2,13195.75,41.66666667
7,2,13175.62,38.46153846
7,2,12148.45,35.71428571
7,2,12032.55,33.33333333
7,2,12018.18,31.25
7,2,11714.08,29.41176471
7,2,11459.77,27.77777778
7,2,11256.24,26.31578947
7,2,10933.29,25
7,2,10867.04,23.80952381
7,2,10131.69,22.72727273
7,2,10025.26,21.73913043
7,2,9925.21,20.83333333
7,2,9842.53,20
7,2,9829.16,19.23076923
7,2,9792.93,18.51851852
7,2,9768.03,17.85714286
7,2,9521.53,17.24137931
7,2,9303.05,16.66666667
7,2,9173.71,16.12903226
7,2,8986.41,15.625
7,2,8489.91,15.15151515
7,2,8428.75,14.70588235
7,2,8300.32,14.28571429
7,2,8121.78,13.88888889
7,2,7963.02,13.51351351
7,2,7961.11,13.15789474
7,2,7714.09,12.82051282
7,2,7623,12.5
7,2,7461.72,12.19512195
7,2,7456.7,11.9047619
7,2,7220.52,11.62790698
7,2,7125.39,11.36363636
7,2,7111.47,11.11111111
7,2,6849.82,10.86956522
7,2,6386.7,10.63829787
7,2,6296.86,10.41666667
7,2,6059.39,10.20408163
7,2,5972.86,10
7,2,5644.67,9.803921569
7,2,5573.31,9.615384615
7,2,5326.87,9.433962264
7,2,5250.9,9.259259259
7,2,5223.09,9.090909091
7,2,4626.04,8.928571429
7,2,3815.59,8.771929825
7,2,3769.1,8.620689655
7,2,3648.13,8.474576271
7,2,2649.22,8.333333333
7,2,2032.48,8.196721311
7,2,2000.13,8.064516129
7,2,1748.05,7.936507937
7,2,1624.16,7.8125
7,2,700.05,7.692307692
7,2,530.31,7.575757576
7,2,349.07,7.462686567
7,2,19.69,7.352941176
8,2,16996.11,500
8,2,16301.06,250
8,2,15484.09,166.6666667
8,2,14846.5,125
8,2,14127.1,100
8,2,12169.6,83.33333333
8,2,12119.37,71.42857143
8,2,11667.89,62.5
8,2,11548.78,55.55555556
8,2,10926.24,50
8,2,10491.52,45.45454545
8,2,10451.94,41.66666667
8,2,10259.03,38.46153846
8,2,9935.33,35.71428571
8,2,9835.34,33.33333333
8,2,9800.77,31.25
8,2,9785.96,29.41176471
8,2,9419.5,27.77777778
8,2,9234.38,26.31578947
8,2,9018.09,25
8,2,8905.93,23.80952381
8,2,8726.84,22.72727273
8,2,8519.56,21.73913043
8,2,8192.87,20.83333333
8,2,7936.49,20
8,2,7619.47,19.23076923
8,2,7295.65,18.51851852
8,2,6969.44,17.85714286
8,2,6760.54,17.24137931
8,2,6583.72,16.66666667
8,2,6357.55,16.12903226
8,2,6193.95,15.625
8,2,5997.95,15.15151515
8,2,5881.23,14.70588235
8,2,5814.85,14.28571429
8,2,5562.98,13.88888889
8,2,5459.39,13.51351351
8,2,5036.47,13.15789474
8,2,4811.69,12.82051282
8,2,4157.22,12.5
8,2,3549.89,12.19512195
8,2,3249.64,11.9047619
8,2,2429.92,11.62790698
8,2,2217.59,11.36363636
8,2,1875.43,11.11111111
8,2,760.5,10.86956522
12,2,70097.36,500
12,2,56716.12,250
12,2,55159.34,166.6666667
12,2,54442.12,125
12,2,52148.65,100
12,2,47181.79,83.33333333
12,2,44840.59,71.42857143
12,2,42946.01,62.5
12,2,40590.46,55.55555556
12,2,37447.43,50
12,2,35352.84,45.45454545
12,2,33343.34,41.66666667
12,2,32864.37,38.46153846
12,2,32480.11,35.71428571
12,2,30784.3,33.33333333
12,2,29450.91,31.25
12,2,28615.47,29.41176471
12,2,28237.24,27.77777778
12,2,28141.26,26.31578947
12,2,27653.32,25
12,2,27300.56,23.80952381
12,2,27098.83,22.72727273
12,2,25611.26,21.73913043
12,2,25575.45,20.83333333
12,2,25170.38,20
12,2,25098.68,19.23076923
12,2,24866.03,18.51851852
12,2,23611.39,17.85714286
12,2,23603.3,17.24137931
12,2,23415.22,16.66666667
12,2,23136.66,16.12903226
12,2,22231.75,15.625
12,2,21779.7,15.15151515
12,2,21704.1,14.70588235
12,2,21583.45,14.28571429
12,2,21417.17,13.88888889
12,2,21229.73,13.51351351
12,2,20648.66,13.15789474
12,2,20338.03,12.82051282
12,2,20258.58,12.5
12,2,19904.42,12.19512195
12,2,19695.93,11.9047619
12,2,19617.34,11.62790698
12,2,19534.67,11.36363636
12,2,19041.06,11.11111111
12,2,17163.3,10.86956522
12,2,17001.94,10.63829787
12,2,16585.13,10.41666667
12,2,16478.98,10.20408163
12,2,15300.74,10
12,2,15184.11,9.803921569
12,2,14995.32,9.615384615
12,2,14124.41,9.433962264
12,2,13857.05,9.259259259
12,2,13377.1,9.090909091
12,2,12002.43,8.928571429
12,2,11426.85,8.771929825
12,2,9213.38,8.620689655
12,2,7649.72,8.474576271
12,2,7539.18,8.333333333
12,2,7305.27,8.196721311
13,2,28928.4,500
13,2,22575.52,250
13,2,21100.4,166.6666667
13,2,20082.9,125
13,2,19641.02,100
13,2,18692.51,83.33333333
13,2,18643.92,71.42857143
13,2,18384.14,62.5
13,2,17618.33,55.55555556
13,2,17243.15,50
13,2,16961.78,45.45454545
13,2,16789.98,41.66666667
13,2,16773.66,38.46153846
13,2,15601.79,35.71428571
13,2,15320.48,33.33333333
13,2,14899.29,31.25
13,2,13900.69,29.41176471
13,2,13645,27.77777778
13,2,13588.69,26.31578947
13,2,13145.17,25
13,2,13065.73,23.80952381
13,2,13064.22,22.72727273
13,2,13012.4,21.73913043
13,2,12989.46,20.83333333
13,2,12668.54,20
13,2,12123.02,19.23076923
13,2,11882.22,18.51851852
13,2,11592.38,17.85714286
13,2,11285.49,17.24137931
13,2,11264.68,16.66666667
13,2,11056.19,16.12903226
13,2,10610.1,15.625
13,2,10466.2,15.15151515
13,2,10441.69,14.70588235
13,2,10326.51,14.28571429
13,2,9890.99,13.88888889
13,2,9775.33,13.51351351
13,2,9326.45,13.15789474
13,2,9116.72,12.82051282
13,2,9017.15,12.5
13,2,9013.42,12.19512195
13,2,8997.93,11.9047619
13,2,8921.59,11.62790698
13,2,8551.32,11.36363636
13,2,8495.52,11.11111111
13,2,8385.92,10.86956522
13,2,8057.43,10.63829787
13,2,7748.87,10.41666667
13,2,7672.48,10.20408163
13,2,7115.05,10
13,2,6564.57,9.803921569
13,2,6425.87,9.615384615
13,2,6320.49,9.433962264
13,2,6291.15,9.259259259
13,2,6033.31,9.090909091
13,2,5692.21,8.928571429
13,2,5486.92,8.771929825
13,2,5392.35,8.620689655
13,2,5289.1,8.474576271
13,2,4921.96,8.333333333
13,2,3983.04,8.196721311
13,2,3943.64,8.064516129
13,2,2602.91,7.936507937
14,2,48864.38,500
14,2,43276.61,250
14,2,35165.73,166.6666667
14,2,34790.62,125
14,2,29302.73,100
14,2,24954.7,83.33333333
14,2,21925.03,71.42857143
14,2,20707.01,62.5
14,2,14466.25,55.55555556
14,2,2627.81,50
14,2,788.8,45.45454545
14,2,444.61,41.66666667
15,2,72887.34,500
15,2,61970.91,250
15,2,48260.53,166.6666667
15,2,47737.58,125
15,2,42753.64,100
15,2,39001.88,83.33333333
15,2,36180.02,71.42857143
15,2,33010.31,62.5
15,2,32263.43,55.55555556
15,2,30559.45,50
15,2,23535.33,45.45454545
15,2,23433.23,41.66666667
15,2,18555.48,38.46153846
15,2,13960.99,35.71428571
15,2,12529.57,33.33333333
15,2,8421.43,31.25
16,2,56112.73,500
16,2,51615.55,250
16,2,47347.38,166.6666667
16,2,44457.05,125
16,2,43224.77,100
16,2,42380.41,83.33333333
16,2,42125.36,71.42857143
16,2,38697.71,62.5
16,2,35779.72,55.55555556
16,2,34713.02,50
16,2,34078.64,45.45454545
16,2,33122.73,41.66666667
16,2,32742.09,38.46153846
16,2,31582.26,35.71428571
16,2,29246.68,33.33333333
16,2,21765.96,31.25
16,2,20989.82,29.41176471
16,2,20606.61,27.77777778
16,2,18031.24,26.31578947
16,2,17621.6,25
16,2,17494.8,23.80952381
16,2,16027.25,22.72727273
16,2,15239.06,21.73913043
16,2,14685.91,20.83333333
16,2,13928.26,20
16,2,12847.9,19.23076923
16,2,11372.72,18.51851852
17,2,22787.88,500
17,2,21729.95,250
17,2,20244.63,166.6666667
17,2,19994.01,125
17,2,19551.53,100
17,2,19409.18,83.33333333
17,2,19279.27,71.42857143
17,2,18901.94,62.5
17,2,16829.74,55.55555556
17,2,16801.7,50
17,2,16466.12,45.45454545
17,2,15211.39,41.66666667
17,2,14497.21,38.46153846
17,2,14037.54,35.71428571
17,2,13335.88,33.33333333
17,2,12663.45,31.25
17,2,11368.42,29.41176471
17,2,10166.73,27.77777778
17,2,9768.92,26.31578947
17,2,8803.56,25
17,2,8299.16,23.80952381
17,2,7665.51,22.72727273
17,2,7072.71,21.73913043
17,2,6761.61,20.83333333
17,2,6227.77,20
17,2,3276.53,19.23076923
17,2,2441.8,18.51851852
17,2,2391.6,17.85714286
17,2,976.85,17.24137931
17,2,810.43,16.66666667
18,2,96535.9,500
18,2,91900.05,250
18,2,72523.38,166.6666667
18,2,71405.65,125
18,2,69302.82,100
18,2,59637.62,83.33333333
18,2,57774.95,71.42857143
18,2,56517.77,62.5
18,2,55362.78,55.55555556
18,2,54249.98,50
18,2,54048.21,45.45454545
18,2,54041.68,41.66666667
18,2,52583.45,38.46153846
18,2,50727.8,35.71428571
18,2,49395.23,33.33333333
18,2,48012.03,31.25
18,2,44486.57,29.41176471
18,2,44181.99,27.77777778
18,2,43633.02,26.31578947
18,2,39216.2,25
18,2,38276.07,23.80952381
18,2,36295.17,22.72727273
18,2,36200.88,21.73913043
18,2,34400.78,20.83333333
18,2,34214.54,20
18,2,33986.25,19.23076923
18,2,32158.13,18.51851852
18,2,31895.8,17.85714286
18,2,31134.17,17.24137931
18,2,30247.3,16.66666667
18,2,28720.22,16.12903226
18,2,27294.46,15.625
18,2,26542.77,15.15151515
18,2,24818.07,14.70588235
18,2,24489.12,14.28571429
18,2,24059.2,13.88888889
18,2,23820.14,13.51351351
18,2,20047.77,13.15789474
18,2,18995.47,12.82051282
18,2,17174.58,12.5
18,2,17085.73,12.19512195
18,2,14494.14,11.9047619
18,2,12359.03,11.62790698
18,2,11470.18,11.36363636
18,2,8486.09,11.11111111
18,2,3845.67,10.86956522
19,2,3747.45,500
19,2,3003.96,250
19,2,2399.42,166.6666667
19,2,2293.04,125
19,2,2036.12,100
19,2,2018.3,83.33333333
19,2,1910.84,71.42857143
19,2,1681.55,62.5
19,2,1472.93,55.55555556
20,2,239236.98,500
20,2,185789,250
20,2,181701.66,166.6666667
20,2,159054.91,125
20,2,128050.65,100
20,2,108890.62,83.33333333
20,2,104027,71.42857143
20,2,80519.09,62.5
20,2,79030.49,55.55555556
20,2,68440.57,50
20,2,61837.77,45.45454545
20,2,54449.53,41.66666667
20,2,52208.16,38.46153846
