Summary_id, event_id, mean, standard_deviation, exposure_value
5, 165, 5885.668945, 11483.837891, 219837.000000
6, 165, 89.658798, 533.119141, 26947.970703
7, 165, 255.228378, 987.487549, 87186.000000
8, 165, 134.623352, 778.130737, 36000.000000
9, 165, 0.000000, 0.000000, 0.000000
10, 165, 0.000000, 0.000000, 0.000000
11, 165, 0.000000, 0.000000, 0.000000
12, 165, 0.000000, 0.000000, 0.000000
13, 165, 0.000000, 0.000000, 0.000000
14, 165, 0.000000, 0.000000, 0.000000
15, 165, 0.000000, 0.000000, 0.000000
16, 165, 0.000000, 0.000000, 0.000000
17, 165, 0.000000, 0.000000, 0.000000
18, 165, 0.000000, 0.000000, 0.000000
19, 165, 155.166443, 541.080139, 7500.000000
20, 165, 4044.491455, 20461.138672, 575000.000000
1, 179, 0.000000, 0.000000, 0.000000
2, 179, 108.123383, 1067.792236, 66020.000000
3, 179, 0.000000, 0.000000, 0.000000
4, 179, 0.000000, 0.000000, 0.000000
5, 179, 0.000000, 0.000000, 0.000000
6, 179, 0.000000, 0.000000, 0.000000
7, 179, 0.000000, 0.000000, 0.000000
8, 179, 0.000000, 0.000000, 0.000000
9, 179, 0.000000, 0.000000, 0.000000
10, 179, 0.000000, 0.000000, 0.000000
11, 179, 0.000000, 0.000000, 0.000000
12, 179, 120.110115, 716.465942, 349701.968750
13, 179, 58.593735, 416.216980, 159591.421875
14, 179, 0.000000, 0.000000, 0.000000
15, 179, 0.000000, 0.000000, 0.000000
16, 179, 0.000000, 0.000000, 0.000000
17, 179, 0.000000, 0.000000, 0.000000
18, 179, 0.000000, 0.000000, 0.000000
19, 179, 0.000000, 0.000000, 0.000000
20, 179, 0.000000, 0.000000, 0.000000
1, 198, 0.000000, 0.000000, 0.000000
2, 198, 142.499313, 1097.183960, 66020.000000
3, 198, 0.000000, 0.000000, 0.000000
4, 198, 0.000000, 0.000000, 0.000000
5, 198, 0.000000, 0.000000, 0.000000
6, 198, 0.000000, 0.000000, 0.000000
7, 198, 0.000000, 0.000000, 0.000000
8, 198, 0.000000, 0.000000, 0.000000
9, 198, 0.000000, 0.000000, 0.000000
10, 198, 0.000000, 0.000000, 0.000000
11, 198, 0.000000, 0.000000, 0.000000
12, 198, 270.182800, 1257.445190, 349701.968750
13, 198, 143.987381, 866.459473, 159591.421875
14, 198, 75.604156, 542.290100, 236585.000000
15, 198, 108.215530, 1082.155273, 476871.031250
16, 198, 232.553757, 1323.728882, 352756.000000
17, 198, 49.956001, 499.559998, 174428.609375
18, 198, 0.000000, 0.000000, 0.000000
19, 198, 0.000000, 0.000000, 0.000000
20, 198, 0.000000, 0.000000, 0.000000
1, 217, 0.000000, 0.000000, 0.000000
2, 217, 2040.564087, 5856.339844, 66020.000000
3, 217, 0.000000, 0.000000, 0.000000
4, 217, 0.000000, 0.000000, 0.000000
5, 217, 0.000000, 0.000000, 0.000000
6, 217, 0.000000, 0.000000, 0.000000
7, 217, 0.000000, 0.000000, 0.000000
8, 217, 0.000000, 0.000000, 0.000000
9, 217, 0.000000, 0.000000, 0.000000
10, 217, 0.000000, 0.000000, 0.000000
11, 217, 0.000000, 0.000000, 0.000000
12, 217, 7199.661133, 12358.057617, 349701.968750
13, 217, 3313.081787, 6573.349609, 159591.421875
14, 217, 2117.414795, 8083.050293, 236585.000000
15, 217, 5687.671387, 15604.539062, 476871.031250
16, 217, 6897.553223, 14915.828125, 352756.000000
17, 217, 3718.687500, 7624.226074, 174428.609375
18, 217, 24020.304688, 35181.257812, 929730.000000
19, 217, 31.584435, 243.855026, 7500.000000
20, 217, 0.000000, 0.000000, 575000.000000
1, 240, 2417.564941, 5644.951172, 62000.000000
2, 240, 301.094482, 1884.251587, 66020.000000
3, 240, 16929.951172, 15374.721680, 415543.937500
4, 240, 6439.039551, 9513.954102, 138156.718750
5, 240, 8947.417969, 15024.045898, 219837.000000
6, 240, 1491.636841, 3123.634521, 26947.970703
7, 240, 2802.421631, 4395.056641, 87186.000000
8, 240, 1919.672241, 4210.493652, 36000.000000
9, 240, 8902.940430, 11987.613281, 180684.000000
10, 240, 6580.492676, 11072.565430, 171182.406250
11, 240, 8239.979492, 13736.442383, 137875.000000
12, 240, 1575.254028, 5000.063965, 349701.968750
13, 240, 376.433228, 1876.846924, 159591.421875
14, 240, 233.788422, 2054.458740, 236585.000000
15, 240, 540.468994, 4613.001465, 476871.031250
16, 240, 370.771332, 1743.814453, 352756.000000
17, 240, 6.992645, 69.926445, 174428.609375
18, 240, 0.000000, 0.000000, 0.000000
19, 240, 236.616852, 779.905945, 7500.000000
20, 240, 16588.996094, 55636.957031, 575000.000000
1, 262, 0.000000, 0.000000, 0.000000
2, 262, 4080.812256, 8539.296875, 66020.000000
3, 262, 0.000000, 0.000000, 0.000000
4, 262, 0.000000, 0.000000, 0.000000
5, 262, 0.000000, 0.000000, 0.000000
6, 262, 0.000000, 0.000000, 0.000000
7, 262, 0.000000, 0.000000, 0.000000
8, 262, 0.000000, 0.000000, 0.000000
9, 262, 0.000000, 0.000000, 0.000000
10, 262, 0.000000, 0.000000, 0.000000
11, 262, 0.000000, 0.000000, 0.000000
12, 262, 13498.264648, 20583.666016, 349701.968750
13, 262, 4467.838867, 6654.618164, 159591.421875
14, 262, 3097.438232, 8820.372070, 236585.000000
15, 262, 5368.376465, 15628.743164, 476871.031250
16, 262, 7538.464844, 14193.583008, 352756.000000
17, 262, 3923.833984, 7831.201172, 174428.609375
18, 262, 25812.556641, 38872.761719, 929730.000000
19, 262, 0.000000, 0.000000, 0.000000
20, 262, 0.000000, 0.000000, 0.000000
1, 270, 0.000000, 0.000000, 0.000000
2, 270, 862.305298, 3289.411133, 66020.000000
3, 270, 0.000000, 0.000000, 0.000000
4, 270, 0.000000, 0.000000, 0.000000
5, 270, 0.000000, 0.000000, 0.000000
6, 270, 0.000000, 0.000000, 0.000000
7, 270, 0.000000, 0.000000, 0.000000
8, 270, 0.000000, 0.000000, 0.000000
9, 270, 0.000000, 0.000000, 0.000000
10, 270, 0.000000, 0.000000, 0.000000
11, 270, 0.000000, 0.000000, 0.000000
12, 270, 3782.340332, 8605.113281, 349701.968750
13, 270, 1178.601929, 3755.755615, 159591.421875
14, 270, 554.568909, 4436.450195, 236585.000000
15, 270, 765.587524, 4431.484375, 476871.031250
16, 270, 943.573975, 5136.000000, 352756.000000
17, 270, 444.222839, 2142.309570, 174428.609375
18, 270, 0.000000, 0.000000, 0.000000
19, 270, 0.000000, 0.000000, 0.000000
20, 270, 0.000000, 0.000000, 0.000000
1, 283, 6212.815430, 9019.478516, 62000.000000
2, 283, 5589.919922, 10369.491211, 66020.000000
3, 283, 0.000000, 0.000000, 0.000000
4, 283, 0.000000, 0.000000, 0.000000
5, 283, 0.000000, 0.000000, 0.000000
6, 283, 1389.228638, 2964.086914, 26947.970703
7, 283, 3899.801514, 5411.000000, 87186.000000
8, 283, 2295.363525, 4119.972656, 36000.000000
9, 283, 0.000000, 0.000000, 0.000000
10, 283, 0.000000, 0.000000, 0.000000
11, 283, 0.000000, 0.000000, 0.000000
12, 283, 10915.896484, 13158.166016, 349701.968750
13, 283, 4090.904297, 6609.097656, 159591.421875
14, 283, 2289.103027, 7544.627441, 236585.000000
15, 283, 6078.101074, 19609.273438, 476871.031250
16, 283, 6297.910645, 13887.415039, 352756.000000
17, 283, 3112.406982, 6562.056641, 174428.609375
18, 283, 0.000000, 0.000000, 0.000000
19, 283, 0.000000, 0.000000, 0.000000
20, 283, 0.000000, 0.000000, 0.000000
1, 284, 314.326263, 1555.230835, 62000.000000
2, 284, 0.000000, 0.000000, 0.000000
3, 284, 0.000000, 0.000000, 0.000000
4, 284, 0.000000, 0.000000, 0.000000
5, 284, 0.000000, 0.000000, 0.000000
6, 284, 35.553402, 293.350739, 26947.970703
7, 284, 0.000000, 0.000000, 87186.000000
8, 284, 26.545382, 265.453827, 36000.000000
9, 284, 2010.525757, 4934.213379, 180684.000000
10, 284, 3819.082275, 7389.744629, 171182.406250
11, 284, 3222.278809, 9410.862305, 137875.000000
12, 284, 0.000000, 0.000000, 0.000000
13, 284, 0.000000, 0.000000, 0.000000
14, 284, 0.000000, 0.000000, 0.000000
15, 284, 0.000000, 0.000000, 0.000000
16, 284, 0.000000, 0.000000, 0.000000
17, 284, 0.000000, 0.000000, 0.000000
18, 284, 0.000000, 0.000000, 0.000000
19, 284, 0.000000, 0.000000, 0.000000
20, 284, 0.000000, 0.000000, 0.000000
1, 316, 9101.308594, 12912.146484, 62000.000000
2, 316, 4421.197266, 8552.782227, 66020.000000
3, 316, 18125.041016, 18074.431641, 415543.937500
4, 316, 4845.438965, 8002.841797, 138156.718750
5, 316, 9817.331055, 15901.025391, 219837.000000
6, 316, 2141.258545, 3704.801025, 26947.970703
7, 316, 4145.580566, 4842.496094, 87186.000000
8, 316, 1641.303467, 3573.425781, 36000.000000
9, 316, 14877.259766, 17411.843750, 180684.000000
10, 316, 12176.160156, 15579.461914, 171182.406250
11, 316, 8241.740234, 15968.199219, 137875.000000
12, 316, 11304.672852, 15717.951172, 349701.968750
13, 316, 5986.196777, 7098.980957, 159591.421875
14, 316, 1769.804321, 7368.154297, 236585.000000
15, 316, 8273.447266, 17949.285156, 476871.031250
16, 316, 10259.386719, 18776.656250, 352756.000000
17, 316, 4150.166016, 7154.756348, 174428.609375
18, 316, 0.000000, 0.000000, 0.000000
19, 316, 238.212753, 779.244507, 7500.000000
20, 316, 9209.265625, 41217.628906, 575000.000000
1, 328, 0.000000, 0.000000, 0.000000
2, 328, 970.954895, 3596.281738, 66020.000000
3, 328, 6018.099609, 8099.710449, 415543.937500
4, 328, 2097.610352, 5418.058594, 138156.718750
5, 328, 3539.717285, 8272.987305, 219837.000000
6, 328, 0.000000, 0.000000, 0.000000
7, 328, 0.000000, 0.000000, 0.000000
8, 328, 0.000000, 0.000000, 0.000000
9, 328, 0.000000, 0.000000, 0.000000
10, 328, 0.000000, 0.000000, 0.000000
11, 328, 0.000000, 0.000000, 0.000000
12, 328, 4480.298828, 9792.988281, 349701.968750
13, 328, 1981.536377, 3717.375244, 159591.421875
14, 328, 620.201904, 3078.449707, 236585.000000
15, 328, 2159.656494, 7822.388184, 476871.031250
16, 328, 2763.252197, 10278.010742, 352756.000000
17, 328, 554.879089, 2539.888184, 174428.609375
18, 328, 2429.652100, 8372.596680, 929730.000000
19, 328, 0.000000, 0.000000, 7500.000000
20, 328, 0.000000, 0.000000, 575000.000000
1, 100027, 0.000000, 0.000000, 0.000000
2, 100027, 0.000000, 0.000000, 0.000000
3, 100027, 0.000000, 0.000000, 0.000000
4, 100027, 0.000000, 0.000000, 0.000000
5, 100027, 0.000000, 0.000000, 0.000000
6, 100027, 0.000000, 0.000000, 0.000000
7, 100027, 0.000000, 0.000000, 0.000000
8, 100027, 0.000000, 0.000000, 0.000000
9, 100027, 0.000000, 0.000000, 0.000000
10, 100027, 0.000000, 0.000000, 0.000000
11, 100027, 0.000000, 0.000000, 0.000000
12, 100027, 0.000000, 0.000000, 0.000000
13, 100027, 0.000000, 0.000000, 0.000000
14, 100027, 0.000000, 0.000000, 0.000000
15, 100027, 0.000000, 0.000000, 0.000000
16, 100027, 0.000000, 0.000000, 0.000000
17, 100027, 0.000000, 0.000000, 0.000000
18, 100027, 1972.873169, 6812.212891, 929730.000000
19, 100027, 0.000000, 0.000000, 0.000000
20, 100027, 0.000000, 0.000000, 0.000000
1, 100050, 0.000000, 0.000000, 0.000000
2, 100050, 3398.991455, 7624.509766, 66020.000000
3, 100050, 0.000000, 0.000000, 0.000000
4, 100050, 0.000000, 0.000000, 0.000000
5, 100050, 0.000000, 0.000000, 0.000000
6, 100050, 0.000000, 0.000000, 0.000000
7, 100050, 0.000000, 0.000000, 0.000000
8, 100050, 0.000000, 0.000000, 0.000000
9, 100050, 0.000000, 0.000000, 0.000000
10, 100050, 0.000000, 0.000000, 0.000000
11, 100050, 0.000000, 0.000000, 0.000000
12, 100050, 11780.990234, 15303.770508, 349701.968750
13, 100050, 6577.571289, 8133.310059, 159591.421875
14, 100050, 4096.415039, 11681.489258, 236585.000000
15, 100050, 5049.599609, 14865.749023, 476871.031250
16, 100050, 7180.015137, 16095.961914, 352756.000000
17, 100050, 3163.685547, 7145.338379, 174428.609375
18, 100050, 0.000000, 0.000000, 0.000000
19, 100050, 0.000000, 0.000000, 0.000000
20, 100050, 0.000000, 0.000000, 0.000000
1, 100065, 5299.627441, 8344.443359, 62000.000000
2, 100065, 0.000000, 0.000000, 0.000000
3, 100065, 18411.435547, 15546.262695, 415543.937500
4, 100065, 6863.921387, 8864.320312, 138156.718750
5, 100065, 9950.306641, 14313.146484, 219837.000000
6, 100065, 1122.718628, 2668.910156, 26947.970703
7, 100065, 4131.721680, 5573.796387, 87186.000000
8, 100065, 2038.746582, 4323.160645, 36000.000000
9, 100065, 0.000000, 0.000000, 0.000000
10, 100065, 0.000000, 0.000000, 0.000000
11, 100065, 0.000000, 0.000000, 0.000000
12, 100065, 0.000000, 0.000000, 0.000000
13, 100065, 0.000000, 0.000000, 0.000000
14, 100065, 0.000000, 0.000000, 0.000000
15, 100065, 0.000000, 0.000000, 0.000000
16, 100065, 0.000000, 0.000000, 0.000000
17, 100065, 0.000000, 0.000000, 0.000000
18, 100065, 0.000000, 0.000000, 0.000000
19, 100065, 146.569839, 599.994324, 7500.000000
20, 100065, 3068.457520, 19308.064453, 575000.000000
1, 100067, 0.000000, 0.000000, 0.000000
2, 100067, 0.000000, 0.000000, 0.000000
3, 100067, 0.000000, 0.000000, 0.000000
4, 100067, 0.000000, 0.000000, 0.000000
5, 100067, 0.000000, 0.000000, 0.000000
6, 100067, 0.000000, 0.000000, 0.000000
7, 100067, 0.000000, 0.000000, 0.000000
8, 100067, 0.000000, 0.000000, 0.000000
9, 100067, 106.642052, 750.284973, 180684.000000
10, 100067, 0.000000, 0.000000, 171182.406250
11, 100067, 0.000000, 0.000000, 137875.000000
12, 100067, 0.000000, 0.000000, 0.000000
13, 100067, 0.000000, 0.000000, 0.000000
14, 100067, 0.000000, 0.000000, 0.000000
15, 100067, 0.000000, 0.000000, 0.000000
16, 100067, 0.000000, 0.000000, 0.000000
17, 100067, 0.000000, 0.000000, 0.000000
18, 100067, 0.000000, 0.000000, 0.000000
19, 100067, 0.000000, 0.000000, 0.000000
20, 100067, 0.000000, 0.000000, 0.000000
1, 100110, 0.000000, 0.000000, 0.000000
2, 100110, 211.939804, 1543.662964, 66020.000000
3, 100110, 0.000000, 0.000000, 0.000000
4, 100110, 0.000000, 0.000000, 0.000000
5, 100110, 0.000000, 0.000000, 0.000000
6, 100110, 0.000000, 0.000000, 0.000000
7, 100110, 0.000000, 0.000000, 0.000000
8, 100110, 0.000000, 0.000000, 0.000000
9, 100110, 0.000000, 0.000000, 0.000000
10, 100110, 0.000000, 0.000000, 0.000000
11, 100110, 0.000000, 0.000000, 0.000000
12, 100110, 509.278290, 2945.502441, 349701.968750
13, 100110, 338.074127, 1260.782471, 159591.421875
14, 100110, 0.000000, 0.000000, 0.000000
15, 100110, 0.000000, 0.000000, 0.000000
16, 100110, 0.000000, 0.000000, 0.000000
17, 100110, 0.000000, 0.000000, 0.000000
18, 100110, 0.000000, 0.000000, 0.000000
19, 100110, 0.000000, 0.000000, 0.000000
20, 100110, 0.000000, 0.000000, 0.000000
1, 100136, 0.000000, 0.000000, 0.000000
2, 100136, 0.000000, 0.000000, 0.000000
3, 100136, 0.000000, 0.000000, 0.000000
4, 100136, 0.000000, 0.000000, 0.000000
5, 100136, 0.000000, 0.000000, 0.000000
6, 100136, 0.000000, 0.000000, 0.000000
7, 100136, 0.000000, 0.000000, 0.000000
8, 100136, 0.000000, 0.000000, 0.000000
9, 100136, 9256.837891, 12221.172852, 180684.000000
10, 100136, 4455.251465, 8818.713867, 171182.406250
11, 100136, 9563.769531, 14505.291016, 137875.000000
12, 100136, 0.000000, 0.000000, 0.000000
13, 100136, 0.000000, 0.000000, 0.000000
14, 100136, 0.000000, 0.000000, 0.000000
15, 100136, 0.000000, 0.000000, 0.000000
16, 100136, 0.000000, 0.000000, 0.000000
17, 100136, 0.000000, 0.000000, 0.000000
18, 100136, 0.000000, 0.000000, 0.000000
19, 100136, 0.000000, 0.000000, 0.000000
20, 100136, 0.000000, 0.000000, 0.000000
1, 100175, 0.000000, 0.000000, 0.000000
2, 100175, 0.000000, 0.000000, 0.000000
3, 100175, 0.000000, 0.000000, 0.000000
4, 100175, 0.000000, 0.000000, 0.000000
5, 100175, 0.000000, 0.000000, 0.000000
6, 100175, 0.000000, 0.000000, 0.000000
7, 100175, 0.000000, 0.000000, 0.000000
8, 100175, 0.000000, 0.000000, 0.000000
9, 100175, 0.000000, 0.000000, 0.000000
10, 100175, 0.000000, 0.000000, 0.000000
11, 100175, 0.000000, 0.000000, 0.000000
12, 100175, 0.000000, 0.000000, 0.000000
13, 100175, 0.000000, 0.000000, 0.000000
14, 100175, 0.000000, 0.000000, 0.000000
15, 100175, 0.000000, 0.000000, 0.000000
16, 100175, 0.000000, 0.000000, 0.000000
17, 100175, 0.000000, 0.000000, 0.000000
18, 100175, 1850.552368, 6570.739258, 929730.000000
19, 100175, 0.000000, 0.000000, 0.000000
20, 100175, 0.000000, 0.000000, 0.000000
1, 100211, 6931.850098, 10734.217773, 62000.000000
2, 100211, 3748.684082, 8510.998047, 66020.000000
3, 100211, 20249.753906, 17590.925781, 415543.937500
4, 100211, 5501.973633, 10052.051758, 138156.718750
5, 100211, 11500.647461, 15184.289062, 219837.000000
6, 100211, 2937.759766, 4359.145996, 26947.970703
7, 100211, 4551.430664, 6011.854492, 87186.000000
8, 100211, 2630.390869, 5312.769531, 36000.000000
9, 100211, 11592.369141, 13495.898438, 180684.000000
10, 100211, 9728.517578, 12517.524414, 171182.406250
11, 100211, 10585.857422, 16839.996094, 137875.000000
