"event_id", "coverage_id", "sidx", "loss"
26, 15, 99, 4251.649902
26, 16, -1, 582.030884
26, 16, 12, 3240.438965
26, 16, 17, 3311.119141
26, 16, 52, 4951.476562
26, 16, 60, 3944.762207
26, 16, 66, 4835.310059
26, 16, 73, 4759.905762
26, 16, 82, 4072.411377
26, 16, 89, 4041.089111
26, 16, 98, 3690.412598
26, 16, 100, 4565.257324
26, 17, -1, 582.030884
26, 17, 13, 3936.096924
26, 17, 16, 4552.809570
26, 17, 19, 4317.541992
26, 17, 22, 3999.687500
26, 17, 33, 3901.479248
26, 17, 35, 4939.642578
26, 17, 44, 2411.993896
26, 17, 64, 3174.620361
26, 17, 77, 3699.010010
26, 17, 82, 4082.112061
26, 18, -1, 582.030884
26, 18, 13, 5632.760254
26, 18, 19, 3684.463867
26, 18, 22, 5078.430664
26, 18, 32, 4778.742188
26, 18, 33, 4912.817383
26, 18, 34, 3552.441895
26, 18, 40, 3976.951660
26, 18, 51, 3064.317139
26, 18, 59, 5054.106445
26, 18, 68, 3442.038574
26, 18, 73, 6365.499512
26, 18, 77, 3260.902588
26, 18, 79, 3973.405273
26, 18, 86, 3914.831299
26, 18, 89, 3500.870361
26, 18, 90, 5014.738281
26, 18, 93, 4571.099121
26, 18, 95, 3349.444092
26, 18, 100, 4010.633545
26, 19, -1, 1205.986084
26, 19, 1, 654.537231
26, 19, 4, 9817.551758
26, 19, 8, 7595.556152
26, 19, 12, 11132.728516
26, 19, 19, 5566.076660
26, 19, 25, 5548.847168
26, 19, 26, 11168.833008
26, 19, 28, 10564.346680
26, 19, 39, 4720.142090
26, 19, 48, 10105.406250
26, 19, 63, 8725.762695
26, 19, 68, 5216.344727
26, 19, 71, 3876.277832
26, 19, 77, 11258.083008
26, 19, 88, 7792.713379
26, 19, 89, 11428.569336
26, 19, 98, 2038.747314
26, 19, 99, 3431.570068
26, 20, -1, 1205.986084
26, 20, 4, 6095.406738
26, 20, 7, 8914.102539
26, 20, 10, 13594.162109
26, 20, 22, 9993.033203
26, 20, 24, 6098.712402
26, 20, 28, 9740.125000
26, 20, 44, 6310.880371
26, 20, 68, 11141.008789
26, 20, 72, 4797.511719
26, 20, 81, 5604.865723
26, 20, 97, 3529.502197
26, 21, -1, 575.026611
26, 21, 1, 3037.656250
26, 21, 4, 4230.183105
26, 21, 8, 3938.779541
26, 21, 12, 4402.475586
26, 21, 19, 3676.910156
26, 21, 25, 3674.843994
26, 21, 26, 4407.535156
26, 21, 28, 4328.211426
26, 21, 39, 3563.625000
26, 21, 48, 4268.500000
26, 21, 63, 4087.181641
26, 21, 68, 3628.525635
26, 21, 71, 3455.265381
26, 21, 77, 4420.041504
26, 21, 88, 3964.463867
26, 21, 89, 4443.211914
26, 21, 98, 3215.409180
26, 21, 99, 3396.355957
26, 22, -1, 575.026611
26, 22, 4, 3742.781494
26, 22, 7, 4111.773438
26, 22, 10, 4723.660156
26, 22, 17, 2855.132568
26, 22, 22, 4253.541992
26, 22, 24, 3743.197754
26, 22, 28, 4219.624512
26, 22, 44, 3770.683838
26, 22, 68, 4403.635742
26, 22, 72, 3573.656494
26, 22, 81, 3681.509277
26, 22, 97, 3408.514648
26, 23, -1, 2056.823730
26, 23, 3, 17933.660156
26, 23, 8, 10145.656250
26, 23, 20, 14411.127930
26, 23, 29, 15507.170898
26, 23, 38, 1152.330444
26, 23, 39, 5610.961426
26, 23, 40, 10627.771484
26, 23, 42, 34405.933594
26, 23, 57, 4930.124023
26, 23, 59, 6479.808594
26, 23, 67, 26137.529297
26, 23, 70, 14155.301758
26, 23, 87, 5539.373047
26, 23, 98, 2992.050537
26, 24, -1, 2056.823730
26, 24, 9, 23235.693359
26, 24, 15, 11343.838867
26, 24, 18, 25506.353516
26, 24, 20, 27261.851562
26, 24, 35, 11197.599609
26, 24, 36, 13540.745117
26, 24, 37, 23817.921875
26, 24, 43, 8352.535156
26, 24, 48, 20395.763672
26, 24, 49, 16057.013672
26, 24, 60, 20334.613281
26, 24, 67, 23091.841797
26, 24, 68, 19731.031250
26, 24, 69, 21670.572266
26, 24, 70, 7492.734375
26, 24, 72, 17360.287109
26, 24, 74, 17399.666016
26, 24, 78, 6057.782715
26, 24, 89, 9293.833008
26, 24, 91, 9161.870117
26, 24, 98, 19198.757812
26, 25, -1, 721.280396
26, 25, 3, 5421.184082
26, 25, 8, 4671.562988
26, 25, 20, 5081.225098
26, 25, 29, 5186.717285
26, 25, 38, 3813.618896
26, 25, 39, 4238.131836
26, 25, 40, 4716.550781
26, 25, 42, 7019.419922
26, 25, 57, 4179.490234
26, 25, 59, 4320.762207
26, 25, 67, 6220.503906
26, 25, 70, 5056.497559
26, 25, 79, 3297.870117
26, 25, 87, 4231.595215
26, 25, 98, 3991.770264
26, 26, -1, 721.280396
26, 26, 9, 5930.164551
26, 26, 15, 4786.194824
26, 26, 18, 6152.088379
26, 26, 20, 6328.683105
26, 26, 35, 4771.971680
26, 26, 36, 4997.016113
26, 26, 37, 5994.267090
26, 26, 43, 4498.832031
26, 26, 48, 5659.447754
26, 26, 49, 5238.999512
26, 26, 60, 5653.979004
26, 26, 67, 5917.359375
26, 26, 68, 5596.431152
26, 26, 69, 5784.700684
26, 26, 70, 4420.075195
26, 26, 72, 5366.438965
26, 26, 74, 5370.293945
26, 26, 78, 4278.931641
26, 26, 89, 4592.118652
26, 26, 91, 4578.599121
26, 26, 98, 5544.037598
26, 27, -1, 0.000000
26, 28, -1, 887.676331
26, 28, 1, 6414.813477
26, 28, 2, 3455.984131
26, 28, 3, 10981.013672
26, 28, 11, 8908.994141
26, 28, 15, 7261.650879
26, 28, 26, 10065.569336
26, 28, 27, 250.636551
26, 28, 31, 6793.126465
26, 28, 38, 7312.714355
26, 28, 47, 12232.759766
26, 28, 56, 8757.215820
26, 28, 59, 6395.838867
26, 28, 60, 8251.951172
26, 28, 66, 7310.801270
26, 28, 72, 5603.918945
26, 28, 74, 7315.197266
26, 28, 89, 3015.504150
26, 28, 92, 4041.138916
26, 28, 94, 9882.250000
26, 28, 95, 2761.688965
26, 28, 100, 12521.994141
26, 29, -1, 601.663879
26, 29, 7, 2247.183105
26, 29, 11, 3721.228271
26, 29, 17, 2687.752441
26, 29, 20, 1050.230835
26, 29, 28, 1201.977051
26, 29, 29, 864.508179
26, 29, 31, 6462.400879
26, 29, 38, 3860.087891
26, 29, 49, 1369.510010
26, 29, 53, 3442.191650
26, 29, 55, 4128.962402
26, 29, 62, 7708.778320
26, 29, 64, 3229.275391
26, 29, 68, 3943.188965
26, 29, 70, 9888.171875
26, 29, 77, 7050.872070
26, 29, 83, 2025.864990
26, 29, 86, 6111.386230
26, 29, 95, 7856.687988
26, 29, 98, 4678.694824
26, 30, -1, 601.663879
26, 30, 1, 5183.061035
26, 30, 20, 832.530029
26, 30, 22, 1059.571167
26, 30, 24, 5964.555664
26, 30, 25, 4519.795410
26, 30, 28, 4857.168945
26, 30, 60, 6429.881348
26, 30, 63, 881.110107
26, 30, 65, 6393.018555
26, 30, 70, 7159.909180
26, 30, 71, 890.736755
26, 30, 72, 6301.285156
26, 30, 87, 3881.677734
26, 30, 90, 671.457764
26, 30, 100, 3394.545898
26, 31, -1, 368.372253
26, 31, 7, 1568.412109
26, 31, 11, 2338.167236
26, 31, 17, 1809.502441
26, 31, 20, 935.801270
26, 31, 28, 1012.834167
26, 31, 29, 844.814636
26, 31, 31, 3562.858154
26, 31, 38, 2404.810303
26, 31, 49, 1097.685791
26, 31, 50, 349.065460
26, 31, 53, 2202.481689
26, 31, 55, 2529.484375
26, 31, 62, 4099.038086
26, 31, 64, 2096.506836
26, 31, 68, 2443.515869
26, 31, 70, 5010.222656
26, 31, 77, 3816.166992
26, 31, 83, 1446.634644
26, 31, 86, 3410.151123
26, 31, 89, 19.693869
26, 31, 95, 4161.508301
26, 31, 98, 2778.012939
26, 32, -1, 368.372253
26, 32, 1, 3002.887451
26, 32, 8, 404.805481
26, 32, 20, 829.570068
26, 32, 22, 940.559631
26, 32, 24, 3344.615479
26, 32, 25, 2707.507568
26, 32, 28, 2858.640625
26, 32, 60, 3548.485352
26, 32, 63, 852.729126
26, 32, 65, 3532.192871
26, 32, 70, 3864.902344
26, 32, 71, 857.318359
26, 32, 72, 3491.648438
26, 32, 82, 332.066986
26, 32, 87, 2415.190918
26, 32, 90, 749.828613
26, 32, 100, 2178.768066
26, 33, -1, 0.000000
26, 34, -1, 1185.853516
26, 34, 3, 3249.637939
26, 34, 17, 2217.586426
26, 34, 24, 6760.533203
26, 34, 25, 164.376740
26, 34, 29, 9333.057617
26, 34, 30, 8905.925781
26, 34, 33, 4811.687500
26, 34, 36, 9419.493164
26, 34, 40, 1034.015991
26, 34, 42, 3549.888184
26, 34, 51, 8196.294922
26, 34, 52, 12119.348633
26, 34, 65, 5881.226074
26, 34, 76, 11491.981445
26, 34, 77, 5814.848633
26, 34, 82, 6857.420410
26, 34, 86, 9785.953125
26, 34, 87, 6969.434570
26, 34, 99, 5997.944336
26, 45, -1, 809.446960
26, 45, 18, 15739.457031
26, 45, 25, 16133.055664
26, 45, 30, 12987.386719
26, 45, 35, 13912.494141
26, 45, 43, 9211.224609
26, 45, 65, 3862.322266
26, 45, 69, 13250.530273
26, 45, 76, 17736.746094
26, 45, 88, 11159.167969
26, 45, 100, 11493.401367
26, 46, -1, 809.446960
26, 46, 39, 16128.492188
26, 46, 40, 10028.262695
26, 46, 41, 7864.739746
26, 46, 50, 20898.626953
26, 46, 55, 17336.125000
26, 46, 59, 8973.935547
26, 46, 66, 13929.066406
26, 46, 68, 23622.191406
26, 46, 96, 14417.083984
26, 47, -1, 809.446960
26, 47, 6, 15673.640625
26, 47, 9, 17877.472656
26, 47, 37, 750.553467
26, 47, 38, 15425.222656
26, 47, 53, 1190.521606
26, 47, 57, 9865.571289
26, 47, 67, 34335.660156
26, 47, 75, 13361.651367
26, 47, 87, 3641.220459
26, 48, -1, 351.172913
26, 48, 18, 6040.234863
26, 48, 25, 6098.691406
26, 48, 30, 5622.003418
26, 48, 35, 5764.323242
26, 48, 43, 5024.791992
26, 48, 65, 3787.419189
26, 48, 69, 5662.364258
26, 48, 76, 6333.977051
26, 48, 88, 5335.730957
26, 48, 100, 5388.608398
26, 49, -1, 351.172913
26, 49, 39, 6098.013672
26, 49, 40, 5155.850098
26, 49, 41, 4799.383789
26, 49, 50, 6784.182129
26, 49, 55, 6275.239746
26, 49, 59, 4987.874023
26, 49, 66, 5766.857422
26, 49, 68, 7162.046875
26, 49, 96, 5841.480957
26, 50, -1, 351.172913
26, 50, 6, 6030.459961
26, 50, 9, 6354.169434
26, 50, 37, 1849.802856
26, 50, 38, 5991.939941
26, 50, 50, 1768.091309
26, 50, 53, 1910.502075
26, 50, 57, 5129.752930
26, 50, 67, 8608.787109
26, 50, 75, 5679.408203
26, 50, 87, 3664.073242
26, 51, -1, 321.125275
26, 51, 24, 9024.307617
26, 51, 30, 6222.595215
26, 51, 42, 2386.434570
26, 51, 44, 4977.283691
26, 51, 48, 5812.102539
26, 51, 54, 5584.693359
26, 51, 100, 3079.054199
26, 52, -1, 321.125275
26, 52, 18, 4200.919434
26, 52, 47, 3730.223633
26, 52, 49, 6046.990723
26, 52, 62, 1284.158325
26, 52, 66, 2051.770752
26, 52, 68, 4833.881348
26, 52, 99, 1072.727173
26, 53, -1, 321.125275
26, 53, 28, 4133.857910
26, 53, 35, 4896.636719
26, 53, 36, 7867.666016
26, 53, 48, 5058.819336
26, 53, 75, 2313.261719
26, 54, -1, 237.461319
26, 54, 1, 1189.025146
26, 54, 24, 4762.427246
26, 54, 30, 4078.910645
26, 54, 42, 3005.920654
26, 54, 44, 3755.408936
26, 54, 48, 3974.096191
26, 54, 54, 3914.826416
26, 54, 100, 3233.565186
26, 55, -1, 237.461319
26, 55, 18, 3547.952393
26, 55, 47, 3418.498291
26, 55, 49, 4032.527100
26, 55, 62, 2256.285156
26, 55, 66, 2870.192871
26, 55, 68, 3717.439453
26, 55, 99, 1530.196655
26, 56, -1, 237.461319
26, 56, 28, 3530.093750
26, 56, 35, 3734.055420
26, 56, 36, 4485.719727
26, 56, 48, 3776.997559
26, 56, 75, 2975.848145
26, 57, -1, 129.728882
26, 58, -1, 129.728882
26, 59, -1, 49.280556
26, 59, 5, 444.613159
26, 60, -1, 49.280556
26, 61, -1, 9.794137
26, 62, -1, 9.794137
26, 63, -1, 261.157593
26, 63, 16, 30799.539062
26, 63, 57, 25787.294922
26, 63, 82, 28945.808594
26, 64, -1, 261.157593
26, 64, 15, 12083.295898
26, 64, 36, 5456.371094
26, 65, -1, 261.157593
26, 65, 3, 9482.783203
26, 66, -1, 91.241722
26, 66, 16, 8608.429688
26, 66, 57, 7784.744629
26, 66, 82, 8303.810547
26, 67, -1, 91.241722
26, 67, 15, 5297.059570
26, 67, 36, 2964.952393
26, 68, -1, 91.241722
26, 68, 3, 4478.109863
26, 69, -1, 483.799316
26, 69, 52, 10442.903320
26, 69, 68, 7606.233887
26, 70, -1, 483.799316
26, 70, 21, 30984.427734
26, 70, 38, 9332.303711
26, 70, 87, 12974.975586
26, 71, -1, 140.281616
26, 71, 52, 4243.005859
26, 71, 68, 2614.976807
26, 72, -1, 140.281616
26, 72, 21, 6449.388184
26, 72, 38, 3950.408447
26, 72, 87, 4646.573730
26, 73, -1, 241.050568
26, 73, 5, 7466.195312
26, 73, 18, 1548.014893
26, 73, 62, 3221.577393
26, 73, 88, 1615.413086
26, 73, 96, 5592.432129
26, 74, -1, 241.050568
26, 74, 25, 2306.403809
26, 75, -1, 66.235390
26, 75, 5, 2302.696777
26, 75, 18, 893.781006
26, 75, 62, 1084.670898
26, 75, 88, 900.466003
26, 75, 96, 2073.065674
26, 76, -1, 66.235390
26, 76, 25, 970.122437
26, 85, -1, 0.000000
26, 86, -1, 156.170197
26, 86, 8, 1681.552124
26, 86, 27, 2399.415771
26, 86, 39, 1910.836182
26, 86, 60, 1472.922241
26, 86, 83, 2293.043457
26, 86, 84, 2018.296021
26, 87, -1, 6402.223145
26, 87, 42, 80519.296875
26, 87, 51, 185789.281250
26, 87, 68, 54449.753906
26, 87, 92, 61837.984375
26, 88, -1, 0.000000
26, 89, -1, 0.000000
42, 1, -1, 0.000000
42, 2, -1, 4967.476562
42, 2, 1, 21298.767578
42, 2, 2, 15665.949219
42, 2, 5, 23843.412109
42, 2, 8, 22024.808594
42, 2, 9, 7025.954590
42, 2, 10, 9490.673828
42, 2, 13, 14706.182617
42, 2, 18, 10431.054688
42, 2, 21, 39915.230469
42, 2, 22, 20948.857422
42, 2, 24, 25159.691406
42, 2, 26, 2021.176270
42, 2, 28, 13994.992188
42, 2, 29, 21651.421875
42, 2, 31, 23627.953125
42, 2, 34, 14898.062500
42, 2, 38, 17291.822266
42, 2, 40, 10487.012695
42, 2, 41, 19464.822266
42, 2, 42, 16945.205078
42, 2, 44, 17741.427734
42, 2, 46, 34599.343750
42, 2, 48, 18087.263672
42, 2, 49, 4433.719727
42, 2, 51, 25398.818359
42, 2, 55, 17831.576172
42, 2, 60, 12379.753906
42, 2, 63, 16815.187500
42, 2, 67, 13594.075195
42, 2, 72, 18200.347656
42, 2, 74, 31460.617188
42, 2, 78, 16477.855469
42, 2, 84, 27743.443359
42, 2, 85, 22366.666016
42, 2, 86, 13050.937500
42, 2, 87, 7671.630371
42, 2, 88, 15198.279297
42, 2, 90, 16722.089844
42, 2, 94, 24612.619141
42, 2, 95, 22929.720703
42, 2, 96, 10384.006836
42, 2, 97, 11166.898438
42, 2, 100, 10481.458984
42, 3, -1, 0.000000
42, 4, -1, 4257.218750
42, 4, 1, 62.590141
42, 4, 2, 25838.742188
42, 4, 6, 9096.083984
42, 4, 9, 4335.065918
42, 4, 11, 8255.079102
42, 4, 12, 15139.886719
42, 4, 14, 7804.816895
42, 4, 18, 29934.656250
42, 4, 21, 35969.195312
42, 4, 30, 9590.467773
42, 4, 32, 8232.790039
42, 4, 34, 29964.316406
42, 4, 39, 30316.251953
42, 4, 41, 17328.478516
42, 4, 45, 8012.435547
42, 4, 49, 39202.812500
42, 4, 55, 1376.470337
42, 4, 57, 17479.791016
42, 4, 59, 5492.913086
42, 4, 63, 20812.671875
42, 4, 69, 5078.377441
42, 4, 71, 30993.027344
42, 4, 73, 24857.320312
42, 4, 74, 28664.978516
42, 4, 75, 6329.160645
42, 4, 79, 15303.405273
42, 4, 82, 8786.300781
42, 4, 86, 29009.250000
42, 4, 90, 17532.960938
42, 4, 91, 12075.582031
42, 4, 92, 6615.860840
42, 4, 95, 11273.686523
42, 4, 97, 9576.791992
42, 4, 100, 30297.556641
42, 5, -1, 222.239258
42, 5, 1, 307.721252
42, 5, 2, 1092.511230
42, 5, 6, 569.174377
42, 5, 9, 428.817902
42, 5, 10, 183.857803
42, 5, 11, 543.985291
42, 5, 12, 754.133545
42, 5, 14, 530.548218
42, 5, 18, 1224.248047
42, 5, 21, 1420.165527
42, 5, 23, 273.173492
42, 5, 30, 584.050354
42, 5, 32, 543.318481
42, 5, 34, 1225.170044
42, 5, 39, 1236.785400
42, 5, 41, 822.358582
42, 5, 45, 536.740173
42, 5, 49, 1525.368652
42, 5, 50, 304.830444
42, 5, 55, 344.544434
42, 5, 57, 827.037537
42, 5, 59, 462.406525
42, 5, 63, 932.313782
42, 5, 65, 43.100124
42, 5, 69, 450.257233
42, 5, 71, 1258.351929
42, 5, 73, 1060.901367
42, 5, 74, 1183.387817
42, 5, 75, 486.908539
42, 5, 79, 759.191467
42, 5, 82, 559.862732
42, 5, 86, 1194.532959
42, 5, 88, 147.750458
42, 5, 90, 828.681702
42, 5, 91, 659.532715
42, 5, 92, 495.335541
42, 5, 95, 635.070862
42, 5, 97, 583.637756
42, 5, 100, 1236.142090
42, 6, -1, 0.000000
42, 7, -1, 2057.226562
42, 7, 2, 6469.413086
42, 7, 9, 10418.360352
42, 7, 11, 4130.175781
42, 7, 18, 15191.381836
42, 7, 20, 455.031006
42, 7, 23, 13944.419922
42, 7, 27, 8120.850098
42, 7, 31, 9938.134766
42, 7, 35, 8151.659668
42, 7, 36, 11547.040039
42, 7, 41, 7018.682129
42, 7, 48, 14554.269531
42, 7, 50, 9570.465820
42, 7, 61, 5674.285156
42, 7, 64, 3673.113770
42, 7, 65, 2454.932861
42, 7, 70, 12508.255859
42, 7, 71, 5287.895508
42, 7, 77, 5307.751465
42, 7, 84, 17920.539062
42, 7, 96, 15236.262695
42, 8, -1, 2057.226562
42, 8, 4, 6444.812500
42, 8, 5, 13347.741211
42, 8, 8, 13420.768555
42, 8, 12, 11886.876953
42, 8, 17, 13524.587891
42, 8, 19, 3793.906494
42, 8, 28, 5622.986816
42, 8, 30, 8514.730469
42, 8, 48, 16734.152344
42, 8, 49, 11706.505859
42, 8, 51, 13095.558594
42, 8, 52, 18237.333984
42, 8, 53, 11199.732422
42, 8, 54, 10954.039062
42, 8, 57, 6573.463867
42, 8, 70, 3419.179443
42, 8, 71, 4508.129883
42, 8, 72, 16217.034180
42, 8, 73, 19698.865234
42, 8, 75, 8907.820312
42, 8, 78, 14485.570312
42, 8, 81, 10170.074219
42, 8, 83, 6729.455566
42, 8, 87, 8770.327148
42, 8, 94, 15027.523438
42, 8, 95, 7460.165039
42, 8, 97, 10639.166992
42, 9, -1, 2057.226562
42, 9, 6, 12632.251953
42, 9, 8, 19794.626953
42, 9, 13, 5982.113770
42, 9, 18, 14530.448242
42, 9, 26, 10483.630859
42, 9, 28, 5889.371094
42, 9, 45, 13596.292969
42, 9, 52, 10404.714844
42, 9, 56, 14347.391602
42, 9, 63, 17973.250000
42, 9, 66, 16684.656250
42, 9, 67, 18548.818359
42, 9, 73, 4216.980469
42, 9, 76, 6982.383789
42, 9, 80, 12288.502930
42, 9, 81, 11311.164062
42, 9, 91, 15908.353516
42, 9, 95, 6859.579590
42, 9, 97, 555.013245
42, 9, 98, 7869.550781
42, 9, 99, 12417.951172
42, 9, 100, 5525.774902
42, 10, -1, 2057.226562
42, 10, 8, 14967.081055
42, 10, 9, 7752.462891
42, 10, 19, 5830.728027
42, 10, 23, 3030.384521
42, 10, 38, 12336.331055
42, 10, 39, 8216.556641
42, 10, 42, 15701.496094
42, 10, 52, 9991.042969
42, 10, 58, 17059.656250
42, 10, 64, 8627.542969
42, 10, 66, 14543.392578
42, 10, 68, 12035.243164
42, 10, 69, 13277.012695
42, 10, 86, 1702.469849
42, 10, 90, 14103.968750
42, 10, 91, 11115.625977
42, 10, 94, 2808.444580
42, 10, 98, 4007.114502
42, 11, -1, 2057.226562
42, 11, 7, 4633.849121
42, 11, 26, 4730.892578
42, 11, 32, 10257.732422
42, 11, 51, 11816.648438
42, 11, 53, 9324.545898
42, 11, 55, 5767.767090
42, 11, 65, 8661.370117
42, 11, 79, 10707.956055
42, 11, 80, 8232.763672
42, 11, 91, 4723.370605
42, 11, 94, 5276.195312
42, 11, 100, 8995.219727
42, 12, -1, 2057.226562
42, 12, 1, 2324.654053
42, 12, 4, 3279.712402
42, 12, 17, 7275.411133
42, 12, 21, 19515.835938
42, 12, 23, 13155.629883
42, 12, 31, 12946.827148
42, 12, 35, 3360.857178
42, 12, 36, 1357.500854
42, 12, 44, 8447.891602
42, 12, 46, 15550.837891
42, 12, 49, 11332.243164
42, 12, 52, 9505.021484
42, 12, 55, 11532.428711
42, 12, 58, 13674.441406
42, 12, 60, 12343.423828
42, 12, 62, 10562.764648
42, 12, 65, 12638.737305
42, 12, 66, 13871.290039
42, 12, 70, 10231.992188
42, 12, 71, 9917.827148
42, 12, 78, 14204.846680
42, 12, 82, 17203.414062
42, 12, 83, 7157.288574
42, 12, 84, 16508.107422
42, 12, 88, 9908.533203
42, 12, 89, 6541.236328
42, 12, 91, 10448.157227
42, 12, 93, 7762.811035
42, 12, 97, 8762.993164
42, 13, -1, 1008.483948
42, 13, 2, 4490.188477
42, 13, 9, 5018.022949
42, 13, 11, 4176.876953
42, 13, 18, 5654.351074
42, 13, 20, 3690.738770
42, 13, 23, 5487.556152
42, 13, 27, 4710.502930
42, 13, 31, 4953.662598
42, 13, 35, 4714.606934
42, 13, 36, 5168.646973
42, 13, 41, 4563.857910
42, 13, 48, 5572.286133
42, 13, 50, 4904.395020
42, 13, 61, 4383.969727
42, 13, 64, 4117.454102
42, 13, 65, 3954.450439
42, 13, 70, 5296.392578
42, 13, 71, 4331.921387
42, 13, 77, 4334.593750
42, 13, 84, 6018.120117
42, 13, 96, 5659.864746
42, 14, -1, 1008.483948
