"event_id", "prog_id", "layer_id", "output_id", "sidx", "loss"
1, 1, 1, 32, -1, 0.00
1, 1, 1, 32, 1, 24604.17
1, 1, 1, 33, -1, 0.00
1, 1, 1, 33, 1, 0.00
1, 1, 1, 34, -1, 0.00
1, 1, 1, 34, 1, 0.00
1, 1, 1, 35, -1, 0.00
1, 1, 1, 35, 1, 237.49
1, 1, 1, 36, -1, 0.00
1, 1, 1, 36, 1, 0.00
1, 1, 1, 37, -1, 0.00
1, 1, 1, 37, 1, 0.00
1, 1, 1, 38, -1, 0.00
1, 1, 1, 38, 1, 19596.83
1, 1, 1, 39, -1, 0.00
1, 1, 1, 39, 1, 0.00
1, 1, 1, 40, -1, 0.00
1, 1, 1, 40, 1, 0.00
1, 1, 1, 41, -1, 0.00
1, 1, 1, 41, 1, 138.43
1, 1, 1, 42, -1, 0.00
1, 1, 1, 42, 1, 0.00
1, 1, 1, 43, -1, 0.00
1, 1, 1, 43, 1, 0.00
1, 1, 1, 44, -1, 0.00
1, 1, 1, 44, 1, 843.22
1, 1, 1, 45, -1, 0.00
1, 1, 1, 45, 1, 7184.40
1, 1, 1, 46, -1, 0.00
1, 1, 1, 46, 1, 0.00
1, 1, 1, 47, -1, 0.00
1, 1, 1, 47, 1, 4377.98
1, 1, 1, 48, -1, 0.00
1, 1, 1, 48, 1, 0.00
1, 1, 1, 49, -1, 0.00
1, 1, 1, 49, 1, 0.00
1, 1, 1, 50, -1, 0.00
1, 1, 1, 50, 1, 1534.61
1, 1, 1, 51, -1, 0.00
1, 1, 1, 51, 1, 0.00
1, 1, 1, 52, -1, 0.00
1, 1, 1, 52, 1, 38178.27
1, 1, 1, 53, -1, 0.00
1, 1, 1, 53, 1, 5171.03
1, 1, 1, 54, -1, 0.00
1, 1, 1, 54, 1, 0.00
1, 1, 2, 1, -1, 0.00
1, 1, 2, 1, 1, 29126.85
1, 1, 2, 2, -1, 0.00
1, 1, 2, 2, 1, 52125.03
1, 1, 2, 3, -1, 0.00
1, 1, 2, 3, 1, 39418.64
1, 1, 2, 4, -1, 0.00
1, 1, 2, 4, 1, 80737.78
1, 1, 2, 5, -1, 0.00
1, 1, 2, 5, 1, 65474.27
1, 1, 2, 6, -1, 0.00
1, 1, 2, 6, 1, 43780.20
1, 1, 2, 7, -1, 0.00
1, 1, 2, 7, 1, 22550.89
1, 1, 2, 8, -1, 0.00
1, 1, 2, 8, 1, 76858.28
1, 1, 2, 9, -1, 0.00
1, 1, 2, 9, 1, 23228.53
1, 1, 2, 10, -1, 0.00
1, 1, 2, 10, 1, 3145.99
1, 1, 2, 11, -1, 0.00
1, 1, 2, 11, 1, 5386.15
1, 1, 2, 12, -1, 0.00
1, 1, 2, 12, 1, 2789.86
1, 1, 2, 13, -1, 0.00
1, 1, 2, 13, 1, 41900.12
1, 1, 2, 14, -1, 0.00
1, 1, 2, 14, 1, 11336.04
1, 1, 2, 15, -1, 0.00
1, 1, 2, 15, 1, 6527.48
1, 1, 2, 16, -1, 0.00
1, 1, 2, 16, 1, 7099.36
1, 1, 2, 17, -1, 0.00
1, 1, 2, 17, 1, 5943.58
1, 1, 2, 18, -1, 0.00
1, 1, 2, 18, 1, 2946.72
1, 1, 2, 19, -1, 0.00
1, 1, 2, 19, 1, 20880.46
1, 1, 2, 20, -1, 0.00
1, 1, 2, 20, 1, 14715.58
1, 1, 2, 21, -1, 0.00
1, 1, 2, 21, 1, 8663.93
1, 1, 2, 22, -1, 0.00
1, 1, 2, 22, 1, 987.47
1, 1, 2, 23, -1, 0.00
1, 1, 2, 23, 1, 782.16
1, 1, 2, 24, -1, 0.00
1, 1, 2, 24, 1, 0.00
1, 1, 2, 25, -1, 0.00
1, 1, 2, 25, 1, 0.00
1, 1, 2, 26, -1, 0.00
1, 1, 2, 26, 1, 1517.15
1, 1, 2, 27, -1, 0.00
1, 1, 2, 27, 1, 0.00
1, 1, 2, 28, -1, 0.00
1, 1, 2, 28, 1, 0.00
1, 1, 2, 29, -1, 0.00
1, 1, 2, 29, 1, 230.84
1, 1, 2, 30, -1, 0.00
1, 1, 2, 30, 1, 0.00
1, 1, 2, 31, -1, 0.00
1, 1, 2, 31, 1, 0.00
1, 1, 2, 32, -1, 0.00
1, 1, 2, 32, 1, 18561.04
1, 1, 2, 33, -1, 0.00
1, 1, 2, 33, 1, 0.00
1, 1, 2, 34, -1, 0.00
1, 1, 2, 34, 1, 0.00
1, 1, 2, 35, -1, 0.00
1, 1, 2, 35, 1, 179.16
1, 1, 2, 36, -1, 0.00
1, 1, 2, 36, 1, 0.00
1, 1, 2, 37, -1, 0.00
1, 1, 2, 37, 1, 0.00
1, 1, 2, 38, -1, 0.00
1, 1, 2, 38, 1, 14783.57
1, 1, 2, 39, -1, 0.00
1, 1, 2, 39, 1, 0.00
1, 1, 2, 40, -1, 0.00
1, 1, 2, 40, 1, 0.00
1, 1, 2, 41, -1, 0.00
1, 1, 2, 41, 1, 104.43
1, 1, 2, 42, -1, 0.00
1, 1, 2, 42, 1, 0.00
1, 1, 2, 43, -1, 0.00
1, 1, 2, 43, 1, 0.00
1, 1, 2, 44, -1, 0.00
1, 1, 2, 44, 1, 636.11
1, 1, 2, 45, -1, 0.00
1, 1, 2, 45, 1, 5419.81
1, 1, 2, 46, -1, 0.00
1, 1, 2, 46, 1, 0.00
1, 1, 2, 47, -1, 0.00
1, 1, 2, 47, 1, 3302.69
1, 1, 2, 48, -1, 0.00
1, 1, 2, 48, 1, 0.00
1, 1, 2, 49, -1, 0.00
1, 1, 2, 49, 1, 0.00
1, 1, 2, 50, -1, 0.00
1, 1, 2, 50, 1, 1157.69
1, 1, 2, 51, -1, 0.00
1, 1, 2, 51, 1, 0.00
1, 1, 2, 52, -1, 0.00
1, 1, 2, 52, 1, 28801.15
1, 1, 2, 53, -1, 0.00
1, 1, 2, 53, 1, 3900.95
1, 1, 2, 54, -1, 0.00
1, 1, 2, 54, 1, 0.00
1, 1, 3, 1, -1, 0.00
1, 1, 3, 1, 1, 81284.23
1, 1, 3, 2, -1, 0.00
1, 1, 3, 2, 1, 145465.20
1, 1, 3, 3, -1, 0.00
1, 1, 3, 3, 1, 110005.52
1, 1, 3, 4, -1, 0.00
1, 1, 3, 4, 1, 225314.73
1, 1, 3, 5, -1, 0.00
1, 1, 3, 5, 1, 182718.89
1, 1, 3, 6, -1, 0.00
1, 1, 3, 6, 1, 122177.31
1, 1, 3, 7, -1, 0.00
1, 1, 3, 7, 1, 62932.73
1, 1, 3, 8, -1, 0.00
1, 1, 3, 8, 1, 214488.23
1, 1, 3, 9, -1, 0.00
1, 1, 3, 9, 1, 64823.81
1, 1, 3, 10, -1, 0.00
1, 1, 3, 10, 1, 8779.51
1, 1, 3, 11, -1, 0.00
1, 1, 3, 11, 1, 15031.12
1, 1, 3, 12, -1, 0.00
1, 1, 3, 12, 1, 7785.66
1, 1, 3, 13, -1, 0.00
1, 1, 3, 13, 1, 116930.58
1, 1, 3, 14, -1, 0.00
1, 1, 3, 14, 1, 31635.47
1, 1, 3, 15, -1, 0.00
1, 1, 3, 15, 1, 18216.21
1, 1, 3, 16, -1, 0.00
1, 1, 3, 16, 1, 19812.16
1, 1, 3, 17, -1, 0.00
1, 1, 3, 17, 1, 16586.74
1, 1, 3, 18, -1, 0.00
1, 1, 3, 18, 1, 8223.40
1, 1, 3, 19, -1, 0.00
1, 1, 3, 19, 1, 58271.05
1, 1, 3, 20, -1, 0.00
1, 1, 3, 20, 1, 41066.73
1, 1, 3, 21, -1, 0.00
1, 1, 3, 21, 1, 24178.41
1, 1, 3, 22, -1, 0.00
1, 1, 3, 22, 1, 2755.72
1, 1, 3, 23, -1, 0.00
1, 1, 3, 23, 1, 2182.78
1, 1, 3, 24, -1, 0.00
1, 1, 3, 24, 1, 0.00
1, 1, 3, 25, -1, 0.00
1, 1, 3, 25, 1, 0.00
1, 1, 3, 26, -1, 0.00
1, 1, 3, 26, 1, 4233.91
1, 1, 3, 27, -1, 0.00
1, 1, 3, 27, 1, 0.00
1, 1, 3, 28, -1, 0.00
1, 1, 3, 28, 1, 0.00
1, 1, 3, 29, -1, 0.00
1, 1, 3, 29, 1, 644.21
1, 1, 3, 30, -1, 0.00
1, 1, 3, 30, 1, 0.00
1, 1, 3, 31, -1, 0.00
1, 1, 3, 31, 1, 0.00
1, 1, 3, 32, -1, 0.00
1, 1, 3, 32, 1, 51798.24
1, 1, 3, 33, -1, 0.00
1, 1, 3, 33, 1, 0.00
1, 1, 3, 34, -1, 0.00
1, 1, 3, 34, 1, 0.00
1, 1, 3, 35, -1, 0.00
1, 1, 3, 35, 1, 499.98
1, 1, 3, 36, -1, 0.00
1, 1, 3, 36, 1, 0.00
1, 1, 3, 37, -1, 0.00
1, 1, 3, 37, 1, 0.00
1, 1, 3, 38, -1, 0.00
1, 1, 3, 38, 1, 41256.48
1, 1, 3, 39, -1, 0.00
1, 1, 3, 39, 1, 0.00
1, 1, 3, 40, -1, 0.00
1, 1, 3, 40, 1, 0.00
1, 1, 3, 41, -1, 0.00
1, 1, 3, 41, 1, 291.44
1, 1, 3, 42, -1, 0.00
1, 1, 3, 42, 1, 0.00
1, 1, 3, 43, -1, 0.00
1, 1, 3, 43, 1, 0.00
1, 1, 3, 44, -1, 0.00
1, 1, 3, 44, 1, 1775.20
1, 1, 3, 45, -1, 0.00
1, 1, 3, 45, 1, 15125.05
1, 1, 3, 46, -1, 0.00
1, 1, 3, 46, 1, 0.00
1, 1, 3, 47, -1, 0.00
1, 1, 3, 47, 1, 9216.80
1, 1, 3, 48, -1, 0.00
1, 1, 3, 48, 1, 0.00
1, 1, 3, 49, -1, 0.00
1, 1, 3, 49, 1, 0.00
1, 1, 3, 50, -1, 0.00
1, 1, 3, 50, 1, 3230.77
1, 1, 3, 51, -1, 0.00
1, 1, 3, 51, 1, 0.00
1, 1, 3, 52, -1, 0.00
1, 1, 3, 52, 1, 80375.31
1, 1, 3, 53, -1, 0.00
1, 1, 3, 53, 1, 10886.38
1, 1, 3, 54, -1, 0.00
1, 1, 3, 54, 1, 0.00
1, 1, 4, 1, -1, 0.00
1, 1, 4, 1, 1, 49673.70
1, 1, 4, 2, -1, 0.00
1, 1, 4, 2, 1, 88895.41
1, 1, 4, 3, -1, 0.00
1, 1, 4, 3, 1, 67225.59
1, 1, 4, 4, -1, 0.00
1, 1, 4, 4, 1, 137692.33
1, 1, 4, 5, -1, 0.00
1, 1, 4, 5, 1, 111661.55
1, 1, 4, 6, -1, 0.00
1, 1, 4, 6, 1, 74663.91
1, 1, 4, 7, -1, 0.00
1, 1, 4, 7, 1, 38458.89
1, 1, 4, 8, -1, 0.00
1, 1, 4, 8, 1, 131076.14
1, 1, 4, 9, -1, 0.00
1, 1, 4, 9, 1, 39614.55
1, 1, 4, 10, -1, 0.00
1, 1, 4, 10, 1, 5365.25
1, 1, 4, 11, -1, 0.00
1, 1, 4, 11, 1, 9185.68
1, 1, 4, 12, -1, 0.00
1, 1, 4, 12, 1, 4757.90
1, 1, 4, 13, -1, 0.00
1, 1, 4, 13, 1, 71457.58
1, 1, 4, 14, -1, 0.00
1, 1, 4, 14, 1, 19332.79
1, 1, 4, 15, -1, 0.00
1, 1, 4, 15, 1, 11132.13
1, 1, 4, 16, -1, 0.00
1, 1, 4, 16, 1, 12107.43
1, 1, 4, 17, -1, 0.00
1, 1, 4, 17, 1, 10136.34
1, 1, 4, 18, -1, 0.00
1, 1, 4, 18, 1, 5025.41
1, 1, 4, 19, -1, 0.00
1, 1, 4, 19, 1, 35610.09
1, 1, 4, 20, -1, 0.00
1, 1, 4, 20, 1, 25096.33
1, 1, 4, 21, -1, 0.00
1, 1, 4, 21, 1, 14775.70
1, 1, 4, 22, -1, 0.00
1, 1, 4, 22, 1, 1684.05
1, 1, 4, 23, -1, 0.00
1, 1, 4, 23, 1, 1333.92
1, 1, 4, 24, -1, 0.00
1, 1, 4, 24, 1, 0.00
1, 1, 4, 25, -1, 0.00
1, 1, 4, 25, 1, 0.00
1, 1, 4, 26, -1, 0.00
1, 1, 4, 26, 1, 2587.39
1, 1, 4, 27, -1, 0.00
1, 1, 4, 27, 1, 0.00
1, 1, 4, 28, -1, 0.00
1, 1, 4, 28, 1, 0.00
1, 1, 4, 29, -1, 0.00
1, 1, 4, 29, 1, 393.68
1, 1, 4, 30, -1, 0.00
1, 1, 4, 30, 1, 0.00
1, 1, 4, 31, -1, 0.00
1, 1, 4, 31, 1, 0.00
1, 1, 4, 32, -1, 0.00
1, 1, 4, 32, 1, 31654.48
1, 1, 4, 33, -1, 0.00
1, 1, 4, 33, 1, 0.00
1, 1, 4, 34, -1, 0.00
1, 1, 4, 34, 1, 0.00
1, 1, 4, 35, -1, 0.00
1, 1, 4, 35, 1, 305.54
1, 1, 4, 36, -1, 0.00
1, 1, 4, 36, 1, 0.00
1, 1, 4, 37, -1, 0.00
1, 1, 4, 37, 1, 0.00
1, 1, 4, 38, -1, 0.00
1, 1, 4, 38, 1, 25212.29
1, 1, 4, 39, -1, 0.00
1, 1, 4, 39, 1, 0.00
1, 1, 4, 40, -1, 0.00
1, 1, 4, 40, 1, 0.00
1, 1, 4, 41, -1, 0.00
1, 1, 4, 41, 1, 178.10
1, 1, 4, 42, -1, 0.00
1, 1, 4, 42, 1, 0.00
1, 1, 4, 43, -1, 0.00
1, 1, 4, 43, 1, 0.00
1, 1, 4, 44, -1, 0.00
1, 1, 4, 44, 1, 1084.84
1, 1, 4, 45, -1, 0.00
1, 1, 4, 45, 1, 9243.09
1, 1, 4, 46, -1, 0.00
1, 1, 4, 46, 1, 0.00
1, 1, 4, 47, -1, 0.00
1, 1, 4, 47, 1, 5632.49
1, 1, 4, 48, -1, 0.00
1, 1, 4, 48, 1, 0.00
1, 1, 4, 49, -1, 0.00
1, 1, 4, 49, 1, 0.00
1, 1, 4, 50, -1, 0.00
1, 1, 4, 50, 1, 1974.36
1, 1, 4, 51, -1, 0.00
1, 1, 4, 51, 1, 0.00
1, 1, 4, 52, -1, 0.00
1, 1, 4, 52, 1, 49118.25
1, 1, 4, 53, -1, 0.00
1, 1, 4, 53, 1, 6652.79
1, 1, 4, 54, -1, 0.00
1, 1, 4, 54, 1, 0.00
1, 1, 5, 1, -1, 0.00
1, 1, 5, 1, 1, 198694.78
1, 1, 5, 2, -1, 0.00
1, 1, 5, 2, 1, 355581.62
1, 1, 5, 3, -1, 0.00
1, 1, 5, 3, 1, 268902.38
1, 1, 5, 4, -1, 0.00
1, 1, 5, 4, 1, 550769.31
1, 1, 5, 5, -1, 0.00
1, 1, 5, 5, 1, 446646.19
1, 1, 5, 6, -1, 0.00
1, 1, 5, 6, 1, 298655.66
1, 1, 5, 7, -1, 0.00
1, 1, 5, 7, 1, 153835.56
1, 1, 5, 8, -1, 0.00
1, 1, 5, 8, 1, 524304.56
1, 1, 5, 9, -1, 0.00
1, 1, 5, 9, 1, 158458.20
1, 1, 5, 10, -1, 0.00
1, 1, 5, 10, 1, 21461.02
1, 1, 5, 11, -1, 0.00
1, 1, 5, 11, 1, 36742.73
1, 1, 5, 12, -1, 0.00
1, 1, 5, 12, 1, 19031.62
1, 1, 5, 13, -1, 0.00
1, 1, 5, 13, 1, 285830.31
1, 1, 5, 14, -1, 0.00
1, 1, 5, 14, 1, 77331.16
1, 1, 5, 15, -1, 0.00
1, 1, 5, 15, 1, 44528.52
1, 1, 5, 16, -1, 0.00
1, 1, 5, 16, 1, 48429.71
1, 1, 5, 17, -1, 0.00
1, 1, 5, 17, 1, 40545.38
1, 1, 5, 18, -1, 0.00
1, 1, 5, 18, 1, 20101.65
1, 1, 5, 19, -1, 0.00
1, 1, 5, 19, 1, 142440.34
1, 1, 5, 20, -1, 0.00
1, 1, 5, 20, 1, 100385.34
1, 1, 5, 21, -1, 0.00
1, 1, 5, 21, 1, 59102.78
1, 1, 5, 22, -1, 0.00
1, 1, 5, 22, 1, 6736.20
1, 1, 5, 23, -1, 0.00
1, 1, 5, 23, 1, 5335.68
1, 1, 5, 24, -1, 0.00
1, 1, 5, 24, 1, 0.00
1, 1, 5, 25, -1, 0.00
1, 1, 5, 25, 1, 0.00
1, 1, 5, 26, -1, 0.00
1, 1, 5, 26, 1, 10349.56
1, 1, 5, 27, -1, 0.00
1, 1, 5, 27, 1, 0.00
1, 1, 5, 28, -1, 0.00
1, 1, 5, 28, 1, 0.00
1, 1, 5, 29, -1, 0.00
1, 1, 5, 29, 1, 1574.73
1, 1, 5, 30, -1, 0.00
1, 1, 5, 30, 1, 0.00
1, 1, 5, 31, -1, 0.00
1, 1, 5, 31, 1, 0.00
1, 1, 5, 32, -1, 0.00
1, 1, 5, 32, 1, 126617.93
1, 1, 5, 33, -1, 0.00
1, 1, 5, 33, 1, 0.00
1, 1, 5, 34, -1, 0.00
1, 1, 5, 34, 1, 0.00
1, 1, 5, 35, -1, 0.00
1, 1, 5, 35, 1, 1222.17
1, 1, 5, 36, -1, 0.00
1, 1, 5, 36, 1, 0.00
1, 1, 5, 37, -1, 0.00
1, 1, 5, 37, 1, 0.00
1, 1, 5, 38, -1, 0.00
1, 1, 5, 38, 1, 100849.16
1, 1, 5, 39, -1, 0.00
1, 1, 5, 39, 1, 0.00
1, 1, 5, 40, -1, 0.00
1, 1, 5, 40, 1, 0.00
1, 1, 5, 41, -1, 0.00
1, 1, 5, 41, 1, 712.41
1, 1, 5, 42, -1, 0.00
1, 1, 5, 42, 1, 0.00
1, 1, 5, 43, -1, 0.00
1, 1, 5, 43, 1, 0.00
1, 1, 5, 44, -1, 0.00
1, 1, 5, 44, 1, 4339.37
1, 1, 5, 45, -1, 0.00
1, 1, 5, 45, 1, 36972.36
1, 1, 5, 46, -1, 0.00
1, 1, 5, 46, 1, 0.00
1, 1, 5, 47, -1, 0.00
1, 1, 5, 47, 1, 22529.96
1, 1, 5, 48, -1, 0.00
1, 1, 5, 48, 1, 0.00
1, 1, 5, 49, -1, 0.00
1, 1, 5, 49, 1, 0.00
1, 1, 5, 50, -1, 0.00
1, 1, 5, 50, 1, 7897.43
1, 1, 5, 51, -1, 0.00
1, 1, 5, 51, 1, 0.00
1, 1, 5, 52, -1, 0.00
1, 1, 5, 52, 1, 196472.98
1, 1, 5, 53, -1, 0.00
1, 1, 5, 53, 1, 26611.16
1, 1, 5, 54, -1, 0.00
1, 1, 5, 54, 1, 0.00
1, 1, 6, 1, -1, 0.00
1, 1, 6, 1, 1, 180846.42
1, 1, 6, 2, -1, 0.00
1, 1, 6, 2, 1, 323640.44
1, 1, 6, 3, -1, 0.00
1, 1, 6, 3, 1, 244747.39
1, 1, 6, 4, -1, 0.00
1, 1, 6, 4, 1, 501294.81
1, 1, 6, 5, -1, 0.00
1, 1, 6, 5, 1, 406524.84
1, 1, 6, 6, -1, 0.00
1, 1, 6, 6, 1, 271828.03
1, 1, 6, 7, -1, 0.00
1, 1, 6, 7, 1, 140016.83
1, 1, 6, 8, -1, 0.00
1, 1, 6, 8, 1, 477207.34
1, 1, 6, 9, -1, 0.00
1, 1, 6, 9, 1, 144224.22
1, 1, 6, 10, -1, 0.00
1, 1, 6, 10, 1, 19533.21
1, 1, 6, 11, -1, 0.00
1, 1, 6, 11, 1, 33442.21
1, 1, 6, 12, -1, 0.00
1, 1, 6, 12, 1, 17322.04
1, 1, 6, 13, -1, 0.00
1, 1, 6, 13, 1, 260154.73
1, 1, 6, 14, -1, 0.00
1, 1, 6, 14, 1, 70384.65
1, 1, 6, 15, -1, 0.00
1, 1, 6, 15, 1, 40528.61
1, 1, 6, 16, -1, 0.00
1, 1, 6, 16, 1, 44079.37
1, 1, 6, 17, -1, 0.00
1, 1, 6, 17, 1, 36903.26
1, 1, 6, 18, -1, 0.00
1, 1, 6, 18, 1, 18295.96
1, 1, 6, 19, -1, 0.00
1, 1, 6, 19, 1, 129645.21
1, 1, 6, 20, -1, 0.00
1, 1, 6, 20, 1, 91367.92
1, 1, 6, 21, -1, 0.00
1, 1, 6, 21, 1, 53793.70
1, 1, 6, 22, -1, 0.00
1, 1, 6, 22, 1, 6131.10
1, 1, 6, 23, -1, 0.00
1, 1, 6, 23, 1, 4856.39
1, 1, 6, 24, -1, 0.00
1, 1, 6, 24, 1, 0.00
1, 1, 6, 25, -1, 0.00
1, 1, 6, 25, 1, 0.00
1, 1, 6, 26, -1, 0.00
1, 1, 6, 26, 1, 9419.88
1, 1, 6, 27, -1, 0.00
1, 1, 6, 27, 1, 0.00
1, 1, 6, 28, -1, 0.00
1, 1, 6, 28, 1, 0.00
1, 1, 6, 29, -1, 0.00
1, 1, 6, 29, 1, 1433.27
1, 1, 6, 30, -1, 0.00
1, 1, 6, 30, 1, 0.00
1, 1, 6, 31, -1, 0.00
1, 1, 6, 31, 1, 0.00
1, 1, 6, 32, -1, 0.00
1, 1, 6, 32, 1, 115244.09
1, 1, 6, 33, -1, 0.00
1, 1, 6, 33, 1, 0.00
1, 1, 6, 34, -1, 0.00
1, 1, 6, 34, 1, 0.00
1, 1, 6, 35, -1, 0.00
1, 1, 6, 35, 1, 1112.38
1, 1, 6, 36, -1, 0.00
1, 1, 6, 36, 1, 0.00
1, 1, 6, 37, -1, 0.00
1, 1, 6, 37, 1, 0.00
1, 1, 6, 38, -1, 0.00
1, 1, 6, 38, 1, 91790.08
1, 1, 6, 39, -1, 0.00
1, 1, 6, 39, 1, 0.00
1, 1, 6, 40, -1, 0.00
1, 1, 6, 40, 1, 0.00
1, 1, 6, 41, -1, 0.00
1, 1, 6, 41, 1, 648.41
1, 1, 6, 42, -1, 0.00
1, 1, 6, 42, 1, 0.00
1, 1, 6, 43, -1, 0.00
1, 1, 6, 43, 1, 0.00
1, 1, 6, 44, -1, 0.00
1, 1, 6, 44, 1, 3949.57
1, 1, 6, 45, -1, 0.00
1, 1, 6, 45, 1, 33651.20
1, 1, 6, 46, -1, 0.00
1, 1, 6, 46, 1, 0.00
1, 1, 6, 47, -1, 0.00
1, 1, 6, 47, 1, 20506.14
1, 1, 6, 48, -1, 0.00
1, 1, 6, 48, 1, 0.00
1, 1, 6, 49, -1, 0.00
1, 1, 6, 49, 1, 0.00
1, 1, 6, 50, -1, 0.00
1, 1, 6, 50, 1, 7188.02
1, 1, 6, 51, -1, 0.00
1, 1, 6, 51, 1, 0.00
1, 1, 6, 52, -1, 0.00
1, 1, 6, 52, 1, 178824.20
1, 1, 6, 53, -1, 0.00
1, 1, 6, 53, 1, 24220.73
1, 1, 6, 54, -1, 0.00
1, 1, 6, 54, 1, 0.00
1, 1, 7, 1, -1, 0.00
1, 1, 7, 1, 1, 0.00
1, 1, 7, 2, -1, 0.00
1, 1, 7, 2, 1, 0.00
1, 1, 7, 3, -1, 0.00
1, 1, 7, 3, 1, 0.00
1, 1, 7, 4, -1, 0.00
1, 1, 7, 4, 1, 0.00
1, 1, 7, 5, -1, 0.00
1, 1, 7, 5, 1, 0.00
1, 1, 7, 6, -1, 0.00
1, 1, 7, 6, 1, 0.00
1, 1, 7, 7, -1, 0.00
1, 1, 7, 7, 1, 0.00
1, 1, 7, 8, -1, 0.00
1, 1, 7, 8, 1, 0.00
1, 1, 7, 9, -1, 0.00
1, 1, 7, 9, 1, 0.00
1, 1, 7, 10, -1, 0.00
1, 1, 7, 10, 1, 0.00
1, 1, 7, 11, -1, 0.00
1, 1, 7, 11, 1, 0.00
1, 1, 7, 12, -1, 0.00
1, 1, 7, 12, 1, 0.00
1, 1, 7, 13, -1, 0.00
1, 1, 7, 13, 1, 0.00
1, 1, 7, 14, -1, 0.00
1, 1, 7, 14, 1, 0.00
1, 1, 7, 15, -1, 0.00
1, 1, 7, 15, 1, 0.00
1, 1, 7, 16, -1, 0.00
1, 1, 7, 16, 1, 0.00
1, 1, 7, 17, -1, 0.00
1, 1, 7, 17, 1, 0.00
1, 1, 7, 18, -1, 0.00
1, 1, 7, 18, 1, 0.00
1, 1, 7, 19, -1, 0.00
1, 1, 7, 19, 1, 0.00
1, 1, 7, 20, -1, 0.00
1, 1, 7, 20, 1, 0.00
1, 1, 7, 21, -1, 0.00
1, 1, 7, 21, 1, 0.00
1, 1, 7, 22, -1, 0.00
1, 1, 7, 22, 1, 0.00
1, 1, 7, 23, -1, 0.00
1, 1, 7, 23, 1, 0.00
1, 1, 7, 24, -1, 0.00
1, 1, 7, 24, 1, 0.00
1, 1, 7, 25, -1, 0.00
1, 1, 7, 25, 1, 0.00
1, 1, 7, 26, -1, 0.00
1, 1, 7, 26, 1, 0.00
1, 1, 7, 27, -1, 0.00
1, 1, 7, 27, 1, 0.00
1, 1, 7, 28, -1, 0.00
1, 1, 7, 28, 1, 0.00
1, 1, 7, 29, -1, 0.00
1, 1, 7, 29, 1, 0.00
1, 1, 7, 30, -1, 0.00
1, 1, 7, 30, 1, 0.00
1, 1, 7, 31, -1, 0.00
1, 1, 7, 31, 1, 0.00
1, 1, 7, 32, -1, 0.00
1, 1, 7, 32, 1, 0.00
1, 1, 7, 33, -1, 0.00
1, 1, 7, 33, 1, 0.00
1, 1, 7, 34, -1, 0.00
1, 1, 7, 34, 1, 0.00
1, 1, 7, 35, -1, 0.00
1, 1, 7, 35, 1, 0.00
1, 1, 7, 36, -1, 0.00
1, 1, 7, 36, 1, 0.00
1, 1, 7, 37, -1, 0.00
1, 1, 7, 37, 1, 0.00
1, 1, 7, 38, -1, 0.00
