summary_id,type,return_period,loss,ensemble_id
6,2,250.000000,16784.021484,0
6,2,200.000000,16262.597656,0
6,2,100.000000,10981.042969,0
6,2,75.000000,10781.607422,0
6,2,50.000000,10507.279297,0
6,2,30.000000,9646.824219,0
6,2,10.000000,0.000000,0
6,2,7.000000,0.000000,0
6,2,5.000000,0.000000,0
6,2,3.000000,0.000000,0
7,2,500.000000,36667.484375,0
7,2,250.000000,23559.833984,0
7,2,200.000000,21830.654297,0
7,2,100.000000,19140.855469,0
7,2,75.000000,17315.771484,0
7,2,50.000000,14339.777344,0
7,2,30.000000,12641.425781,0
7,2,10.000000,5972.858398,0
7,2,7.000000,0.000000,0
7,2,5.000000,0.000000,0
7,2,3.000000,0.000000,0
8,2,500.000000,18190.199219,0
8,2,250.000000,17910.957031,0
8,2,200.000000,17362.050781,0
8,2,100.000000,15484.086914,0
8,2,75.000000,12858.953125,0
8,2,50.000000,12169.600586,0
8,2,30.000000,9901.873047,0
8,2,10.000000,0.000000,0
8,2,7.000000,0.000000,0
8,2,5.000000,0.000000,0
8,2,3.000000,0.000000,0
12,2,500.000000,84853.968750,0
12,2,250.000000,69168.820312,0
12,2,200.000000,66979.937500,0
12,2,100.000000,63595.820312,0
12,2,75.000000,53518.890625,0
12,2,50.000000,46417.429688,0
12,2,30.000000,38162.359375,0
12,2,10.000000,15734.246094,0
12,2,7.000000,0.000000,0
12,2,5.000000,0.000000,0
12,2,3.000000,0.000000,0
13,2,500.000000,46450.078125,0
13,2,250.000000,28928.396484,0
13,2,200.000000,26776.152344,0
13,2,100.000000,23143.742188,0
13,2,75.000000,22383.945312,0
13,2,50.000000,20619.464844,0
13,2,30.000000,16847.177734,0
13,2,10.000000,7270.208984,0
13,2,7.000000,0.000000,0
13,2,5.000000,0.000000,0
13,2,3.000000,0.000000,0
14,2,500.000000,53176.691406,0
14,2,250.000000,46243.882812,0
14,2,200.000000,40626.542969,0
14,2,100.000000,31146.935547,0
14,2,75.000000,24182.181641,0
14,2,50.000000,2627.810303,0
14,2,30.000000,0.000000,0
14,2,10.000000,0.000000,0
14,2,7.000000,0.000000,0
14,2,5.000000,0.000000,0
14,2,3.000000,0.000000,0
15,2,500.000000,116558.578125,0
15,2,250.000000,67300.195312,0
15,2,200.000000,65773.656250,0
15,2,100.000000,45531.082031,0
15,2,75.000000,40490.160156,0
15,2,50.000000,33298.171875,0
15,2,30.000000,0.000000,0
15,2,10.000000,0.000000,0
15,2,7.000000,0.000000,0
15,2,5.000000,0.000000,0
15,2,3.000000,0.000000,0
16,2,500.000000,64487.804688,0
16,2,250.000000,58309.003906,0
16,2,200.000000,56991.242188,0
16,2,100.000000,53889.660156,0
16,2,75.000000,46890.144531,0
16,2,50.000000,37434.128906,0
16,2,30.000000,21990.128906,0
16,2,10.000000,0.000000,0
16,2,7.000000,0.000000,0
16,2,5.000000,0.000000,0
16,2,3.000000,0.000000,0
17,2,500.000000,23710.914062,0
17,2,250.000000,22828.257812,0
17,2,200.000000,22637.236328,0
17,2,100.000000,20128.884766,0
17,2,75.000000,19837.041016,0
17,2,50.000000,18290.121094,0
17,2,30.000000,12502.419922,0
17,2,10.000000,0.000000,0
17,2,7.000000,0.000000,0
17,2,5.000000,0.000000,0
17,2,3.000000,0.000000,0
18,2,500.000000,108197.367188,0
18,2,250.000000,104544.437500,0
18,2,200.000000,93401.234375,0
18,2,100.000000,79647.007812,0
18,2,75.000000,61685.433594,0
18,2,50.000000,56322.371094,0
18,2,30.000000,46652.761719,0
18,2,10.000000,0.000000,0
18,2,7.000000,0.000000,0
18,2,5.000000,0.000000,0
18,2,3.000000,0.000000,0
19,2,500.000000,4735.812012,0
19,2,250.000000,3123.254395,0
19,2,200.000000,2689.492188,0
19,2,100.000000,2036.124390,0
19,2,75.000000,1943.076172,0
19,2,50.000000,0.000000,0
19,2,30.000000,0.000000,0
19,2,10.000000,0.000000,0
19,2,7.000000,0.000000,0
19,2,5.000000,0.000000,0
19,2,3.000000,0.000000,0
20,2,500.000000,239236.984375,0
20,2,250.000000,185789.000000,0
20,2,200.000000,183336.593750,0
20,2,100.000000,128050.648438,0
20,2,75.000000,105486.085938,0
20,2,50.000000,68440.570312,0
20,2,30.000000,0.000000,0
20,2,10.000000,0.000000,0
20,2,7.000000,0.000000,0
20,2,5.000000,0.000000,0
20,2,3.000000,0.000000,0
1,2,500.000000,26006.691406,1
1,2,250.000000,24913.939453,1
1,2,200.000000,18002.714844,1
1,2,100.000000,7204.436035,1
1,2,75.000000,0.000000,1
1,2,50.000000,0.000000,1
1,2,30.000000,0.000000,1
1,2,10.000000,0.000000,1
1,2,7.000000,0.000000,1
1,2,5.000000,0.000000,1
1,2,3.000000,0.000000,1
2,2,500.000000,32176.109375,1
2,2,250.000000,25915.933594,1
2,2,200.000000,22563.679688,1
2,2,100.000000,0.000000,1
2,2,75.000000,0.000000,1
2,2,50.000000,0.000000,1
2,2,30.000000,0.000000,1
2,2,10.000000,0.000000,1
2,2,7.000000,0.000000,1
2,2,5.000000,0.000000,1
2,2,3.000000,0.000000,1
3,2,500.000000,46376.554688,1
3,2,250.000000,44653.046875,1
3,2,200.000000,42163.171875,1
3,2,100.000000,25449.839844,1
3,2,75.000000,16971.341797,1
3,2,50.000000,0.000000,1
3,2,30.000000,0.000000,1
3,2,10.000000,0.000000,1
3,2,7.000000,0.000000,1
3,2,5.000000,0.000000,1
3,2,3.000000,0.000000,1
4,2,500.000000,23885.929688,1
4,2,250.000000,18317.828125,1
4,2,200.000000,15142.658203,1
4,2,100.000000,11442.086914,1
4,2,75.000000,0.000000,1
4,2,50.000000,0.000000,1
4,2,30.000000,0.000000,1
4,2,10.000000,0.000000,1
4,2,7.000000,0.000000,1
4,2,5.000000,0.000000,1
4,2,3.000000,0.000000,1
5,2,500.000000,29165.869141,1
5,2,250.000000,28072.361328,1
5,2,200.000000,25603.982422,1
5,2,100.000000,21592.291016,1
5,2,75.000000,12691.793945,1
5,2,50.000000,0.000000,1
5,2,30.000000,0.000000,1
5,2,10.000000,0.000000,1
5,2,7.000000,0.000000,1
5,2,5.000000,0.000000,1
5,2,3.000000,0.000000,1
6,2,500.000000,10981.042969,1
6,2,250.000000,10638.617188,1
6,2,200.000000,8196.187500,1
6,2,100.000000,0.000000,1
6,2,75.000000,0.000000,1
6,2,50.000000,0.000000,1
6,2,30.000000,0.000000,1
6,2,10.000000,0.000000,1
6,2,7.000000,0.000000,1
6,2,5.000000,0.000000,1
6,2,3.000000,0.000000,1
7,2,500.000000,14121.826172,1
7,2,250.000000,8185.944824,1
7,2,200.000000,5712.385254,1
7,2,100.000000,746.267334,1
7,2,75.000000,0.000000,1
7,2,50.000000,0.000000,1
7,2,30.000000,0.000000,1
7,2,10.000000,0.000000,1
7,2,7.000000,0.000000,1
7,2,5.000000,0.000000,1
7,2,3.000000,0.000000,1
8,2,500.000000,15484.086914,1
8,2,250.000000,9835.335938,1
8,2,200.000000,5883.916992,1
8,2,100.000000,0.000000,1
8,2,75.000000,0.000000,1
8,2,50.000000,0.000000,1
8,2,30.000000,0.000000,1
8,2,10.000000,0.000000,1
8,2,7.000000,0.000000,1
8,2,5.000000,0.000000,1
8,2,3.000000,0.000000,1
12,2,500.000000,69168.820312,1
12,2,250.000000,38609.187500,1
12,2,200.000000,36690.605469,1
12,2,100.000000,25611.259766,1
12,2,75.000000,21198.265625,1
12,2,50.000000,0.000000,1
12,2,30.000000,0.000000,1
12,2,10.000000,0.000000,1
12,2,7.000000,0.000000,1
12,2,5.000000,0.000000,1
12,2,3.000000,0.000000,1
13,2,500.000000,13751.605469,1
13,2,250.000000,12668.539062,1
13,2,200.000000,12199.693359,1
13,2,100.000000,9934.208984,1
13,2,75.000000,0.000000,1
13,2,50.000000,0.000000,1
13,2,30.000000,0.000000,1
13,2,10.000000,0.000000,1
13,2,7.000000,0.000000,1
13,2,5.000000,0.000000,1
13,2,3.000000,0.000000,1
14,2,500.000000,26223.666016,1
14,2,250.000000,444.613159,1
14,2,200.000000,0.000000,1
14,2,100.000000,0.000000,1
14,2,75.000000,0.000000,1
14,2,50.000000,0.000000,1
14,2,30.000000,0.000000,1
14,2,10.000000,0.000000,1
14,2,7.000000,0.000000,1
14,2,5.000000,0.000000,1
14,2,3.000000,0.000000,1
15,2,500.000000,64755.960938,1
15,2,250.000000,33298.171875,1
15,2,200.000000,21695.865234,1
15,2,100.000000,0.000000,1
15,2,75.000000,0.000000,1
15,2,50.000000,0.000000,1
15,2,30.000000,0.000000,1
15,2,10.000000,0.000000,1
15,2,7.000000,0.000000,1
15,2,5.000000,0.000000,1
15,2,3.000000,0.000000,1
16,2,500.000000,51615.554688,1
16,2,250.000000,16027.246094,1
16,2,200.000000,14767.853516,1
16,2,100.000000,0.000000,1
16,2,75.000000,0.000000,1
16,2,50.000000,0.000000,1
16,2,30.000000,0.000000,1
16,2,10.000000,0.000000,1
16,2,7.000000,0.000000,1
16,2,5.000000,0.000000,1
16,2,3.000000,0.000000,1
17,2,500.000000,22828.257812,1
17,2,250.000000,13111.757812,1
17,2,200.000000,11106.055664,1
17,2,100.000000,0.000000,1
17,2,75.000000,0.000000,1
17,2,50.000000,0.000000,1
17,2,30.000000,0.000000,1
17,2,10.000000,0.000000,1
17,2,7.000000,0.000000,1
17,2,5.000000,0.000000,1
17,2,3.000000,0.000000,1
18,2,500.000000,108197.367188,1
18,2,250.000000,82457.937500,1
18,2,200.000000,57717.011719,1
18,2,100.000000,0.000000,1
18,2,75.000000,0.000000,1
18,2,50.000000,0.000000,1
18,2,30.000000,0.000000,1
18,2,10.000000,0.000000,1
18,2,7.000000,0.000000,1
18,2,5.000000,0.000000,1
18,2,3.000000,0.000000,1
19,2,500.000000,1681.553955,1
19,2,250.000000,0.000000,1
19,2,200.000000,0.000000,1
19,2,100.000000,0.000000,1
19,2,75.000000,0.000000,1
19,2,50.000000,0.000000,1
19,2,30.000000,0.000000,1
19,2,10.000000,0.000000,1
19,2,7.000000,0.000000,1
19,2,5.000000,0.000000,1
19,2,3.000000,0.000000,1
20,2,500.000000,239236.984375,1
20,2,250.000000,79030.492188,1
20,2,200.000000,62937.093750,1
20,2,100.000000,0.000000,1
20,2,75.000000,0.000000,1
20,2,50.000000,0.000000,1
20,2,30.000000,0.000000,1
20,2,10.000000,0.000000,1
20,2,7.000000,0.000000,1
20,2,5.000000,0.000000,1
20,2,3.000000,0.000000,1
1,2,500.000000,16896.324219,2
1,2,250.000000,6306.780762,2
1,2,200.000000,2622.789795,2
1,2,100.000000,0.000000,2
1,2,75.000000,0.000000,2
1,2,50.000000,0.000000,2
1,2,30.000000,0.000000,2
1,2,10.000000,0.000000,2
1,2,7.000000,0.000000,2
1,2,5.000000,0.000000,2
1,2,3.000000,0.000000,2
2,2,500.000000,26931.367188,2
2,2,250.000000,13666.226562,2
2,2,200.000000,9890.289062,2
2,2,100.000000,0.000000,2
2,2,75.000000,0.000000,2
2,2,50.000000,0.000000,2
2,2,30.000000,0.000000,2
2,2,10.000000,0.000000,2
2,2,7.000000,0.000000,2
2,2,5.000000,0.000000,2
2,2,3.000000,0.000000,2
3,2,500.000000,70377.718750,2
3,2,250.000000,68937.437500,2
3,2,200.000000,54519.570312,2
3,2,100.000000,39770.355469,2
3,2,75.000000,29529.714844,2
3,2,50.000000,0.000000,2
3,2,30.000000,0.000000,2
3,2,10.000000,0.000000,2
3,2,7.000000,0.000000,2
3,2,5.000000,0.000000,2
3,2,3.000000,0.000000,2
4,2,500.000000,15535.211914,2
4,2,250.000000,14002.578125,2
4,2,200.000000,11146.821289,2
4,2,100.000000,7538.543945,2
4,2,75.000000,4169.613281,2
4,2,50.000000,0.000000,2
4,2,30.000000,0.000000,2
4,2,10.000000,0.000000,2
4,2,7.000000,0.000000,2
4,2,5.000000,0.000000,2
4,2,3.000000,0.000000,2
5,2,500.000000,68511.734375,2
5,2,250.000000,53082.867188,2
5,2,200.000000,30911.167969,2
5,2,100.000000,4213.158203,2
5,2,75.000000,0.000000,2
5,2,50.000000,0.000000,2
5,2,30.000000,0.000000,2
5,2,10.000000,0.000000,2
5,2,7.000000,0.000000,2
5,2,5.000000,0.000000,2
5,2,3.000000,0.000000,2
6,2,500.000000,11011.351562,2
6,2,250.000000,8909.011719,2
6,2,200.000000,8327.027344,2
6,2,100.000000,0.000000,2
6,2,75.000000,0.000000,2
6,2,50.000000,0.000000,2
6,2,30.000000,0.000000,2
6,2,10.000000,0.000000,2
6,2,7.000000,0.000000,2
6,2,5.000000,0.000000,2
6,2,3.000000,0.000000,2
7,2,500.000000,15593.986328,2
7,2,250.000000,14339.777344,2
7,2,200.000000,11370.643555,2
7,2,100.000000,7961.112305,2
7,2,75.000000,4371.507812,2
7,2,50.000000,0.000000,2
7,2,30.000000,0.000000,2
7,2,10.000000,0.000000,2
7,2,7.000000,0.000000,2
7,2,5.000000,0.000000,2
7,2,3.000000,0.000000,2
8,2,500.000000,10191.569336,2
8,2,250.000000,2217.586426,2
8,2,200.000000,0.000000,2
8,2,100.000000,0.000000,2
8,2,75.000000,0.000000,2
8,2,50.000000,0.000000,2
8,2,30.000000,0.000000,2
8,2,10.000000,0.000000,2
8,2,7.000000,0.000000,2
8,2,5.000000,0.000000,2
8,2,3.000000,0.000000,2
12,2,500.000000,52148.652344,2
12,2,250.000000,25964.566406,2
12,2,200.000000,24036.986328,2
12,2,100.000000,0.000000,2
12,2,75.000000,0.000000,2
12,2,50.000000,0.000000,2
12,2,30.000000,0.000000,2
12,2,10.000000,0.000000,2
12,2,7.000000,0.000000,2
12,2,5.000000,0.000000,2
12,2,3.000000,0.000000,2
13,2,500.000000,28928.396484,2
13,2,250.000000,21530.970703,2
13,2,200.000000,18793.621094,2
13,2,100.000000,14899.294922,2
13,2,75.000000,9619.419922,2
13,2,50.000000,0.000000,2
13,2,30.000000,0.000000,2
13,2,10.000000,0.000000,2
13,2,7.000000,0.000000,2
13,2,5.000000,0.000000,2
13,2,3.000000,0.000000,2
14,2,500.000000,34790.625000,2
14,2,250.000000,31146.935547,2
14,2,200.000000,0.000000,2
14,2,100.000000,0.000000,2
14,2,75.000000,0.000000,2
14,2,50.000000,0.000000,2
14,2,30.000000,0.000000,2
14,2,10.000000,0.000000,2
14,2,7.000000,0.000000,2
14,2,5.000000,0.000000,2
14,2,3.000000,0.000000,2
15,2,500.000000,116558.578125,2
15,2,250.000000,67300.195312,2
15,2,200.000000,0.000000,2
15,2,100.000000,0.000000,2
15,2,75.000000,0.000000,2
15,2,50.000000,0.000000,2
15,2,30.000000,0.000000,2
15,2,10.000000,0.000000,2
15,2,7.000000,0.000000,2
15,2,5.000000,0.000000,2
15,2,3.000000,0.000000,2
16,2,500.000000,38697.707031,2
16,2,250.000000,0.000000,2
16,2,200.000000,0.000000,2
16,2,100.000000,0.000000,2
16,2,75.000000,0.000000,2
16,2,50.000000,0.000000,2
16,2,30.000000,0.000000,2
16,2,10.000000,0.000000,2
16,2,7.000000,0.000000,2
16,2,5.000000,0.000000,2
16,2,3.000000,0.000000,2
17,2,500.000000,12215.671875,2
17,2,250.000000,2441.795898,2
17,2,200.000000,2411.681396,2
17,2,100.000000,0.000000,2
17,2,75.000000,0.000000,2
17,2,50.000000,0.000000,2
17,2,30.000000,0.000000,2
17,2,10.000000,0.000000,2
17,2,7.000000,0.000000,2
17,2,5.000000,0.000000,2
17,2,3.000000,0.000000,2
18,2,500.000000,32158.132812,2
18,2,250.000000,31134.166016,2
18,2,200.000000,27147.136719,2
18,2,100.000000,0.000000,2
18,2,75.000000,0.000000,2
18,2,50.000000,0.000000,2
18,2,30.000000,0.000000,2
18,2,10.000000,0.000000,2
18,2,7.000000,0.000000,2
18,2,5.000000,0.000000,2
18,2,3.000000,0.000000,2
20,2,500.000000,159054.906250,2
20,2,250.000000,68440.570312,2
20,2,200.000000,0.000000,2
20,2,100.000000,0.000000,2
20,2,75.000000,0.000000,2
20,2,50.000000,0.000000,2
20,2,30.000000,0.000000,2
20,2,10.000000,0.000000,2
20,2,7.000000,0.000000,2
20,2,5.000000,0.000000,2
20,2,3.000000,0.000000,2
1,2,500.000000,22980.554688,3
1,2,250.000000,22017.167969,3
1,2,200.000000,21606.691406,3
1,2,100.000000,0.000000,3
1,2,75.000000,0.000000,3
1,2,50.000000,0.000000,3
1,2,30.000000,0.000000,3
1,2,10.000000,0.000000,3
1,2,7.000000,0.000000,3
1,2,5.000000,0.000000,3
1,2,3.000000,0.000000,3
2,2,500.000000,11052.607422,3
2,2,250.000000,3179.688232,3
2,2,200.000000,2551.574219,3
2,2,100.000000,0.000000,3
2,2,75.000000,0.000000,3
2,2,50.000000,0.000000,3
2,2,30.000000,0.000000,3
2,2,10.000000,0.000000,3
2,2,7.000000,0.000000,3
2,2,5.000000,0.000000,3
2,2,3.000000,0.000000,3
3,2,500.000000,76111.890625,3
3,2,250.000000,60806.542969,3
3,2,200.000000,36697.324219,3
3,2,100.000000,19816.585938,3
3,2,75.000000,12463.520508,3
3,2,50.000000,0.000000,3
3,2,30.000000,0.000000,3
3,2,10.000000,0.000000,3
3,2,7.000000,0.000000,3
3,2,5.000000,0.000000,3
3,2,3.000000,0.000000,3
4,2,500.000000,59430.695312,3
4,2,250.000000,28852.320312,3
4,2,200.000000,28018.474609,3
4,2,100.000000,15576.375000,3
4,2,75.000000,10063.170898,3
4,2,50.000000,0.000000,3
4,2,30.000000,0.000000,3
4,2,10.000000,0.000000,3
4,2,7.000000,0.000000,3
4,2,5.000000,0.000000,3
4,2,3.000000,0.000000,3
5,2,500.000000,24572.535156,3
5,2,250.000000,20693.894531,3
5,2,200.000000,0.000000,3
5,2,100.000000,0.000000,3
5,2,75.000000,0.000000,3
5,2,50.000000,0.000000,3
5,2,30.000000,0.000000,3
5,2,10.000000,0.000000,3
5,2,7.000000,0.000000,3
5,2,5.000000,0.000000,3
5,2,3.000000,0.000000,3
6,2,500.000000,10791.915039,3
6,2,250.000000,7617.316895,3
6,2,200.000000,6924.805664,3
6,2,100.000000,0.000000,3
6,2,75.000000,0.000000,3
6,2,50.000000,0.000000,3
6,2,30.000000,0.000000,3
6,2,10.000000,0.000000,3
6,2,7.000000,0.000000,3
6,2,5.000000,0.000000,3
6,2,3.000000,0.000000,3
7,2,500.000000,16902.203125,3
7,2,250.000000,9930.613281,3
7,2,200.000000,8308.625000,3
7,2,100.000000,5244.635742,3
7,2,75.000000,2009.833130,3
7,2,50.000000,0.000000,3
7,2,30.000000,0.000000,3
7,2,10.000000,0.000000,3
7,2,7.000000,0.000000,3
7,2,5.000000,0.000000,3
7,2,3.000000,0.000000,3
8,2,500.000000,12169.600586,3
8,2,250.000000,9333.062500,3
8,2,200.000000,9076.783203,3
8,2,100.000000,6760.537109,3
8,2,75.000000,0.000000,3
8,2,50.000000,0.000000,3
8,2,30.000000,0.000000,3
8,2,10.000000,0.000000,3
8,2,7.000000,0.000000,3
8,2,5.000000,0.000000,3
8,2,3.000000,0.000000,3
12,2,500.000000,44892.914062,3
12,2,250.000000,27300.558594,3
12,2,200.000000,26708.478516,3
12,2,100.000000,22231.750000,3
12,2,75.000000,0.000000,3
12,2,50.000000,0.000000,3
12,2,30.000000,0.000000,3
12,2,10.000000,0.000000,3
12,2,7.000000,0.000000,3
12,2,5.000000,0.000000,3
12,2,3.000000,0.000000,3
13,2,500.000000,25341.324219,3
13,2,250.000000,22533.490234,3
13,2,200.000000,21385.074219,3
13,2,100.000000,15908.253906,3
13,2,75.000000,7814.960938,3
13,2,50.000000,0.000000,3
13,2,30.000000,0.000000,3
13,2,10.000000,0.000000,3
13,2,7.000000,0.000000,3
13,2,5.000000,0.000000,3
13,2,3.000000,0.000000,3
14,2,500.000000,36881.648438,3
14,2,250.000000,0.000000,3
14,2,200.000000,0.000000,3
14,2,100.000000,0.000000,3
14,2,75.000000,0.000000,3
14,2,50.000000,0.000000,3
14,2,30.000000,0.000000,3
14,2,10.000000,0.000000,3
14,2,7.000000,0.000000,3
14,2,5.000000,0.000000,3
14,2,3.000000,0.000000,3
16,2,500.000000,37434.128906,3
16,2,250.000000,34228.253906,3
16,2,200.000000,0.000000,3
16,2,100.000000,0.000000,3
16,2,75.000000,0.000000,3
16,2,50.000000,0.000000,3
16,2,30.000000,0.000000,3
16,2,10.000000,0.000000,3
16,2,7.000000,0.000000,3
16,2,5.000000,0.000000,3
16,2,3.000000,0.000000,3
17,2,500.000000,3276.526367,3
17,2,250.000000,0.000000,3
17,2,200.000000,0.000000,3
17,2,100.000000,0.000000,3
17,2,75.000000,0.000000,3
17,2,50.000000,0.000000,3
17,2,30.000000,0.000000,3
17,2,10.000000,0.000000,3
17,2,7.000000,0.000000,3
17,2,5.000000,0.000000,3
17,2,3.000000,0.000000,3
18,2,500.000000,57774.945312,3
18,2,250.000000,56322.371094,3
18,2,200.000000,55078.937500,3
18,2,100.000000,26542.765625,3
18,2,75.000000,0.000000,3
18,2,50.000000,0.000000,3
18,2,30.000000,0.000000,3
18,2,10.000000,0.000000,3
18,2,7.000000,0.000000,3
18,2,5.000000,0.000000,3
18,2,3.000000,0.000000,3
19,2,500.000000,4735.812012,3
19,2,250.000000,0.000000,3
19,2,200.000000,0.000000,3
19,2,100.000000,0.000000,3
19,2,75.000000,0.000000,3
19,2,50.000000,0.000000,3
19,2,30.000000,0.000000,3
19,2,10.000000,0.000000,3
19,2,7.000000,0.000000,3
19,2,5.000000,0.000000,3
19,2,3.000000,0.000000,3
20,2,500.000000,181701.656250,3
20,2,250.000000,0.000000,3
20,2,200.000000,0.000000,3
20,2,100.000000,0.000000,3
20,2,75.000000,0.000000,3
20,2,50.000000,0.000000,3
20,2,30.000000,0.000000,3
20,2,10.000000,0.000000,3
20,2,7.000000,0.000000,3
20,2,5.000000,0.000000,3
20,2,3.000000,0.000000,3
1,2,500.000000,23832.339844,4
1,2,250.000000,17343.580078,4
1,2,200.000000,13749.560547,4
1,2,100.000000,1581.530518,4
1,2,75.000000,0.000000,4
1,2,50.000000,0.000000,4
1,2,30.000000,0.000000,4
1,2,10.000000,0.000000,4
1,2,7.000000,0.000000,4
1,2,5.000000,0.000000,4
1,2,3.000000,0.000000,4
2,2,500.000000,32185.212891,4
2,2,250.000000,12810.979492,4
2,2,200.000000,7265.039062,4
2,2,100.000000,0.000000,4
2,2,75.000000,0.000000,4
2,2,50.000000,0.000000,4
2,2,30.000000,0.000000,4
2,2,10.000000,0.000000,4
2,2,7.000000,0.000000,4
2,2,5.000000,0.000000,4
2,2,3.000000,0.000000,4
3,2,500.000000,56582.886719,4
3,2,250.000000,48658.441406,4
3,2,200.000000,46605.527344,4
3,2,100.000000,42441.378906,4
3,2,75.000000,28777.013672,4
3,2,50.000000,0.000000,4
3,2,30.000000,0.000000,4
3,2,10.000000,0.000000,4
3,2,7.000000,0.000000,4
3,2,5.000000,0.000000,4
3,2,3.000000,0.000000,4
4,2,500.000000,28582.710938,4
4,2,250.000000,23122.802734,4
4,2,200.000000,20953.500000,4
4,2,100.000000,0.000000,4
4,2,75.000000,0.000000,4
4,2,50.000000,0.000000,4
4,2,30.000000,0.000000,4
4,2,10.000000,0.000000,4
4,2,7.000000,0.000000,4
4,2,5.000000,0.000000,4
4,2,3.000000,0.000000,4
5,2,500.000000,49530.691406,4
5,2,250.000000,29812.191406,4
5,2,200.000000,27286.912109,4
5,2,100.000000,15969.572266,4
5,2,75.000000,6430.898438,4
5,2,50.000000,0.000000,4
5,2,30.000000,0.000000,4
5,2,10.000000,0.000000,4
5,2,7.000000,0.000000,4
5,2,5.000000,0.000000,4
5,2,3.000000,0.000000,4
6,2,500.000000,10507.279297,4
6,2,250.000000,8366.786133,4
6,2,200.000000,7734.347656,4
6,2,100.000000,0.000000,4
6,2,75.000000,0.000000,4
6,2,50.000000,0.000000,4
6,2,30.000000,0.000000,4
6,2,10.000000,0.000000,4
6,2,7.000000,0.000000,4
6,2,5.000000,0.000000,4
6,2,3.000000,0.000000,4
7,2,500.000000,23559.833984,4
7,2,250.000000,19140.855469,4
7,2,200.000000,15505.080078,4
7,2,100.000000,0.000000,4
7,2,75.000000,0.000000,4
7,2,50.000000,0.000000,4
7,2,30.000000,0.000000,4
7,2,10.000000,0.000000,4
7,2,7.000000,0.000000,4
7,2,5.000000,0.000000,4
7,2,3.000000,0.000000,4
8,2,500.000000,17910.957031,4
8,2,250.000000,12582.808594,4
8,2,200.000000,10443.976562,4
8,2,100.000000,2429.919189,4
8,2,75.000000,0.000000,4
8,2,50.000000,0.000000,4
8,2,30.000000,0.000000,4
8,2,10.000000,0.000000,4
8,2,7.000000,0.000000,4
8,2,5.000000,0.000000,4
8,2,3.000000,0.000000,4
12,2,500.000000,65520.683594,4
12,2,250.000000,51191.757812,4
12,2,200.000000,34638.683594,4
